date,dhno3gas,dnh3gas,dnh4total,dno2gas,dno3total,dntotal
1990,1029.509,11598.049,6387.928,3544.58,4733.358,27288.588
1991,1029.509,11488.045,6366.23,3453.057,4662.142,26995.562
1992,1029.509,11378.041,6344.531,3361.534,4590.926,26702.533
1993,1029.509,11268.037,6322.832,3270.011,4519.71,26409.504
1994,1029.509,11158.033,6301.134,3178.488,4448.494,26116.477
1995,1029.509,11048.029,6279.436,3086.965,4377.278,25823.45
1996,1029.509,10938.026,6257.737,2995.442,4306.062,25530.42
1997,1029.509,10828.022,6236.038,2903.919,4234.846,25237.39
1998,1029.509,10718.019,6214.34,2812.396,4163.63,24944.363
1999,1029.509,10608.015,6192.642,2720.873,4092.414,24651.336
2000,1029.509,10498.011,6170.943,2629.349,4021.198,24358.307
2001,1029.509,10470.243,6048.898,2606.651,3920.264,24089.625
2002,1029.509,10442.476,5926.854,2583.952,3819.331,23820.943
2003,1029.509,10414.709,5804.809,2561.253,3718.397,23552.262
2004,1029.509,10386.941,5682.765,2538.555,3617.464,23283.58
2005,1029.509,10359.174,5560.72,2515.856,3516.53,23014.898
2006,1029.509,10424.785,5430.929,2484.494,3468.409,22873.78
2007,1029.509,10490.396,5301.138,2453.133,3420.288,22732.66
2008,1029.509,10556.008,5171.346,2421.77,3372.168,22591.543
2009,1029.509,10621.619,5041.555,2390.409,3324.047,22450.424
2010,1029.509,10687.23,4911.764,2359.047,3275.926,22309.305
2011,1029.509,10489.635,4836.066,2319.342,3193.391,21913.643
2012,1029.509,10292.038,4760.369,2279.636,3110.856,21517.98
2013,1029.509,10094.442,4684.671,2239.931,3028.321,21122.316
2014,1029.509,9896.846,4608.974,2200.225,2945.786,20726.654
2015,1029.509,9699.25,4533.276,2160.52,2863.251,20330.992
2016,1029.509,10311.146,4503.837,2082.048,2728.461,20709.322
2017,1029.509,10923.043,4474.398,2003.577,2593.672,21087.652
2018,1029.509,11534.939,4444.958,1925.105,2458.882,21465.984
2019,1029.509,12146.836,4415.519,1846.634,2324.092,21844.314
2020,1029.509,12758.732,4386.079,1768.162,2189.302,22222.645
