date,dhno3gas,dnh3gas,dnh4total,dno2gas,dno3total,dntotal
1990,240.879,1160.958,2261.522,550.942,1507.12,5721.42
1991,240.879,1147.982,2185.973,548.525,1449.495,5572.855
1992,240.879,1135.007,2110.425,546.108,1391.871,5424.29
1993,240.879,1122.032,2034.877,543.69,1334.247,5275.725
1994,240.879,1109.056,1959.328,541.273,1276.623,5127.16
1995,240.879,1096.081,1883.78,538.856,1218.998,4978.594
1996,240.879,1083.105,1808.232,536.439,1161.374,4830.029
1997,240.879,1070.13,1732.683,534.022,1103.75,4681.464
1998,240.879,1057.154,1657.135,531.605,1046.126,4532.898
1999,240.879,1044.179,1581.587,529.187,988.502,4384.334
2000,240.879,1031.203,1506.038,526.77,930.877,4235.768
2001,240.879,1035.304,1495.045,526.626,909.037,4206.892
2002,240.879,1039.404,1484.052,526.482,887.197,4178.015
2003,240.879,1043.504,1473.059,526.338,865.357,4149.138
2004,240.879,1047.605,1462.066,526.194,843.518,4120.261
2005,240.879,1051.705,1451.072,526.05,821.678,4091.384
2006,240.879,1041.732,1426.809,519.886,834.798,4064.104
2007,240.879,1031.759,1402.545,513.722,847.919,4036.824
2008,240.879,1021.786,1378.281,507.558,861.04,4009.543
2009,240.879,1011.813,1354.017,501.394,874.16,3982.263
2010,240.879,1001.84,1329.753,495.23,887.281,3954.982
2011,240.879,999.053,1327.065,481.659,877.033,3925.688
2012,240.879,996.265,1324.378,468.088,866.785,3896.394
2013,240.879,993.478,1321.69,454.516,856.537,3867.1
2014,240.879,990.691,1319.002,440.945,846.288,3837.806
2015,240.879,987.903,1316.315,427.374,836.04,3808.512
2016,240.879,1031.623,1320.48,420.804,801.978,3815.764
2017,240.879,1075.343,1324.644,414.234,767.916,3823.016
2018,240.879,1119.063,1328.809,407.663,733.853,3830.268
2019,240.879,1162.783,1332.974,401.093,699.791,3837.52
2020,240.879,1206.503,1337.139,394.523,665.728,3844.772
