date,dhno3gas,dnh3gas,dnh4total,dno2gas,dno3total,dntotal
1990,1249.5,7745.695,15229.551,1698.912,10824.09,36747.746
1991,1249.5,7655.195,14925.732,1709.101,10529.695,36069.223
1992,1249.5,7564.694,14621.914,1719.291,10235.3,35390.695
1993,1249.5,7474.193,14318.096,1729.48,9940.904,34712.17
1994,1249.5,7383.693,14014.278,1739.669,9646.51,34033.65
1995,1249.5,7293.193,13710.459,1749.859,9352.115,33355.125
1996,1249.5,7202.692,13406.642,1760.048,9057.72,32676.598
1997,1249.5,7112.192,13102.823,1770.238,8763.324,31998.074
1998,1249.5,7021.691,12799.006,1780.427,8468.93,31319.553
1999,1249.5,6931.191,12495.188,1790.617,8174.534,30641.027
2000,1249.5,6840.69,12191.369,1800.806,7880.14,29962.502
2001,1249.5,6972.674,12076.801,1795.182,7711.125,29805.28
2002,1249.5,7104.658,11962.232,1789.557,7542.11,29648.057
2003,1249.5,7236.643,11847.664,1783.932,7373.095,29490.832
2004,1249.5,7368.627,11733.096,1778.307,7204.081,29333.61
2005,1249.5,7500.611,11618.527,1772.682,7035.065,29176.387
2006,1249.5,7407.522,11216.596,1757.943,6918.649,28550.21
2007,1249.5,7314.433,10814.663,1743.203,6802.233,27924.031
2008,1249.5,7221.345,10412.731,1728.464,6685.817,27297.855
2009,1249.5,7128.256,10010.799,1713.724,6569.401,26671.68
2010,1249.5,7035.167,9608.867,1698.985,6452.985,26045.504
2011,1249.5,6971.821,9503.049,1647.407,6318.396,25690.172
2012,1249.5,6908.475,9397.23,1595.829,6183.806,25334.84
2013,1249.5,6845.129,9291.411,1544.251,6049.216,24979.506
2014,1249.5,6781.782,9185.592,1492.674,5914.626,24624.174
2015,1249.5,6718.437,9079.773,1441.096,5780.037,24268.842
2016,1249.5,7273.898,9111.88,1428.78,5540.846,24604.904
2017,1249.5,7829.361,9143.986,1416.464,5301.655,24940.965
2018,1249.5,8384.823,9176.094,1404.148,5062.463,25277.027
2019,1249.5,8940.285,9208.2,1391.832,4823.272,25613.088
2020,1249.5,9495.747,9240.307,1379.516,4584.081,25949.15
