date,dhno3gas,dnh3gas,dnh4total,dno2gas,dno3total,dntotal
1990,1723.448,16451.805,13040.614,4584.764,8510.632,44309.438
1991,1723.448,16160.303,12737.156,4504.513,8263.985,43388.156
1992,1723.448,15868.8,12433.698,4424.263,8017.34,42466.88
1993,1723.448,15577.298,12130.239,4344.012,7770.693,41545.598
1994,1723.448,15285.795,11826.781,4263.762,7524.047,40624.316
1995,1723.448,14994.293,11523.323,4183.511,7277.401,39703.04
1996,1723.448,14702.79,11219.865,4103.261,7030.755,38781.758
1997,1723.448,14411.288,10916.407,4023.01,6784.109,37860.477
1998,1723.448,14119.785,10612.948,3942.76,6537.463,36939.195
1999,1723.448,13828.283,10309.49,3862.509,6290.817,36017.918
2000,1723.448,13536.781,10006.032,3782.258,6044.171,35096.637
2001,1723.448,13623.418,9893.138,3778.829,5886.668,34911.316
2002,1723.448,13710.055,9780.243,3775.399,5729.165,34725.996
2003,1723.448,13796.691,9667.35,3771.969,5571.662,34540.67
2004,1723.448,13883.326,9554.455,3768.54,5414.158,34355.35
2005,1723.448,13969.963,9441.561,3765.11,5256.655,34170.03
2006,1723.448,13901.562,9236.287,3737.189,5311.802,33923.387
2007,1723.448,13833.158,9031.014,3709.268,5366.948,33676.742
2008,1723.448,13764.757,8825.741,3681.346,5422.095,33430.1
2009,1723.448,13696.355,8620.468,3653.425,5477.241,33183.457
2010,1723.448,13627.952,8415.194,3625.504,5532.388,32936.812
2011,1723.448,13570.872,8258.709,3547.56,5386.012,32496.465
2012,1723.448,13513.794,8102.224,3469.616,5239.636,32056.111
2013,1723.448,13456.714,7945.738,3391.672,5093.259,31615.764
2014,1723.448,13399.634,7789.253,3313.728,4946.883,31175.412
2015,1723.448,13342.554,7632.769,3235.784,4800.507,30735.062
2016,1723.448,14079.308,7669.26,3141.522,4618.939,31243.277
2017,1723.448,14816.061,7705.751,3047.26,4437.371,31751.488
2018,1723.448,15552.814,7742.242,2952.997,4255.803,32259.7
2019,1723.448,16289.568,7778.733,2858.734,4074.235,32767.914
2020,1723.448,17026.322,7815.225,2764.472,3892.666,33276.125
