date,dhno3gas,dnh3gas,dnh4total,dno2gas,dno3total,dntotal
1990,6235.184,32248.701,60918.24,12729.062,47864.203,159997.22
1991,6235.184,31844.924,60293.426,12565.154,46835.53,157775.86
1992,6235.184,31441.146,59668.61,12401.247,45806.855,155554.5
1993,6235.184,31037.367,59043.79,12237.34,44778.184,153333.14
1994,6235.184,30633.588,58418.97,12073.432,43749.51,151111.78
1995,6235.184,30229.81,57794.152,11909.523,42720.836,148890.42
1996,6235.184,29826.031,57169.336,11745.616,41692.164,146669.06
1997,6235.184,29422.252,56544.52,11581.709,40663.492,144447.7
1998,6235.184,29018.477,55919.7,11417.801,39634.82,142226.34
1999,6235.184,28614.697,55294.88,11253.893,38606.145,140004.98
2000,6235.184,28210.918,54670.062,11089.985,37577.473,137783.62
2001,6235.184,28196.496,54240.902,11016.807,37133.1,136822.5
2002,6235.184,28182.074,53811.742,10943.628,36688.734,135861.36
2003,6235.184,28167.648,53382.586,10870.45,36244.363,134900.23
2004,6235.184,28153.223,52953.426,10797.271,35799.996,133939.1
2005,6235.184,28138.8,52524.266,10724.093,35355.625,132977.97
2006,6235.184,27912.332,51372.46,10627.723,34673.938,130822.81
2007,6235.184,27685.865,50220.652,10531.354,33992.246,128667.65
2008,6235.184,27459.398,49068.848,10434.983,33310.56,126512.484
2009,6235.184,27232.932,47917.04,10338.614,32628.871,124357.33
2010,6235.184,27006.465,46765.234,10242.244,31947.182,122202.164
2011,6235.184,26578.674,46628.51,10007.265,31470.33,120926.03
2012,6235.184,26150.885,46491.79,9772.285,30993.475,119649.88
2013,6235.184,25723.094,46355.07,9537.307,30516.623,118373.75
2014,6235.184,25295.305,46218.348,9302.327,30039.773,117097.6
2015,6235.184,24867.514,46081.625,9067.348,29562.918,115821.47
2016,6235.184,26749.73,45738.156,8811.108,28088.057,115631.92
2017,6235.184,28631.95,45394.684,8554.869,26613.2,115442.38
2018,6235.184,30514.164,45051.215,8298.629,25138.342,115252.836
2019,6235.184,32396.38,44707.742,8042.39,23663.482,115063.31
2020,6235.184,34278.598,44364.273,7786.15,22188.623,114873.766
