date,dhno3gas,dnh3gas,dnh4total,dno2gas,dno3total,dntotal
1990,2197.241,14484.018,19117.121,5832.992,13017.93,54649.305
1991,2197.241,14289.344,18940.926,5749.438,12801.047,53977.996
1992,2197.241,14094.672,18764.73,5665.884,12584.165,53306.695
1993,2197.241,13899.998,18588.535,5582.331,12367.283,52635.39
1994,2197.241,13705.326,18412.34,5498.776,12150.4,51964.086
1995,2197.241,13510.652,18236.145,5415.223,11933.518,51292.78
1996,2197.241,13315.98,18059.95,5331.669,11716.636,50621.477
1997,2197.241,13121.308,17883.754,5248.115,11499.754,49950.17
1998,2197.241,12926.635,17707.559,5164.561,11282.871,49278.867
1999,2197.241,12731.962,17531.363,5081.007,11065.988,48607.562
2000,2197.241,12537.289,17355.168,4997.453,10849.106,47936.258
2001,2197.241,12749.957,17122.514,4995.426,10586.249,47651.387
2002,2197.241,12962.624,16889.86,4993.399,10323.392,47366.516
2003,2197.241,13175.292,16657.203,4991.373,10060.534,47081.64
2004,2197.241,13387.959,16424.549,4989.346,9797.677,46796.77
2005,2197.241,13600.627,16191.895,4987.319,9534.819,46511.9
2006,2197.241,13543.033,15683.25,4937.371,9446.68,45808.707
2007,2197.241,13485.44,15174.604,4887.422,9358.54,45105.516
2008,2197.241,13427.847,14665.958,4837.474,9270.4,44402.33
2009,2197.241,13370.254,14157.312,4787.525,9182.261,43699.137
2010,2197.241,13312.66,13648.667,4737.576,9094.121,42995.945
2011,2197.241,13218.038,13229.27,4644.136,8745.254,42038.656
2012,2197.241,13123.416,12809.872,4550.697,8396.387,41081.367
2013,2197.241,13028.793,12390.475,4457.257,8047.519,40124.08
2014,2197.241,12934.171,11971.077,4363.817,7698.652,39166.79
2015,2197.241,12839.549,11551.68,4270.377,7349.785,38209.5
2016,2197.241,13609.117,11556.898,4164.515,7050.287,38587.21
2017,2197.241,14378.685,11562.117,4058.651,6750.787,38964.92
2018,2197.241,15148.255,11567.336,3952.788,6451.288,39342.633
2019,2197.241,15917.822,11572.555,3846.926,6151.789,39720.344
2020,2197.241,16687.39,11577.773,3741.062,5852.29,40098.055
