date (yyyy-mm-dd HH:MM:SS),bottom temperature [°C]
04.11.1974 14:00,5.1
15.03.1978 14:10,5.1
06.11.1978 14:05,5.2
26.03.1979 14:10,4.2
04.12.1979 14:00,5.2
17.03.1980 14:00,5.2
11.11.1980 14:15,4.6
10.03.1981 14:40,4.7
10.11.1981 14:40,5.0
15.03.1982 15:45,5.0
24.11.1982 16:40,5.1
07.03.1983 14:13,5.1
22.11.1983 14:10,5.2
07.03.1984 14:10,5.1
21.11.1984 14:05,4.7
19.03.1985 14:05,4.2
26.11.1985 15:50,4.4
05.11.1986 14:15,4.9
09.11.1987 14:15,4.9
01.03.1988 14:10,4.9
14.11.1988 14:15,5.0
07.05.1991 09:00,5.0
26.06.1991 09:00,5.1
22.08.1991 10:46,5.2
10.11.1993 12:00,5.0
15.02.1994 12:00,5.12
15.03.1994 12:00,5.12
11.04.1994 12:00,5.12
10.05.1994 12:00,5.13
21.06.1994 12:00,5.13
05.07.1994 12:00,5.14
02.08.1994 12:00,5.26
31.08.1994 12:00,5.3
27.09.1994 12:00,5.29
25.10.1994 12:00,5.29
22.11.1994 12:00,5.29
20.12.1994 12:00,5.29
02.02.1995 12:00,5.29
21.02.1995 12:00,5.29
31.03.1995 12:00,5.3
25.04.1995 12:00,5.3
22.05.1995 12:00,5.3
20.06.1995 12:00,5.31
25.07.1995 12:00,5.36
14.08.1995 12:00,5.39
22.08.1995 12:00,5.38
19.09.1995 12:00,5.36
03.10.1995 12:00,5.37
17.10.1995 12:00,5.37
14.11.1995 12:00,5.38
19.12.1995 12:00,5.37
22.01.1996 12:00,5.37
26.02.1996 12:00,5.38
26.03.1996 12:00,5.37
30.04.1996 12:00,5.37
03.05.1996 12:00,5.37
23.05.1996 12:00,5.38
19.06.1996 12:00,5.38
16.07.1996 12:00,5.38
13.08.1996 12:00,5.38
12.09.1996 12:00,5.39
08.10.1996 12:00,5.38
11.11.1996 12:00,5.38
09.12.1996 12:00,5.39
22.01.1997 12:00,5.38
24.02.1997 12:00,5.37
19.03.1997 12:00,5.36
16.04.1997 12:00,5.36
14.05.1997 12:00,5.36
11.06.1997 12:00,5.36
09.07.1997 12:00,5.35
06.08.1997 12:00,5.36
10.09.1997 12:00,5.43
07.10.1997 12:00,5.42
12.11.1997 12:00,5.44
10.12.1997 12:00,5.44
22.01.1998 12:00,5.45
24.02.1998 12:00,5.45
25.03.1998 12:00,5.45
21.04.1998 12:00,5.44
19.05.1998 12:00,5.44
16.06.1998 12:00,5.44
14.07.1998 12:00,5.47
11.08.1998 12:00,5.46
22.09.1998 12:00,5.62
13.10.1998 12:00,5.64
10.11.1998 12:00,5.65
14.12.1998 12:00,5.66
19.01.1999 12:00,5.65
03.03.1999 12:00,4.96
23.03.1999 12:00,4.98
20.04.1999 12:00,5.0
21.05.1999 12:00,5.02
15.06.1999 12:00,5.1
