date (yyyy-mm-dd HH:MM:SS),surface oxygen concentration [mg/L]
04.11.1974 14:00,10.4
06.11.1978 14:05,11.0
26.03.1979 14:10,12.1
04.12.1979 14:00,10.8
17.03.1980 14:00,11.3
11.11.1980 14:15,10.5
10.03.1981 14:40,10.8
10.11.1981 14:40,10.5
15.03.1982 15:45,10.7
24.11.1982 16:40,10.4
07.03.1983 14:13,11.1
22.11.1983 14:10,10.7
07.03.1984 14:10,10.9
21.11.1984 14:05,10.5
19.03.1985 14:05,10.7
26.11.1985 15:50,10.5
10.03.1986 15:00,10.9
05.11.1986 14:15,10.6
09.11.1987 14:15,10.6
01.03.1988 14:10,11.0
14.11.1988 14:15,10.5
07.05.1991 09:00,11.8
26.06.1991 09:00,10.3
22.08.1991 10:46,9.9
10.11.1993 12:00,10.2
15.02.1994 12:00,11.8
15.03.1994 12:00,11.2
11.04.1994 12:00,11.2
10.05.1994 12:00,10.7
21.06.1994 12:00,9.7
05.07.1994 12:00,9.3
02.08.1994 12:00,9.8
31.08.1994 12:00,8.9
27.09.1994 12:00,10.1
25.10.1994 12:00,10.4
22.11.1994 12:00,10.9
20.12.1994 12:00,10.3
02.02.1995 12:00,11.0
21.02.1995 12:00,11.3
31.03.1995 12:00,11.2
25.04.1995 12:00,11.3
22.05.1995 12:00,11.2
20.06.1995 12:00,10.4
25.07.1995 12:00,9.8
14.08.1995 12:00,10.0
22.08.1995 12:00,10.0
19.09.1995 12:00,10.2
03.10.1995 12:00,10.6
17.10.1995 12:00,10.4
14.11.1995 12:00,10.6
19.12.1995 12:00,10.9
22.01.1996 12:00,11.2
26.02.1996 12:00,10.4
26.03.1996 12:00,10.4
30.04.1996 12:00,11.4
03.05.1996 12:00,9.0
23.05.1996 12:00,11.1
19.06.1996 12:00,10.4
16.07.1996 12:00,10.1
13.08.1996 12:00,10.8
12.09.1996 12:00,10.6
08.10.1996 12:00,11.1
11.11.1996 12:00,10.3
09.12.1996 12:00,11.3
22.01.1997 12:00,11.3
24.02.1997 12:00,11.0
19.03.1997 12:00,11.6
16.04.1997 12:00,11.8
14.05.1997 12:00,11.9
11.06.1997 12:00,10.7
09.07.1997 12:00,10.4
06.08.1997 12:00,10.1
10.09.1997 12:00,9.8
07.10.1997 12:00,10.6
12.11.1997 12:00,10.8
10.12.1997 12:00,11.1
22.01.1998 12:00,11.4
24.02.1998 12:00,11.4
25.03.1998 12:00,11.8
21.04.1998 12:00,12.4
19.05.1998 12:00,11.4
16.06.1998 12:00,10.1
14.07.1998 12:00,10.0
11.08.1998 12:00,10.4
22.09.1998 12:00,10.4
13.10.1998 12:00,11.0
10.11.1998 12:00,11.2
14.12.1998 12:00,11.2
19.01.1999 12:00,10.5
03.03.1999 12:00,11.0
23.03.1999 12:00,11.4
20.04.1999 12:00,11.6
21.05.1999 12:00,11.4
15.06.1999 12:00,11.2
22.07.1999 12:00,10.2
17.08.1999 12:00,10.2
14.09.1999 12:00,10.4
12.10.1999 12:00,10.9
09.11.1999 12:00,10.9
14.12.1999 12:00,11.4
18.01.2000 12:00,11.3
22.02.2000 12:00,11.7
23.03.2000 12:00,12.0
18.04.2000 12:00,11.9
16.05.2000 12:00,10.8
20.06.2000 12:00,10.4
18.07.2000 12:00,10.8
15.08.2000 12:00,10.2
12.09.2000 12:00,10.4
10.10.2000 12:00,10.7
07.11.2000 12:00,10.8
05.12.2000 12:00,11.0
23.01.2001 12:00,11.4
27.02.2001 12:00,11.4
20.03.2001 12:00,11.6
24.04.2001 12:00,11.6
31.05.2001 12:00,10.4
26.06.2001 12:00,10.6
24.07.2001 12:00,10.4
23.08.2001 12:00,9.9
18.09.2001 12:00,10.6
18.10.2001 12:00,10.6
20.11.2001 12:00,10.7
18.12.2001 12:00,11.2
15.01.2002 12:00,11.0
12.02.2002 12:00,11.2
19.03.2002 12:00,11.6
16.04.2002 12:00,11.7
15.05.2002 12:00,11.6
20.06.2002 12:00,9.6
25.07.2002 12:00,10.2
22.08.2002 12:00,10.1
19.09.2002 12:00,10.3
15.10.2002 12:00,10.6
19.11.2002 12:00,10.7
17.12.2002 12:00,10.9
21.01.2003 12:00,10.9
19.02.2003 12:00,10.6
18.03.2003 12:00,11.2
15.04.2003 12:00,11.4
16.05.2003 12:00,10.9
11.06.2003 12:00,9.4
08.07.2003 12:00,9.6
12.08.2003 12:00,9.7
09.09.2003 12:00,10.0
14.10.2003 12:00,10.3
11.11.2003 12:00,10.7
13.01.2004 12:00,10.4
17.02.2004 12:00,10.7
16.03.2004 12:00,10.9
14.04.2004 12:00,11.3
11.05.2004 12:00,11.0
08.06.2004 12:00,10.8
06.07.2004 12:00,10.2
10.08.2004 12:00,9.8
07.09.2004 12:00,10.0
12.10.2004 12:00,10.3
09.11.2004 12:00,10.4
11.01.2005 12:00,10.6
18.02.2005 12:00,10.8
15.03.2005 12:00,11.0
12.04.2005 12:00,11.2
20.05.2005 12:00,10.7
14.06.2005 12:00,9.7
12.07.2005 12:00,9.8
09.08.2005 12:00,10.3
13.09.2005 12:00,10.1
11.10.2005 12:00,10.5
08.11.2005 12:00,10.8
06.12.2005 12:00,10.9
10.01.2006 12:00,10.8
21.02.2006 12:00,11.1
21.03.2006 12:00,11.4
11.04.2006 12:00,11.6
09.05.2006 12:00,11.1
12.06.2006 12:00,11.0
11.07.2006 12:00,10.2
15.08.2006 12:00,10.0
12.09.2006 12:00,9.9
10.10.2006 12:00,10.1
14.11.2006 12:00,10.5
12.12.2006 12:00,10.6
16.01.2007 12:00,10.9
13.02.2007 12:00,11.1
13.03.2007 12:00,11.4
11.04.2007 12:00,11.0
08.05.2007 12:00,10.4
12.06.2007 12:00,9.9
10.07.2007 12:00,10.4
07.08.2007 12:00,9.5
11.09.2007 12:00,10.2
09.10.2007 12:00,10.2
06.11.2007 12:00,10.6
11.12.2007 12:00,10.9
25.01.2008 12:00,10.9
19.02.2008 12:00,10.8
18.03.2008 12:00,11.1
15.04.2008 12:00,11.4
20.05.2008 12:00,10.6
10.06.2008 12:00,10.1
08.07.2008 12:00,9.7
05.08.2008 12:00,9.4
09.09.2008 12:00,10.0
14.10.2008 12:00,10.4
11.11.2008 12:00,10.2
11.12.2008 12:00,10.4
20.01.2009 12:00,11.0
17.02.2009 12:00,10.6
17.03.2009 12:00,11.0
07.04.2009 12:00,11.0
12.05.2009 12:00,10.4
16.06.2009 12:00,10.0
21.07.2009 12:00,9.9
18.08.2009 12:00,9.0
15.09.2009 12:00,9.9
13.10.2009 12:00,10.0
10.11.2009 12:00,10.1
08.12.2009 12:00,10.2
12.01.2010 12:00,10.4
23.02.2010 12:00,10.5
16.03.2010 12:00,10.5
13.04.2010 12:00,10.8
18.05.2010 12:00,10.2
