date,depth,temp,cond,cond25,oxygen,oxygen_sat,secchi
dd.mm.YYYY HH:MM,m,°C,μS/cm,μS/cm at 25 °C,mg/l,%,m
23.02.1984 12:00,0.0,0.3,166.0,244.0,14.0,109.0,0.7
23.02.1984 12:00,2.5,1.2,167.0,243.0,12.5,100.0,0.7
23.02.1984 12:00,5.0,1.1,167.0,243.0,12.4,99.0,0.7
23.02.1984 12:00,7.5,1.1,166.0,242.0,12.6,100.0,0.7
23.02.1984 12:00,10.0,1.0,166.0,242.0,12.4,99.0,0.7
23.02.1984 12:00,15.0,1.2,169.0,246.0,11.9,95.0,0.7
23.02.1984 12:00,20.0,1.1,174.0,253.0,11.5,92.0,0.7
23.02.1984 12:00,25.0,1.3,178.0,258.0,11.0,88.0,0.7
23.02.1984 12:00,30.0,1.2,179.0,260.0,10.7,85.0,0.7
27.03.1984 12:00,0.0,0.7,169.0,247.0,12.9,101.0,
27.03.1984 12:00,2.5,1.1,169.0,246.0,12.2,97.0,
27.03.1984 12:00,5.0,1.1,168.0,244.0,11.8,94.0,
27.03.1984 12:00,7.5,1.2,169.0,246.0,11.9,95.0,
27.03.1984 12:00,10.0,1.1,172.0,250.0,11.8,93.0,
27.03.1984 12:00,15.0,1.2,175.0,255.0,11.3,90.0,
27.03.1984 12:00,20.0,1.4,181.0,262.0,10.7,86.0,
27.03.1984 12:00,25.0,1.6,185.0,267.0,8.6,69.0,
27.03.1984 12:00,30.0,2.1,200.0,288.0,5.6,46.0,
26.04.1984 12:00,0.0,4.0,182.0,255.0,10.9,94.0,3.9
26.04.1984 12:00,2.5,3.3,180.0,255.0,10.0,85.0,3.9
26.04.1984 12:00,5.0,3.3,180.0,255.0,11.1,94.0,3.9
26.04.1984 12:00,7.5,3.3,180.0,255.0,11.1,93.0,3.9
26.04.1984 12:00,10.0,3.3,180.0,255.0,11.1,93.0,3.9
26.04.1984 12:00,15.0,3.3,180.0,255.0,11.1,93.0,3.9
26.04.1984 12:00,20.0,3.3,180.0,255.0,11.1,93.0,3.9
26.04.1984 12:00,25.0,3.3,180.0,255.0,11.1,93.0,3.9
26.04.1984 12:00,30.0,3.3,180.0,255.0,10.1,85.0,3.9
15.05.1984 12:00,0.0,6.1,188.0,256.0,11.7,107.0,2.7
15.05.1984 12:00,2.5,5.6,187.0,256.0,11.5,103.0,2.7
15.05.1984 12:00,5.0,5.5,187.0,256.0,11.5,103.0,2.7
15.05.1984 12:00,7.5,5.6,187.0,256.0,11.3,101.0,2.7
15.05.1984 12:00,10.0,5.5,187.0,256.0,11.4,102.0,2.7
15.05.1984 12:00,20.0,5.5,187.0,256.0,11.1,100.0,2.7
15.05.1984 12:00,25.0,5.6,187.0,256.0,11.4,102.0,2.7
15.05.1984 12:00,30.0,5.7,186.0,255.0,11.2,101.0,2.7
07.06.1984 12:00,0.0,10.6,195.0,249.0,12.9,131.0,1.4
07.06.1984 12:00,2.5,9.1,196.0,256.0,12.6,123.0,1.4
07.06.1984 12:00,5.0,8.6,193.0,253.0,12.2,118.0,1.4
07.06.1984 12:00,7.5,8.5,192.0,252.0,12.4,119.0,1.4
07.06.1984 12:00,10.0,8.3,192.0,253.0,12.0,115.0,1.4
07.06.1984 12:00,15.0,8.1,192.0,254.0,11.1,106.0,1.4
07.06.1984 12:00,20.0,8.0,192.0,254.0,11.4,108.0,1.4
07.06.1984 12:00,25.0,7.6,191.0,255.0,10.6,100.0,1.4
07.06.1984 12:00,30.0,7.7,191.0,254.0,11.2,106.0,1.4
05.07.1984 12:00,0.0,16.1,172.0,201.0,9.0,103.0,1.0
05.07.1984 12:00,2.5,15.6,170.0,201.0,8.9,101.0,1.0
05.07.1984 12:00,5.0,13.5,175.0,214.0,8.5,92.0,1.0
05.07.1984 12:00,7.5,11.1,179.0,227.0,8.1,83.0,1.0
05.07.1984 12:00,10.0,9.0,193.0,252.0,7.8,76.0,1.0
05.07.1984 12:00,15.0,7.8,193.0,257.0,7.7,73.0,1.0
05.07.1984 12:00,20.0,7.6,195.0,260.0,7.7,73.0,1.0
05.07.1984 12:00,25.0,7.4,194.0,259.0,7.7,72.0,1.0
05.07.1984 12:00,30.0,7.2,194.0,260.0,6.9,64.0,1.0
14.08.1984 12:00,0.0,16.7,175.0,203.0,6.4,74.0,0.9
14.08.1984 12:00,2.5,16.5,176.0,204.0,6.5,75.0,0.9
14.08.1984 12:00,5.0,16.5,188.0,219.0,6.2,72.0,0.9
14.08.1984 12:00,7.5,16.0,189.0,222.0,5.7,65.0,0.9
14.08.1984 12:00,10.0,11.2,206.0,260.0,4.9,50.0,0.9
14.08.1984 12:00,15.0,9.2,206.0,268.0,4.8,47.0,0.9
14.08.1984 12:00,20.0,8.7,205.0,269.0,4.7,46.0,0.9
14.08.1984 12:00,25.0,8.5,205.0,270.0,4.5,43.0,0.9
14.08.1984 12:00,30.0,8.4,205.0,270.0,4.0,38.0,0.9
12.09.1984 12:00,0.0,14.0,178.0,215.0,8.8,96.0,1.9
12.09.1984 12:00,2.5,14.0,178.0,216.0,9.1,100.0,1.9
12.09.1984 12:00,5.0,14.0,179.0,217.0,9.3,102.0,1.9
