date,mean annual bottom density
1984,1000.161
1985,1000.1608
1986,1000.1588
1987,1000.1524
1988,1000.1532
1989,1000.1442
1990,1000.1449
1991,1000.1581
1992,1000.1601
1993,1000.1592
1994,1000.154
1995,1000.1501
1996,1000.1613
1997,1000.1724
1998,1000.1522
1999,1000.1613
2000,1000.1619
2001,1000.1475
2002,1000.153
2003,1000.1673
2004,1000.1639
2005,1000.17
2006,1000.1724
2007,1000.1631
2008,1000.1555
2009,1000.1648
2010,1000.1644
2011,1000.1669
2012,1000.1654
2013,1000.1687
2014,1000.1609
