date,mean annual surface temperature
1954,11.57
1955,11.26
1970,11.68
1975,12.87
1984,11.78
1985,11.51
1986,12.14
1987,11.39
1988,12.54
1989,12.7
1990,12.74
1991,12.53
1992,12.32
1993,12.21
1994,13.02
1995,12.51
1996,11.99
1997,12.25
1998,12.98
1999,13.02
2000,13.94
2001,12.97
2002,13.21
2003,13.76
2004,12.91
2005,12.78
2006,13.47
2007,13.38
2008,12.69
2009,13.1
2010,12.85
2011,14.64
2012,12.98
2013,12.7
2014,13.38
