date,mean late summer Secchi depth
1910,3.03
1950,3.21
1951,3.95
1972,2.7
1974,4.01
1975,1.7
1984,2.14
1985,2.27
1986,2.09
1987,3.35
1988,2.85
1989,3.62
1990,4.3
1992,3.66
1993,1.98
1994,3.5
1995,3.61
1996,2.8
1997,2.47
1998,4.38
1999,2.58
2000,3.96
2001,3.42
2002,3.93
2003,4.35
2004,2.98
2005,2.55
2006,3.44
2007,2.33
2008,1.87
2009,1.48
2010,2.61
2011,2.26
2012,3.43
2013,3.62
2014,2.68
2015,2.05
2016,2.91
2017,2.63
2018,4.02
2020,2.2
2022,2.97
2023,1.98
