date,mean winter bottom temperature
1911,4.11
1951,4.0
1954,4.13
1955,4.58
1969,4.1
1970,4.33
1974,4.38
1975,4.54
1976,4.33
1984,4.24
1985,4.07
1986,4.53
1987,4.44
1988,4.85
1989,5.01
1990,5.08
1991,5.01
1992,4.19
1993,4.7
1994,4.68
1995,5.12
1996,5.12
1997,4.44
1998,5.03
1999,4.77
2000,4.11
2001,5.18
2002,4.75
2003,5.46
2004,4.89
2005,4.9
2006,4.13
2007,4.62
2008,4.68
2009,4.27
2013,4.54
2014,4.61
