date,mean winter epilimnion 5-10 m oxygen concentration
1951,6.32
1955,9.68
1968,10.3
1969,8.85
1970,9.31
1974,9.07
1975,8.3
1976,8.84
1984,8.43
1985,7.5
1986,9.01
1987,9.06
1988,8.24
1989,8.49
1990,7.04
1991,8.27
1992,8.88
1993,9.24
1994,10.3
1995,8.2
1996,7.54
1997,8.22
1998,7.94
1999,8.56
2000,9.95
2001,6.66
2002,8.98
2003,8.99
2004,8.77
2005,8.48
2006,8.97
2007,7.94
2008,8.41
2009,8.73
2013,8.19
2014,8.66
