date,mean winter epilimnion 0-5 m oxygen concentration
1951,6.74
1954,10.3
1955,9.68
1968,9.93
1969,9.12
1970,9.59
1974,9.38
1975,9.15
1976,8.97
1984,8.36
1985,7.66
1986,8.95
1987,9.29
1988,8.22
1989,8.43
1990,7.2
1991,8.64
1992,8.76
1993,9.07
1994,10.32
1995,8.32
1996,7.56
1997,8.23
1998,7.98
1999,8.75
2000,10.17
2001,8.0
2002,9.15
2003,8.96
2004,8.86
2005,8.67
2006,9.55
2007,8.04
2008,8.51
2009,8.87
2013,8.31
2014,8.71
