date,mean winter hypolimnetic density
1976,1000.1355
1984,1000.1559
1985,1000.1543
1986,1000.1513
1987,1000.1405
1988,1000.1344
1989,1000.1373
1990,1000.1411
1991,1000.1428
1992,1000.154
1993,1000.1501
1994,1000.1541
1995,1000.1604
1996,1000.1467
1997,1000.1688
1998,1000.1434
1999,1000.1524
2000,1000.1646
2001,1000.1431
2002,1000.1588
2003,1000.1396
2004,1000.1586
2005,1000.1584
2006,1000.1684
2007,1000.1582
2008,1000.1587
2009,1000.1584
2013,1000.16
2014,1000.1603
