date (yyyy-mm-dd HH:MM:SS),bottom oxygen concentration [mg/L]
27.01.1983 12:00,0.4
17.02.1983 12:00,5.2
17.03.1983 12:00,6.2
14.04.1983 12:00,7.8
17.05.1983 12:00,0.2
14.06.1983 12:00,0.2
12.07.1983 12:00,0.0
09.08.1983 12:00,0.0
27.09.1983 12:00,0.1
18.10.1983 12:00,0.0
15.11.1983 12:00,0.1
13.12.1983 12:00,0.1
17.01.1984 12:00,0.2
14.02.1984 12:00,5.2
27.03.1984 12:00,6.0
18.04.1984 12:00,5.7
15.05.1984 12:00,4.4
13.06.1984 12:00,0.4
10.07.1984 12:00,0.0
07.08.1984 12:00,0.2
11.09.1984 12:00,0.1
16.10.1984 12:00,0.2
13.11.1984 12:00,0.2
11.12.1984 12:00,0.3
22.01.1985 12:00,5.1
21.02.1985 12:00,5.6
14.03.1985 12:00,5.6
28.03.1985 12:00,5.2
11.04.1985 12:00,6.6
25.04.1985 12:00,4.5
09.05.1985 12:00,4.2
23.05.1985 12:00,2.4
05.06.1985 12:00,1.1
20.06.1985 12:00,0.4
04.07.1985 12:00,0.1
18.07.1985 12:00,0.4
31.07.1985 12:00,0.2
14.08.1985 12:00,0.0
29.08.1985 12:00,0.0
12.09.1985 12:00,0.2
26.09.1985 12:00,0.0
10.10.1985 12:00,0.0
24.10.1985 12:00,0.0
07.11.1985 12:00,0.0
21.11.1985 12:00,0.0
12.12.1985 12:00,0.0
16.01.1986 12:00,0.0
20.02.1986 12:00,4.8
27.03.1986 12:00,5.0
25.04.1986 12:00,4.6
22.05.1986 12:00,1.8
19.06.1986 12:00,0.1
17.07.1986 12:00,0.0
14.08.1986 12:00,0.0
11.09.1986 12:00,0.0
09.10.1986 12:00,0.0
06.11.1986 12:00,0.0
15.12.1986 12:00,0.0
29.01.1987 12:00,4.4
26.02.1987 12:00,4.8
26.03.1987 12:00,5.4
23.04.1987 12:00,6.4
21.05.1987 12:00,5.6
30.06.1987 12:00,0.7
23.07.1987 12:00,0.6
01.09.1987 12:00,0.0
23.09.1987 12:00,0.0
22.10.1987 12:00,0.0
19.11.1987 12:00,0.0
17.12.1987 12:00,0.0
28.01.1988 12:00,0.0
25.02.1988 12:00,0.0
25.03.1988 12:00,7.2
21.04.1988 12:00,5.4
26.05.1988 12:00,2.2
23.06.1988 12:00,0.8
21.07.1988 12:00,0.0
25.08.1988 12:00,0.0
22.09.1988 12:00,0.0
20.10.1988 12:00,0.0
18.11.1988 12:00,0.1
15.12.1988 12:00,1.2
19.01.1989 12:00,0.4
16.02.1989 12:00,5.3
15.03.1989 12:00,4.9
13.04.1989 12:00,3.4
11.05.1989 12:00,2.8
08.06.1989 12:00,1.1
13.07.1989 12:00,0.0
10.08.1989 12:00,0.1
13.09.1989 12:00,0.3
12.10.1989 12:00,0.0
09.11.1989 12:00,0.0
14.12.1989 12:00,0.0
18.01.1990 12:00,0.0
22.02.1990 12:00,3.4
22.03.1990 12:00,2.6
19.04.1990 12:00,4.4
17.05.1990 12:00,1.2
21.06.1990 12:00,0.0
19.07.1990 12:00,0.0
30.08.1990 12:00,0.0
20.09.1990 12:00,0.0
25.10.1990 12:00,0.0
15.11.1990 12:00,0.1
14.12.1990 12:00,0.0
24.01.1991 12:00,1.0
26.02.1991 12:00,4.3
28.03.1991 12:00,4.2
29.04.1991 12:00,2.8
16.05.1991 12:00,2.1
13.06.1991 12:00,1.4
18.07.1991 12:00,0.0
22.08.1991 12:00,0.2
24.09.1991 12:00,0.0
24.10.1991 12:00,0.0
20.11.1991 12:00,0.0
19.12.1991 12:00,0.0
02.03.1992 12:00,5.5
26.03.1992 12:00,5.1
29.04.1992 12:00,4.2
26.05.1992 12:00,2.0
23.06.1992 12:00,0.2
23.07.1992 12:00,0.2
19.08.1992 12:00,0.2
23.09.1992 12:00,0.0
21.10.1992 12:00,0.0
20.11.1992 12:00,0.0
16.12.1992 12:00,0.2
27.01.1993 12:00,0.1
17.02.1993 12:00,0.2
17.03.1993 12:00,6.2
15.04.1993 12:00,5.2
17.05.1993 12:00,1.6
08.06.1993 12:00,0.4
15.07.1993 12:00,0.1
12.08.1993 12:00,0.0
23.09.1993 12:00,0.1
26.10.1993 12:00,0.1
23.11.1993 12:00,0.2
16.12.1993 12:00,0.0
20.01.1994 12:00,0.0
15.02.1994 12:00,3.1
24.03.1994 12:00,5.1
21.04.1994 12:00,4.0
19.05.1994 12:00,1.0
23.06.1994 12:00,0.0
20.07.1994 12:00,0.0
25.08.1994 12:00,0.1
22.09.1994 12:00,0.0
20.10.1994 12:00,0.0
24.11.1994 12:00,0.0
22.12.1994 12:00,0.0
19.01.1995 12:00,0.0
16.02.1995 12:00,3.8
22.03.1995 12:00,3.7
20.04.1995 12:00,5.0
30.05.1995 12:00,1.0
22.06.1995 12:00,0.6
20.07.1995 12:00,0.0
24.08.1995 12:00,0.0
21.09.1995 12:00,0.0
19.10.1995 12:00,0.0
23.11.1995 12:00,0.0
21.12.1995 12:00,0.0
25.01.1996 12:00,0.0
22.02.1996 12:00,4.4
27.03.1996 12:00,6.5
25.04.1996 12:00,4.5
23.05.1996 12:00,2.4
20.06.1996 12:00,0.5
22.07.1996 12:00,0.1
27.08.1996 12:00,0.0
24.09.1996 12:00,0.0
23.10.1996 12:00,0.0
26.11.1996 12:00,0.0
17.12.1996 12:00,0.0
28.01.1997 12:00,0.0
25.02.1997 12:00,1.6
25.03.1997 12:00,2.3
21.04.1997 12:00,2.9
20.05.1997 12:00,1.5
18.06.1997 12:00,0.1
22.07.1997 12:00,0.0
27.08.1997 12:00,0.0
23.09.1997 12:00,0.0
21.10.1997 12:00,0.0
17.11.1997 12:00,0.0
16.12.1997 12:00,0.0
27.01.1998 12:00,0.0
23.02.1998 12:00,4.8
23.03.1998 12:00,5.2
21.04.1998 12:00,4.1
19.05.1998 12:00,1.9
16.06.1998 12:00,0.4
23.07.1998 12:00,0.0
24.08.1998 12:00,0.1
22.09.1998 12:00,0.3
27.10.1998 12:00,0.0
18.11.1998 12:00,0.0
15.12.1998 12:00,0.0
26.01.1999 12:00,4.8
24.02.1999 12:00,7.8
23.03.1999 12:00,7.2
27.04.1999 12:00,5.8
26.05.1999 12:00,1.9
23.06.1999 12:00,1.2
29.07.1999 12:00,0.0
24.08.1999 12:00,0.0
29.09.1999 12:00,0.0
19.10.1999 12:00,0.0
16.11.1999 12:00,0.0
14.12.1999 12:00,1.0
26.01.2000 12:00,6.4
22.02.2000 12:00,6.8
21.03.2000 12:00,7.4
19.04.2000 12:00,5.8
23.05.2000 12:00,3.6
20.06.2000 12:00,0.8
25.07.2000 12:00,0.2
22.08.2000 12:00,0.1
26.09.2000 12:00,0.2
24.10.2000 12:00,0.2
21.11.2000 12:00,0.2
19.12.2000 12:00,0.2
23.01.2001 12:00,0.2
20.02.2001 12:00,0.1
20.03.2001 12:00,0.1
17.04.2001 12:00,0.8
15.05.2001 12:00,0.1
20.06.2001 12:00,0.1
24.07.2001 12:00,0.1
06.09.2001 12:00,0.1
26.09.2001 12:00,0.1
23.10.2001 12:00,0.1
20.11.2001 12:00,0.1
18.12.2001 12:00,0.1
22.01.2002 12:00,3.7
19.02.2002 12:00,4.8
20.03.2002 12:00,4.0
16.04.2002 12:00,3.4
21.05.2002 12:00,0.8
25.06.2002 12:00,0.1
23.07.2002 12:00,0.2
20.08.2002 12:00,0.2
