date (yyyy-mm-dd HH:MM:SS),bottom temperature [°C]
27.01.1983 12:00,5.1
17.02.1983 12:00,4.8
17.03.1983 12:00,4.85
14.04.1983 12:00,4.9
17.05.1983 12:00,5.0
14.06.1983 12:00,5.2
12.07.1983 12:00,5.25
09.08.1983 12:00,5.3
27.09.1983 12:00,5.3
18.10.1983 12:00,5.15
15.11.1983 12:00,5.2
13.12.1983 12:00,5.2
17.01.1984 12:00,5.3
14.02.1984 12:00,5.0
27.03.1984 12:00,4.7
18.04.1984 12:00,5.2
15.05.1984 12:00,4.95
13.06.1984 12:00,4.95
10.07.1984 12:00,5.1
07.08.1984 12:00,5.15
11.09.1984 12:00,5.05
16.10.1984 12:00,5.1
13.11.1984 12:00,5.1
11.12.1984 12:00,5.0
22.01.1985 12:00,4.7
21.02.1985 12:00,4.4
14.03.1985 12:00,4.4
28.03.1985 12:00,4.35
11.04.1985 12:00,4.5
25.04.1985 12:00,4.6
09.05.1985 12:00,4.6
23.05.1985 12:00,4.8
05.06.1985 12:00,4.8
20.06.1985 12:00,4.85
04.07.1985 12:00,4.95
18.07.1985 12:00,4.9
31.07.1985 12:00,4.95
14.08.1985 12:00,5.0
29.08.1985 12:00,4.95
12.09.1985 12:00,4.95
26.09.1985 12:00,5.05
10.10.1985 12:00,5.0
24.10.1985 12:00,5.0
07.11.1985 12:00,5.0
21.11.1985 12:00,5.0
12.12.1985 12:00,5.1
16.01.1986 12:00,5.2
20.02.1986 12:00,4.6
27.03.1986 12:00,4.6
25.04.1986 12:00,4.8
22.05.1986 12:00,
19.06.1986 12:00,4.9
17.07.1986 12:00,5.0
14.08.1986 12:00,5.0
11.09.1986 12:00,5.0
09.10.1986 12:00,5.0
06.11.1986 12:00,5.0
15.12.1986 12:00,5.1
29.01.1987 12:00,4.84
26.02.1987 12:00,4.68
26.03.1987 12:00,4.66
23.04.1987 12:00,5.03
21.05.1987 12:00,5.1
30.06.1987 12:00,5.12
23.07.1987 12:00,5.18
01.09.1987 12:00,5.16
23.09.1987 12:00,5.19
22.10.1987 12:00,5.21
19.11.1987 12:00,5.18
17.12.1987 12:00,5.28
