date (yyyy-mm-dd HH:MM:SS),surface temperature [°C]
27.01.1983 12:00,5.1
17.02.1983 12:00,4.8
17.03.1983 12:00,5.9
14.04.1983 12:00,6.8
17.05.1983 12:00,12.5
14.06.1983 12:00,21.5
12.07.1983 12:00,25.7
09.08.1983 12:00,23.0
27.09.1983 12:00,19.0
18.10.1983 12:00,15.8
15.11.1983 12:00,11.1
13.12.1983 12:00,6.3
17.01.1984 12:00,4.9
14.02.1984 12:00,5.2
27.03.1984 12:00,6.6
18.04.1984 12:00,7.3
15.05.1984 12:00,12.5
13.06.1984 12:00,17.4
10.07.1984 12:00,22.9
07.08.1984 12:00,24.2
11.09.1984 12:00,18.7
16.10.1984 12:00,15.1
13.11.1984 12:00,12.2
11.12.1984 12:00,8.7
22.01.1985 12:00,4.5
21.02.1985 12:00,4.3
14.03.1985 12:00,5.2
28.03.1985 12:00,5.1
11.04.1985 12:00,8.0
25.04.1985 12:00,9.6
09.05.1985 12:00,9.8
23.05.1985 12:00,16.2
05.06.1985 12:00,21.2
20.06.1985 12:00,17.7
04.07.1985 12:00,23.6
18.07.1985 12:00,24.1
31.07.1985 12:00,
14.08.1985 12:00,23.8
29.08.1985 12:00,20.4
12.09.1985 12:00,20.5
26.09.1985 12:00,21.0
10.10.1985 12:00,19.3
24.10.1985 12:00,16.1
07.11.1985 12:00,13.1
21.11.1985 12:00,9.8
12.12.1985 12:00,8.1
16.01.1986 12:00,5.8
20.02.1986 12:00,4.7
27.03.1986 12:00,6.0
25.04.1986 12:00,7.8
22.05.1986 12:00,
19.06.1986 12:00,20.9
17.07.1986 12:00,24.4
14.08.1986 12:00,24.3
11.09.1986 12:00,20.5
09.10.1986 12:00,19.4
06.11.1986 12:00,12.3
15.12.1986 12:00,8.2
29.01.1987 12:00,4.83
26.02.1987 12:00,4.56
26.03.1987 12:00,6.06
23.04.1987 12:00,8.95
21.05.1987 12:00,11.27
30.06.1987 12:00,23.45
23.07.1987 12:00,21.77
01.09.1987 12:00,22.28
23.09.1987 12:00,23.17
22.10.1987 12:00,14.82
19.11.1987 12:00,11.22
17.12.1987 12:00,8.02
28.01.1988 12:00,6.1
