date (yyyy-mm-dd HH:MM:SS),heat content [J/m2]
27.01.1983 12:00,1716220718.0
17.02.1983 12:00,1619911466.0
17.03.1983 12:00,1708205086.0
14.04.1983 12:00,1825646621.0
17.05.1983 12:00,2194560085.0
14.06.1983 12:00,2405941421.0
12.07.1983 12:00,2589644129.0
09.08.1983 12:00,2718535791.0
27.09.1983 12:00,2685547092.0
18.10.1983 12:00,2496416651.0
15.11.1983 12:00,2372996306.0
13.12.1983 12:00,1982912571.0
17.01.1984 12:00,1733476902.0
14.02.1984 12:00,1689669457.0
27.03.1984 12:00,1641330537.0
18.04.1984 12:00,2002397267.0
15.05.1984 12:00,2087245155.0
13.06.1984 12:00,2338782899.0
10.07.1984 12:00,2540409414.0
07.08.1984 12:00,2688324620.0
11.09.1984 12:00,2570646003.0
16.10.1984 12:00,2458690458.0
13.11.1984 12:00,2330976597.0
11.12.1984 12:00,2070870442.0
22.01.1985 12:00,1579889673.0
21.02.1985 12:00,1450343253.0
14.03.1985 12:00,1512899918.0
28.03.1985 12:00,1559004042.0
11.04.1985 12:00,1707198143.0
25.04.1985 12:00,1919800021.0
09.05.1985 12:00,2016182377.0
23.05.1985 12:00,2220860120.0
05.06.1985 12:00,2359461267.0
20.06.1985 12:00,2403274747.0
04.07.1985 12:00,2509099704.0
18.07.1985 12:00,3340433096.0
31.07.1985 12:00,
14.08.1985 12:00,2739280908.0
29.08.1985 12:00,2553479695.0
12.09.1985 12:00,2660934723.0
26.09.1985 12:00,2769845056.0
10.10.1985 12:00,2474270606.0
24.10.1985 12:00,2473664604.0
07.11.1985 12:00,2340056298.0
21.11.1985 12:00,2171761381.0
12.12.1985 12:00,2059154607.0
16.01.1986 12:00,1854156720.0
20.02.1986 12:00,1584466435.0
27.03.1986 12:00,1686933456.0
25.04.1986 12:00,1954023238.0
22.05.1986 12:00,
19.06.1986 12:00,2332110480.0
17.07.1986 12:00,2437932232.0
14.08.1986 12:00,2529743805.0
11.09.1986 12:00,2522654441.0
09.10.1986 12:00,2486424170.0
06.11.1986 12:00,2258551310.0
15.12.1986 12:00,2071287963.0
29.01.1987 12:00,1630677806.0
26.02.1987 12:00,1565503862.0
26.03.1987 12:00,1637325430.0
23.04.1987 12:00,1941836934.0
21.05.1987 12:00,2258070744.0
30.06.1987 12:00,2467402661.0
23.07.1987 12:00,2563538074.0
01.09.1987 12:00,2594495526.0
23.09.1987 12:00,2651406616.0
22.10.1987 12:00,2465716164.0
19.11.1987 12:00,2293642845.0
17.12.1987 12:00,2127764115.0
28.01.1988 12:00,1947160217.0
25.02.1988 12:00,1955104849.0
25.03.1988 12:00,2034129884.0
21.04.1988 12:00,2222089336.0
26.05.1988 12:00,2373682679.0
