date,depth,density [kg m-3]
27.01.1983 12:00,0.4,1000.114
27.01.1983 12:00,5.0,1000.114
27.01.1983 12:00,10.0,1000.114
27.01.1983 12:00,15.0,1000.116
27.01.1983 12:00,20.0,1000.116
27.01.1983 12:00,30.0,1000.114
27.01.1983 12:00,50.0,1000.116
27.01.1983 12:00,85.0,1000.12
27.01.1983 12:00,90.0,1000.12
27.01.1983 12:00,93.0,1000.124
17.02.1983 12:00,0.4,1000.12
17.02.1983 12:00,5.0,1000.117
17.02.1983 12:00,10.0,1000.119
17.02.1983 12:00,15.0,1000.117
17.02.1983 12:00,20.0,1000.117
17.02.1983 12:00,30.0,1000.117
17.02.1983 12:00,50.0,1000.118
17.02.1983 12:00,85.0,1000.117
17.02.1983 12:00,90.0,1000.119
17.02.1983 12:00,93.0,1000.119
17.03.1983 12:00,0.4,1000.091
17.03.1983 12:00,5.0,1000.107
17.03.1983 12:00,10.0,1000.112
17.03.1983 12:00,15.0,1000.115
17.03.1983 12:00,20.0,1000.116
17.03.1983 12:00,30.0,1000.12
17.03.1983 12:00,50.0,1000.12
17.03.1983 12:00,85.0,1000.118
17.03.1983 12:00,90.0,1000.119
17.03.1983 12:00,93.0,1000.12
14.04.1983 12:00,0.4,1000.058
14.04.1983 12:00,5.0,1000.069
14.04.1983 12:00,10.0,1000.083
14.04.1983 12:00,15.0,1000.087
14.04.1983 12:00,20.0,1000.092
14.04.1983 12:00,30.0,1000.106
14.04.1983 12:00,50.0,1000.117
14.04.1983 12:00,85.0,1000.117
14.04.1983 12:00,90.0,1000.11
14.04.1983 12:00,93.0,1000.11
17.05.1983 12:00,0.4,999.576
17.05.1983 12:00,5.0,999.634
17.05.1983 12:00,10.0,999.818
17.05.1983 12:00,15.0,1000.016
17.05.1983 12:00,20.0,1000.069
17.05.1983 12:00,30.0,1000.102
17.05.1983 12:00,50.0,1000.115
17.05.1983 12:00,85.0,1000.122
17.05.1983 12:00,90.0,1000.121
14.06.1983 12:00,0.4,997.977
14.06.1983 12:00,5.0,999.505
14.06.1983 12:00,10.0,999.691
14.06.1983 12:00,15.0,999.952
14.06.1983 12:00,20.0,1000.047
14.06.1983 12:00,30.0,1000.097
14.06.1983 12:00,50.0,1000.105
14.06.1983 12:00,85.0,1000.111
14.06.1983 12:00,90.0,1000.109
14.06.1983 12:00,93.0,1000.098
12.07.1983 12:00,0.4,996.954
12.07.1983 12:00,5.0,998.63
12.07.1983 12:00,10.0,999.593
12.07.1983 12:00,15.0,999.967
12.07.1983 12:00,20.0,1000.044
12.07.1983 12:00,30.0,1000.087
12.07.1983 12:00,50.0,1000.105
12.07.1983 12:00,85.0,1000.113
12.07.1983 12:00,90.0,1000.116
12.07.1983 12:00,93.0,1000.114
09.08.1983 12:00,0.4,997.64
09.08.1983 12:00,5.0,998.01
09.08.1983 12:00,10.0,999.583
09.08.1983 12:00,15.0,999.799
09.08.1983 12:00,20.0,999.99
09.08.1983 12:00,30.0,1000.105
09.08.1983 12:00,50.0,1000.104
09.08.1983 12:00,85.0,1000.118
09.08.1983 12:00,90.0,1000.12
09.08.1983 12:00,93.0,1000.123
27.09.1983 12:00,0.4,998.503
27.09.1983 12:00,5.0,998.667
27.09.1983 12:00,10.0,999.323
27.09.1983 12:00,15.0,999.91
27.09.1983 12:00,20.0,999.99
27.09.1983 12:00,30.0,1000.073
27.09.1983 12:00,50.0,1000.102
27.09.1983 12:00,85.0,1000.12
27.09.1983 12:00,90.0,1000.121
27.09.1983 12:00,93.0,1000.123
18.10.1983 12:00,0.4,999.085
18.10.1983 12:00,5.0,999.004
18.10.1983 12:00,10.0,999.516
18.10.1983 12:00,15.0,999.949
18.10.1983 12:00,20.0,1000.025
18.10.1983 12:00,30.0,1000.089
18.10.1983 12:00,50.0,1000.107
18.10.1983 12:00,85.0,1000.112
18.10.1983 12:00,90.0,1000.119
18.10.1983 12:00,93.0,1000.124
15.11.1983 12:00,0.4,999.721
15.11.1983 12:00,5.0,999.657
15.11.1983 12:00,10.0,999.646
15.11.1983 12:00,15.0,999.646
15.11.1983 12:00,20.0,1000.031
15.11.1983 12:00,30.0,1000.095
15.11.1983 12:00,50.0,1000.111
15.11.1983 12:00,85.0,1000.121
15.11.1983 12:00,90.0,1000.124
15.11.1983 12:00,93.0,1000.126
13.12.1983 12:00,0.4,1000.075
13.12.1983 12:00,5.0,1000.07
13.12.1983 12:00,10.0,1000.068
13.12.1983 12:00,15.0,1000.067
13.12.1983 12:00,20.0,1000.066
13.12.1983 12:00,30.0,1000.088
13.12.1983 12:00,50.0,1000.116
13.12.1983 12:00,85.0,1000.124
13.12.1983 12:00,90.0,1000.126
13.12.1983 12:00,93.0,1000.126
17.01.1984 12:00,0.4,1000.113
17.01.1984 12:00,5.0,1000.112
17.01.1984 12:00,10.0,1000.111
17.01.1984 12:00,15.0,1000.111
17.01.1984 12:00,20.0,1000.112
17.01.1984 12:00,30.0,1000.111
17.01.1984 12:00,50.0,1000.111
17.01.1984 12:00,85.0,1000.116
17.01.1984 12:00,90.0,1000.115
17.01.1984 12:00,93.0,1000.114
14.02.1984 12:00,0.4,1000.109
14.02.1984 12:00,5.0,1000.114
14.02.1984 12:00,10.0,1000.114
14.02.1984 12:00,15.0,1000.113
14.02.1984 12:00,20.0,1000.114
14.02.1984 12:00,30.0,1000.113
14.02.1984 12:00,50.0,1000.112
14.02.1984 12:00,85.0,1000.112
14.02.1984 12:00,90.0,1000.112
14.02.1984 12:00,93.0,1000.127
27.03.1984 12:00,0.4,1000.074
27.03.1984 12:00,5.0,1000.11
27.03.1984 12:00,10.0,1000.118
27.03.1984 12:00,15.0,1000.122
27.03.1984 12:00,20.0,1000.126
27.03.1984 12:00,30.0,1000.124
27.03.1984 12:00,50.0,1000.125
27.03.1984 12:00,85.0,1000.126
27.03.1984 12:00,90.0,1000.124
27.03.1984 12:00,93.0,1000.127
18.04.1984 12:00,0.4,1000.04
18.04.1984 12:00,5.0,1000.06
18.04.1984 12:00,10.0,1000.07
18.04.1984 12:00,15.0,1000.079
