date (yyyy-mm-dd HH:MM:SS),hypolimnetic oxygen concentration [mg/L]
27.01.1983 12:00,3.5
17.02.1983 12:00,5.1
17.03.1983 12:00,5.9
14.04.1983 12:00,7.7
17.05.1983 12:00,3.7
14.06.1983 12:00,3.6
12.07.1983 12:00,2.6
09.08.1983 12:00,2.3
27.09.1983 12:00,1.6
18.10.1983 12:00,1.3
15.11.1983 12:00,1.1
13.12.1983 12:00,1.3
17.01.1984 12:00,2.6
14.02.1984 12:00,4.7
27.03.1984 12:00,5.5
18.04.1984 12:00,7.1
15.05.1984 12:00,5.9
13.06.1984 12:00,4.8
10.07.1984 12:00,3.4
07.08.1984 12:00,3.3
11.09.1984 12:00,2.8
16.10.1984 12:00,2.2
13.11.1984 12:00,2.0
11.12.1984 12:00,1.8
22.01.1985 12:00,3.6
21.02.1985 12:00,5.3
14.03.1985 12:00,5.7
28.03.1985 12:00,6.0
11.04.1985 12:00,7.1
25.04.1985 12:00,5.9
09.05.1985 12:00,5.8
23.05.1985 12:00,5.2
05.06.1985 12:00,4.9
20.06.1985 12:00,4.3
04.07.1985 12:00,3.9
18.07.1985 12:00,3.8
31.07.1985 12:00,3.2
14.08.1985 12:00,2.9
29.08.1985 12:00,2.8
12.09.1985 12:00,2.5
26.09.1985 12:00,2.3
10.10.1985 12:00,2.2
24.10.1985 12:00,2.1
07.11.1985 12:00,2.0
21.11.1985 12:00,1.7
12.12.1985 12:00,1.7
16.01.1986 12:00,2.2
20.02.1986 12:00,4.8
27.03.1986 12:00,5.5
25.04.1986 12:00,6.1
22.05.1986 12:00,4.8
19.06.1986 12:00,3.9
17.07.1986 12:00,3.5
14.08.1986 12:00,2.8
11.09.1986 12:00,2.4
09.10.1986 12:00,2.1
06.11.1986 12:00,1.6
15.12.1986 12:00,1.1
29.01.1987 12:00,4.5
26.02.1987 12:00,5.1
26.03.1987 12:00,6.5
23.04.1987 12:00,7.2
21.05.1987 12:00,7.2
30.06.1987 12:00,5.5
23.07.1987 12:00,4.8
01.09.1987 12:00,4.0
23.09.1987 12:00,3.7
22.10.1987 12:00,3.2
19.11.1987 12:00,2.6
17.12.1987 12:00,2.4
28.01.1988 12:00,2.3
25.02.1988 12:00,3.9
25.03.1988 12:00,7.2
21.04.1988 12:00,6.7
26.05.1988 12:00,5.4
23.06.1988 12:00,4.4
21.07.1988 12:00,4.1
25.08.1988 12:00,2.9
22.09.1988 12:00,2.6
20.10.1988 12:00,2.8
18.11.1988 12:00,2.4
15.12.1988 12:00,3.5
19.01.1989 12:00,3.2
16.02.1989 12:00,4.8
15.03.1989 12:00,5.1
13.04.1989 12:00,4.6
11.05.1989 12:00,4.1
08.06.1989 12:00,3.7
13.07.1989 12:00,2.7
10.08.1989 12:00,2.2
13.09.1989 12:00,3.2
12.10.1989 12:00,1.4
09.11.1989 12:00,1.0
14.12.1989 12:00,1.2
18.01.1990 12:00,1.5
22.02.1990 12:00,4.3
22.03.1990 12:00,4.0
19.04.1990 12:00,4.4
17.05.1990 12:00,3.6
21.06.1990 12:00,2.7
19.07.1990 12:00,2.4
30.08.1990 12:00,0.9
20.09.1990 12:00,0.9
25.10.1990 12:00,0.4
15.11.1990 12:00,0.6
14.12.1990 12:00,0.8
24.01.1991 12:00,1.8
26.02.1991 12:00,4.0
28.03.1991 12:00,4.3
29.04.1991 12:00,4.0
16.05.1991 12:00,3.5
13.06.1991 12:00,3.2
18.07.1991 12:00,2.3
22.08.1991 12:00,2.0
24.09.1991 12:00,1.6
24.10.1991 12:00,0.8
20.11.1991 12:00,1.1
19.12.1991 12:00,1.1
02.03.1992 12:00,5.5
26.03.1992 12:00,5.5
29.04.1992 12:00,5.4
26.05.1992 12:00,4.8
23.06.1992 12:00,3.9
23.07.1992 12:00,3.6
19.08.1992 12:00,3.0
23.09.1992 12:00,2.5
21.10.1992 12:00,1.9
20.11.1992 12:00,1.8
16.12.1992 12:00,1.8
27.01.1993 12:00,3.8
17.02.1993 12:00,2.9
17.03.1993 12:00,6.2
15.04.1993 12:00,6.2
17.05.1993 12:00,5.3
08.06.1993 12:00,4.7
15.07.1993 12:00,3.7
12.08.1993 12:00,3.1
23.09.1993 12:00,2.3
26.10.1993 12:00,1.9
23.11.1993 12:00,1.9
16.12.1993 12:00,1.7
20.01.1994 12:00,1.9
15.02.1994 12:00,4.7
24.03.1994 12:00,5.5
21.04.1994 12:00,5.4
19.05.1994 12:00,4.6
23.06.1994 12:00,3.6
20.07.1994 12:00,3.2
25.08.1994 12:00,2.7
22.09.1994 12:00,1.9
20.10.1994 12:00,1.5
24.11.1994 12:00,1.1
22.12.1994 12:00,1.7
19.01.1995 12:00,3.0
16.02.1995 12:00,4.0
22.03.1995 12:00,5.4
20.04.1995 12:00,6.4
30.05.1995 12:00,5.3
22.06.1995 12:00,4.8
20.07.1995 12:00,3.4
24.08.1995 12:00,3.4
21.09.1995 12:00,2.9
19.10.1995 12:00,2.3
23.11.1995 12:00,2.2
21.12.1995 12:00,2.1
25.01.1996 12:00,2.7
22.02.1996 12:00,5.9
27.03.1996 12:00,6.6
25.04.1996 12:00,6.1
23.05.1996 12:00,5.3
20.06.1996 12:00,4.5
22.07.1996 12:00,3.6
27.08.1996 12:00,2.8
24.09.1996 12:00,2.4
23.10.1996 12:00,1.9
26.11.1996 12:00,1.8
17.12.1996 12:00,1.4
28.01.1997 12:00,1.1
25.02.1997 12:00,3.7
25.03.1997 12:00,3.7
21.04.1997 12:00,4.3
20.05.1997 12:00,3.4
18.06.1997 12:00,3.1
22.07.1997 12:00,2.1
27.08.1997 12:00,1.6
23.09.1997 12:00,1.4
21.10.1997 12:00,1.0
17.11.1997 12:00,0.9
16.12.1997 12:00,1.3
27.01.1998 12:00,3.0
23.02.1998 12:00,4.7
23.03.1998 12:00,6.4
21.04.1998 12:00,5.4
19.05.1998 12:00,4.6
16.06.1998 12:00,3.9
23.07.1998 12:00,3.0
24.08.1998 12:00,2.5
22.09.1998 12:00,1.8
27.10.1998 12:00,1.2
18.11.1998 12:00,0.9
15.12.1998 12:00,2.4
26.01.1999 12:00,4.8
24.02.1999 12:00,7.5
23.03.1999 12:00,7.8
27.04.1999 12:00,7.0
26.05.1999 12:00,6.3
23.06.1999 12:00,5.7
29.07.1999 12:00,4.7
24.08.1999 12:00,4.1
29.09.1999 12:00,3.6
19.10.1999 12:00,3.4
16.11.1999 12:00,3.2
14.12.1999 12:00,3.1
26.01.2000 12:00,6.4
22.02.2000 12:00,7.2
21.03.2000 12:00,7.5
19.04.2000 12:00,7.4
23.05.2000 12:00,6.9
20.06.2000 12:00,6.0
25.07.2000 12:00,5.1
22.08.2000 12:00,4.7
26.09.2000 12:00,4.0
24.10.2000 12:00,3.6
21.11.2000 12:00,3.3
19.12.2000 12:00,2.6
23.01.2001 12:00,2.8
20.02.2001 12:00,2.6
20.03.2001 12:00,3.6
17.04.2001 12:00,3.9
15.05.2001 12:00,3.4
20.06.2001 12:00,3.1
24.07.2001 12:00,2.8
06.09.2001 12:00,1.4
26.09.2001 12:00,1.4
23.10.2001 12:00,1.0
20.11.2001 12:00,0.7
18.12.2001 12:00,1.2
22.01.2002 12:00,3.8
19.02.2002 12:00,4.6
20.03.2002 12:00,4.8
16.04.2002 12:00,5.1
21.05.2002 12:00,4.5
25.06.2002 12:00,3.8
23.07.2002 12:00,3.1
20.08.2002 12:00,2.5
24.09.2002 12:00,1.8
22.10.2002 12:00,1.3
19.11.2002 12:00,1.1
17.12.2002 12:00,1.4
28.01.2003 12:00,2.4
17.02.2003 12:00,4.8
25.03.2003 12:00,5.6
22.04.2003 12:00,6.2
20.05.2003 12:00,5.4
17.06.2003 12:00,4.6
28.07.2003 12:00,3.7
26.08.2003 12:00,3.0
24.09.2003 12:00,2.4
20.10.2003 12:00,2.2
18.11.2003 12:00,1.6
16.12.2003 12:00,1.6
27.01.2004 12:00,3.7
24.02.2004 12:00,6.2
23.03.2004 12:00,7.4
20.04.2004 12:00,7.0
18.05.2004 12:00,6.5
15.06.2004 12:00,5.7
27.07.2004 12:00,4.5
24.08.2004 12:00,3.9
21.09.2004 12:00,3.5
19.10.2004 12:00,3.0
16.11.2004 12:00,2.6
14.12.2004 12:00,2.4
31.01.2005 12:00,5.7
28.02.2005 12:00,7.9
29.03.2005 12:00,8.7
26.04.2005 12:00,8.0
24.05.2005 12:00,7.2
20.06.2005 12:00,6.8
26.07.2005 12:00,6.1
23.08.2005 12:00,5.4
19.09.2005 12:00,5.1
17.10.2005 12:00,4.9
21.11.2005 12:00,4.6
12.12.2005 12:00,4.0
24.01.2006 12:00,5.3
20.02.2006 12:00,6.8
20.03.2006 12:00,8.1
24.04.2006 12:00,7.7
22.05.2006 12:00,7.1
19.06.2006 12:00,6.4
24.07.2006 12:00,5.4
21.08.2006 12:00,5.0
18.09.2006 12:00,4.5
23.10.2006 12:00,4.2
20.11.2006 12:00,3.4
18.12.2006 12:00,3.5
22.01.2007 12:00,3.2
26.02.2007 12:00,3.5
26.03.2007 12:00,3.8
23.04.2007 12:00,3.8
21.05.2007 12:00,3.5
18.06.2007 12:00,2.9
23.07.2007 12:00,2.6
20.08.2007 12:00,2.0
17.09.2007 12:00,1.7
15.10.2007 12:00,1.4
19.11.2007 12:00,1.6
18.12.2007 12:00,1.5
21.01.2008 12:00,2.3
18.02.2008 12:00,3.1
17.03.2008 12:00,4.3
14.04.2008 12:00,4.5
19.05.2008 12:00,3.8
16.06.2008 12:00,3.7
21.07.2008 12:00,2.6
18.08.2008 12:00,2.3
15.09.2008 12:00,1.6
20.10.2008 12:00,1.3
17.11.2008 12:00,1.1
15.12.2008 12:00,1.1
26.01.2009 12:00,0.9
23.02.2009 12:00,5.9
23.03.2009 12:00,6.6
20.04.2009 12:00,7.3
18.05.2009 12:00,6.0
15.06.2009 12:00,5.8
27.07.2009 12:00,4.6
17.08.2009 12:00,3.7
21.09.2009 12:00,3.1
19.10.2009 12:00,2.6
17.11.2009 12:00,2.5
14.12.2009 12:00,2.3
25.01.2010 12:00,3.2
22.02.2010 12:00,5.9
22.03.2010 12:00,7.1
19.04.2010 12:00,6.8
17.05.2010 12:00,6.7
21.06.2010 12:00,5.7
26.07.2010 12:00,5.6
23.08.2010 12:00,5.2
20.09.2010 12:00,3.8
18.10.2010 12:00,3.3
22.11.2010 12:00,2.9
20.12.2010 12:00,3.3
31.01.2011 12:00,6.3
28.02.2011 12:00,7.2
28.03.2011 12:00,6.6
26.04.2011 12:00,6.6
23.05.2011 12:00,5.9
20.06.2011 12:00,5.2
25.07.2011 12:00,4.5
22.08.2011 12:00,4.2
19.09.2011 12:00,3.4
17.10.2011 12:00,3.0
21.11.2011 12:00,2.8
19.12.2011 12:00,2.6
23.01.2012 12:00,2.6
27.02.2012 12:00,7.1
26.03.2012 12:00,6.9
23.04.2012 12:00,6.2
21.05.2012 12:00,5.9
18.06.2012 12:00,5.8
23.07.2012 12:00,4.5
20.08.2012 12:00,3.9
17.09.2012 12:00,3.2
22.10.2012 12:00,2.8
18.11.2012 12:00,2.5
17.12.2012 12:00,2.3
21.01.2013 12:00,3.7
18.02.2013 12:00,6.4
25.03.2013 12:00,7.8
22.04.2013 12:00,7.3
21.05.2013 12:00,6.7
17.06.2013 12:00,6.3
22.07.2013 12:00,5.1
19.08.2013 12:00,4.4
16.09.2013 12:00,3.9
21.10.2013 12:00,3.5
15.11.2013 12:00,3.0
16.12.2013 12:00,2.9
27.01.2014 12:00,3.4
25.02.2014 12:00,3.3
25.03.2014 12:00,2.9
22.04.2014 12:00,2.8
19.05.2014 12:00,2.7
16.06.2014 12:00,2.4
21.07.2014 12:00,0.7
25.08.2014 12:00,1.0
22.09.2014 12:00,0.6
20.10.2014 12:00,0.6
17.11.2014 12:00,1.1
