date (yyyy-mm-dd HH:MM:SS),hypolimnetic oxygen content [t]
27.01.1983 12:00,6102.6
17.02.1983 12:00,8832.3
17.03.1983 12:00,10264.6
14.04.1983 12:00,13422.6
17.05.1983 12:00,6487.4
14.06.1983 12:00,6217.6
12.07.1983 12:00,4516.2
09.08.1983 12:00,3933.2
27.09.1983 12:00,2849.4
18.10.1983 12:00,2181.0
15.11.1983 12:00,1839.7
13.12.1983 12:00,2231.4
17.01.1984 12:00,4577.7
14.02.1984 12:00,8091.4
27.03.1984 12:00,9467.9
18.04.1984 12:00,12260.3
15.05.1984 12:00,10150.9
13.06.1984 12:00,8237.5
10.07.1984 12:00,5978.1
07.08.1984 12:00,5692.8
11.09.1984 12:00,4786.8
16.10.1984 12:00,3874.3
13.11.1984 12:00,3477.1
11.12.1984 12:00,3152.7
22.01.1985 12:00,6194.4
21.02.1985 12:00,9253.1
14.03.1985 12:00,9936.1
28.03.1985 12:00,10361.1
11.04.1985 12:00,12255.7
25.04.1985 12:00,10263.1
09.05.1985 12:00,9993.3
23.05.1985 12:00,9034.5
05.06.1985 12:00,8430.2
20.06.1985 12:00,7402.5
04.07.1985 12:00,6708.4
18.07.1985 12:00,6660.1
31.07.1985 12:00,5510.9
14.08.1985 12:00,5092.8
29.08.1985 12:00,4884.0
12.09.1985 12:00,4384.7
26.09.1985 12:00,3919.2
10.10.1985 12:00,3856.5
24.10.1985 12:00,3656.2
07.11.1985 12:00,3547.1
21.11.1985 12:00,2947.5
12.12.1985 12:00,2862.9
16.01.1986 12:00,3752.9
20.02.1986 12:00,8252.6
27.03.1986 12:00,9509.4
25.04.1986 12:00,10553.4
22.05.1986 12:00,8273.6
19.06.1986 12:00,6832.5
17.07.1986 12:00,5991.5
14.08.1986 12:00,4868.1
11.09.1986 12:00,4074.2
09.10.1986 12:00,3709.3
06.11.1986 12:00,2847.1
15.12.1986 12:00,1950.2
29.01.1987 12:00,7858.2
26.02.1987 12:00,8919.2
26.03.1987 12:00,11326.5
23.04.1987 12:00,12559.8
21.05.1987 12:00,12525.6
30.06.1987 12:00,9589.9
23.07.1987 12:00,8369.3
01.09.1987 12:00,6976.7
23.09.1987 12:00,6414.5
22.10.1987 12:00,5481.8
19.11.1987 12:00,4566.3
17.12.1987 12:00,4109.5
28.01.1988 12:00,3982.8
25.02.1988 12:00,6714.2
25.03.1988 12:00,12489.0
21.04.1988 12:00,11675.3
26.05.1988 12:00,9327.5
23.06.1988 12:00,7665.5
21.07.1988 12:00,7052.7
25.08.1988 12:00,5059.2
22.09.1988 12:00,4501.2
20.10.1988 12:00,4809.8
18.11.1988 12:00,4128.1
15.12.1988 12:00,6063.7
19.01.1989 12:00,5462.7
16.02.1989 12:00,8289.6
15.03.1989 12:00,8879.8
13.04.1989 12:00,7924.7
11.05.1989 12:00,7163.2
08.06.1989 12:00,6347.8
13.07.1989 12:00,4722.2
10.08.1989 12:00,3863.4
13.09.1989 12:00,5467.6
12.10.1989 12:00,2348.8
09.11.1989 12:00,1757.0
14.12.1989 12:00,2101.8
18.01.1990 12:00,2519.7
22.02.1990 12:00,7427.2
22.03.1990 12:00,6977.8
19.04.1990 12:00,7544.6
17.05.1990 12:00,6254.2
21.06.1990 12:00,4690.0
19.07.1990 12:00,4129.9
30.08.1990 12:00,1522.7
20.09.1990 12:00,1567.6
25.10.1990 12:00,751.6
15.11.1990 12:00,994.0
14.12.1990 12:00,1306.3
24.01.1991 12:00,3044.6
26.02.1991 12:00,6948.8
28.03.1991 12:00,7468.7
29.04.1991 12:00,6940.3
16.05.1991 12:00,6119.7
13.06.1991 12:00,5554.4
18.07.1991 12:00,4019.5
22.08.1991 12:00,3383.8
24.09.1991 12:00,2722.6
24.10.1991 12:00,1326.7
20.11.1991 12:00,1980.8
19.12.1991 12:00,1901.4
02.03.1992 12:00,9471.5
26.03.1992 12:00,9518.1
29.04.1992 12:00,9430.8
26.05.1992 12:00,8372.1
23.06.1992 12:00,6814.6
23.07.1992 12:00,6294.0
19.08.1992 12:00,5199.4
23.09.1992 12:00,4304.9
21.10.1992 12:00,3208.7
20.11.1992 12:00,3044.0
16.12.1992 12:00,3070.6
27.01.1993 12:00,6581.9
17.02.1993 12:00,4946.5
17.03.1993 12:00,10753.1
15.04.1993 12:00,10727.2
17.05.1993 12:00,9253.5
08.06.1993 12:00,8101.0
15.07.1993 12:00,6339.6
12.08.1993 12:00,5406.5
23.09.1993 12:00,4035.5
26.10.1993 12:00,3336.4
23.11.1993 12:00,3259.1
16.12.1993 12:00,2910.7
20.01.1994 12:00,3317.8
15.02.1994 12:00,8177.4
24.03.1994 12:00,9580.3
21.04.1994 12:00,9288.8
19.05.1994 12:00,8047.6
23.06.1994 12:00,6257.8
20.07.1994 12:00,5570.9
25.08.1994 12:00,4720.3
22.09.1994 12:00,3306.2
20.10.1994 12:00,2547.6
24.11.1994 12:00,1928.0
22.12.1994 12:00,2928.0
19.01.1995 12:00,5257.5
16.02.1995 12:00,6892.5
22.03.1995 12:00,9344.9
20.04.1995 12:00,11066.7
30.05.1995 12:00,9222.9
22.06.1995 12:00,8306.1
20.07.1995 12:00,5910.6
24.08.1995 12:00,5913.7
21.09.1995 12:00,4958.4
19.10.1995 12:00,3932.1
23.11.1995 12:00,3803.3
21.12.1995 12:00,3637.2
25.01.1996 12:00,4674.0
22.02.1996 12:00,10245.3
27.03.1996 12:00,11367.5
25.04.1996 12:00,10613.2
23.05.1996 12:00,9181.3
20.06.1996 12:00,7877.5
22.07.1996 12:00,6291.0
27.08.1996 12:00,4893.9
24.09.1996 12:00,4197.0
23.10.1996 12:00,3297.8
26.11.1996 12:00,3199.0
17.12.1996 12:00,2422.1
28.01.1997 12:00,1932.1
25.02.1997 12:00,6396.2
25.03.1997 12:00,6492.9
21.04.1997 12:00,7519.5
20.05.1997 12:00,5913.9
18.06.1997 12:00,5348.8
22.07.1997 12:00,3686.6
27.08.1997 12:00,2825.0
23.09.1997 12:00,2473.0
21.10.1997 12:00,1789.0
17.11.1997 12:00,1500.8
16.12.1997 12:00,2317.7
27.01.1998 12:00,5197.1
23.02.1998 12:00,8171.0
23.03.1998 12:00,11126.3
21.04.1998 12:00,9280.1
19.05.1998 12:00,8028.1
16.06.1998 12:00,6698.5
23.07.1998 12:00,5261.9
24.08.1998 12:00,4393.8
22.09.1998 12:00,3101.8
27.10.1998 12:00,2159.3
18.11.1998 12:00,1605.6
15.12.1998 12:00,4122.5
26.01.1999 12:00,8272.2
24.02.1999 12:00,13047.9
23.03.1999 12:00,13599.2
27.04.1999 12:00,12126.2
26.05.1999 12:00,10992.6
23.06.1999 12:00,9844.3
29.07.1999 12:00,8113.2
24.08.1999 12:00,7066.2
29.09.1999 12:00,6311.1
