date (yyyy-mm-dd HH:MM:SS),thermocline depth [m]
27.01.1983 12:00,
17.02.1983 12:00,
17.03.1983 12:00,6.2
14.04.1983 12:00,6.6
17.05.1983 12:00,10.4
14.06.1983 12:00,3.0
12.07.1983 12:00,4.7
09.08.1983 12:00,7.2
27.09.1983 12:00,9.8
18.10.1983 12:00,10.0
15.11.1983 12:00,17.2
13.12.1983 12:00,33.3
17.01.1984 12:00,
14.02.1984 12:00,
27.03.1984 12:00,3.3
18.04.1984 12:00,4.1
15.05.1984 12:00,9.1
13.06.1984 12:00,8.1
10.07.1984 12:00,6.6
07.08.1984 12:00,7.8
11.09.1984 12:00,10.8
16.10.1984 12:00,13.0
13.11.1984 12:00,16.1
11.12.1984 12:00,18.7
22.01.1985 12:00,
21.02.1985 12:00,
14.03.1985 12:00,
28.03.1985 12:00,
11.04.1985 12:00,4.7
25.04.1985 12:00,7.7
09.05.1985 12:00,11.1
23.05.1985 12:00,3.3
05.06.1985 12:00,3.9
20.06.1985 12:00,7.4
04.07.1985 12:00,7.0
18.07.1985 12:00,5.5
31.07.1985 12:00,
14.08.1985 12:00,7.0
29.08.1985 12:00,7.6
12.09.1985 12:00,8.4
26.09.1985 12:00,10.5
10.10.1985 12:00,8.9
24.10.1985 12:00,12.2
07.11.1985 12:00,13.9
21.11.1985 12:00,17.2
12.12.1985 12:00,20.7
16.01.1986 12:00,
20.02.1986 12:00,
27.03.1986 12:00,4.5
25.04.1986 12:00,3.8
22.05.1986 12:00,
19.06.1986 12:00,5.2
17.07.1986 12:00,6.6
14.08.1986 12:00,7.4
11.09.1986 12:00,9.1
09.10.1986 12:00,9.2
06.11.1986 12:00,15.0
15.12.1986 12:00,24.0
29.01.1987 12:00,
26.02.1987 12:00,
26.03.1987 12:00,3.0
23.04.1987 12:00,6.4
21.05.1987 12:00,15.3
30.06.1987 12:00,3.3
23.07.1987 12:00,6.4
01.09.1987 12:00,7.1
23.09.1987 12:00,7.4
22.10.1987 12:00,12.8
19.11.1987 12:00,17.2
17.12.1987 12:00,24.5
28.01.1988 12:00,
25.02.1988 12:00,
25.03.1988 12:00,9.3
21.04.1988 12:00,6.9
26.05.1988 12:00,4.2
23.06.1988 12:00,4.2
21.07.1988 12:00,6.1
25.08.1988 12:00,7.1
22.09.1988 12:00,7.6
20.10.1988 12:00,11.5
18.11.1988 12:00,17.2
15.12.1988 12:00,
19.01.1989 12:00,
16.02.1989 12:00,
15.03.1989 12:00,
13.04.1989 12:00,7.8
11.05.1989 12:00,6.4
08.06.1989 12:00,7.0
13.07.1989 12:00,7.0
10.08.1989 12:00,
13.09.1989 12:00,11.4
12.10.1989 12:00,12.2
09.11.1989 12:00,15.1
14.12.1989 12:00,25.0
18.01.1990 12:00,
22.02.1990 12:00,
22.03.1990 12:00,3.3
19.04.1990 12:00,15.6
17.05.1990 12:00,3.0
21.06.1990 12:00,6.1
19.07.1990 12:00,6.6
30.08.1990 12:00,7.6
20.09.1990 12:00,9.1
25.10.1990 12:00,12.2
15.11.1990 12:00,12.9
14.12.1990 12:00,24.8
24.01.1991 12:00,
26.02.1991 12:00,
28.03.1991 12:00,7.8
29.04.1991 12:00,4.1
16.05.1991 12:00,14.1
13.06.1991 12:00,6.1
18.07.1991 12:00,6.0
22.08.1991 12:00,7.0
24.09.1991 12:00,8.9
24.10.1991 12:00,16.3
20.11.1991 12:00,23.4
19.12.1991 12:00,25.0
02.03.1992 12:00,
26.03.1992 12:00,8.4
29.04.1992 12:00,3.9
26.05.1992 12:00,6.1
23.06.1992 12:00,6.7
23.07.1992 12:00,4.8
19.08.1992 12:00,4.8
23.09.1992 12:00,9.0
21.10.1992 12:00,12.2
20.11.1992 12:00,17.2
16.12.1992 12:00,25.0
27.01.1993 12:00,
17.02.1993 12:00,
17.03.1993 12:00,4.6
15.04.1993 12:00,9.2
17.05.1993 12:00,
08.06.1993 12:00,5.7
15.07.1993 12:00,7.5
12.08.1993 12:00,7.9
23.09.1993 12:00,11.6
26.10.1993 12:00,16.2
23.11.1993 12:00,17.9
16.12.1993 12:00,24.2
20.01.1994 12:00,
15.02.1994 12:00,
24.03.1994 12:00,4.6
21.04.1994 12:00,16.7
19.05.1994 12:00,7.7
23.06.1994 12:00,6.6
20.07.1994 12:00,6.7
25.08.1994 12:00,7.2
22.09.1994 12:00,11.2
20.10.1994 12:00,12.2
24.11.1994 12:00,17.0
22.12.1994 12:00,24.0
19.01.1995 12:00,
16.02.1995 12:00,
22.03.1995 12:00,
20.04.1995 12:00,17.5
30.05.1995 12:00,4.2
22.06.1995 12:00,3.8
20.07.1995 12:00,6.0
24.08.1995 12:00,7.0
21.09.1995 12:00,12.1
19.10.1995 12:00,12.2
23.11.1995 12:00,23.7
21.12.1995 12:00,25.0
25.01.1996 12:00,
22.02.1996 12:00,
27.03.1996 12:00,17.8
25.04.1996 12:00,4.1
23.05.1996 12:00,5.9
20.06.1996 12:00,3.9
22.07.1996 12:00,8.2
27.08.1996 12:00,8.0
24.09.1996 12:00,11.7
23.10.1996 12:00,12.6
26.11.1996 12:00,24.0
17.12.1996 12:00,25.0
28.01.1997 12:00,
25.02.1997 12:00,
25.03.1997 12:00,3.8
21.04.1997 12:00,11.7
20.05.1997 12:00,4.1
18.06.1997 12:00,6.6
22.07.1997 12:00,8.1
27.08.1997 12:00,6.6
23.09.1997 12:00,7.6
21.10.1997 12:00,12.6
17.11.1997 12:00,17.6
16.12.1997 12:00,25.4
27.01.1998 12:00,
23.02.1998 12:00,
23.03.1998 12:00,
21.04.1998 12:00,4.1
19.05.1998 12:00,6.6
16.06.1998 12:00,7.7
23.07.1998 12:00,6.1
24.08.1998 12:00,6.6
22.09.1998 12:00,9.0
27.10.1998 12:00,12.2
18.11.1998 12:00,17.2
15.12.1998 12:00,
26.01.1999 12:00,
24.02.1999 12:00,3.0
23.03.1999 12:00,3.0
27.04.1999 12:00,6.9
26.05.1999 12:00,5.9
23.06.1999 12:00,9.6
29.07.1999 12:00,7.4
24.08.1999 12:00,7.6
29.09.1999 12:00,10.4
19.10.1999 12:00,12.1
16.11.1999 12:00,17.2
14.12.1999 12:00,25.0
26.01.2000 12:00,
22.02.2000 12:00,
21.03.2000 12:00,3.8
19.04.2000 12:00,6.6
23.05.2000 12:00,6.6
20.06.2000 12:00,7.1
25.07.2000 12:00,7.0
22.08.2000 12:00,6.2
26.09.2000 12:00,7.7
24.10.2000 12:00,12.0
21.11.2000 12:00,15.4
19.12.2000 12:00,17.2
23.01.2001 12:00,
20.02.2001 12:00,
20.03.2001 12:00,3.0
17.04.2001 12:00,18.5
15.05.2001 12:00,4.8
20.06.2001 12:00,7.3
24.07.2001 12:00,6.4
06.09.2001 12:00,7.6
26.09.2001 12:00,12.0
23.10.2001 12:00,12.0
20.11.2001 12:00,14.5
18.12.2001 12:00,25.0
22.01.2002 12:00,
19.02.2002 12:00,
20.03.2002 12:00,2.5
16.04.2002 12:00,6.7
21.05.2002 12:00,5.9
25.06.2002 12:00,6.1
23.07.2002 12:00,6.6
20.08.2002 12:00,6.7
24.09.2002 12:00,10.4
22.10.2002 12:00,12.1
19.11.2002 12:00,19.6
17.12.2002 12:00,24.5
28.01.2003 12:00,
17.02.2003 12:00,
25.03.2003 12:00,7.9
22.04.2003 12:00,6.5
20.05.2003 12:00,6.5
17.06.2003 12:00,6.5
28.07.2003 12:00,6.6
26.08.2003 12:00,7.2
24.09.2003 12:00,8.7
20.10.2003 12:00,11.7
18.11.2003 12:00,12.2
16.12.2003 12:00,17.2
27.01.2004 12:00,
24.02.2004 12:00,
23.03.2004 12:00,7.0
20.04.2004 12:00,6.5
18.05.2004 12:00,8.2
15.06.2004 12:00,7.6
27.07.2004 12:00,7.6
24.08.2004 12:00,7.2
21.09.2004 12:00,8.7
19.10.2004 12:00,12.2
16.11.2004 12:00,17.1
14.12.2004 12:00,24.5
31.01.2005 12:00,
28.02.2005 12:00,
29.03.2005 12:00,3.4
26.04.2005 12:00,7.0
24.05.2005 12:00,7.8
20.06.2005 12:00,8.4
26.07.2005 12:00,8.0
23.08.2005 12:00,11.6
19.09.2005 12:00,11.5
17.10.2005 12:00,12.2
21.11.2005 12:00,12.6
12.12.2005 12:00,17.2
24.01.2006 12:00,
20.02.2006 12:00,
20.03.2006 12:00,
24.04.2006 12:00,5.5
22.05.2006 12:00,6.2
19.06.2006 12:00,6.5
24.07.2006 12:00,7.0
21.08.2006 12:00,8.0
18.09.2006 12:00,11.3
23.10.2006 12:00,12.2
20.11.2006 12:00,16.5
18.12.2006 12:00,19.1
22.01.2007 12:00,24.2
26.02.2007 12:00,3.8
26.03.2007 12:00,3.8
23.04.2007 12:00,4.3
21.05.2007 12:00,6.8
18.06.2007 12:00,6.6
23.07.2007 12:00,8.1
20.08.2007 12:00,8.9
17.09.2007 12:00,11.8
15.10.2007 12:00,12.2
19.11.2007 12:00,20.5
18.12.2007 12:00,25.0
21.01.2008 12:00,
18.02.2008 12:00,
17.03.2008 12:00,3.0
14.04.2008 12:00,13.0
19.05.2008 12:00,6.5
16.06.2008 12:00,7.6
21.07.2008 12:00,7.1
18.08.2008 12:00,7.4
15.09.2008 12:00,8.8
20.10.2008 12:00,12.2
17.11.2008 12:00,16.7
15.12.2008 12:00,24.5
26.01.2009 12:00,
23.02.2009 12:00,
23.03.2009 12:00,10.4
20.04.2009 12:00,3.9
18.05.2009 12:00,4.1
15.06.2009 12:00,8.2
27.07.2009 12:00,9.6
17.08.2009 12:00,8.7
21.09.2009 12:00,11.5
19.10.2009 12:00,13.3
17.11.2009 12:00,17.2
14.12.2009 12:00,20.1
25.01.2010 12:00,
22.02.2010 12:00,
22.03.2010 12:00,4.1
19.04.2010 12:00,4.5
17.05.2010 12:00,13.3
21.06.2010 12:00,7.6
26.07.2010 12:00,7.6
23.08.2010 12:00,7.4
20.09.2010 12:00,11.7
18.10.2010 12:00,12.2
22.11.2010 12:00,17.9
20.12.2010 12:00,
31.01.2011 12:00,
28.02.2011 12:00,
