date (yyyy-mm-dd HH:MM:SS),surface oxygen concentration [mg/L]
16.09.1921 12:00,12.3
11.05.1934 12:00,13.0
02.08.1934 12:00,10.5
20.10.1937 12:00,10.2
25.03.1938 12:00,14.3
27.05.1938 12:00,11.0
17.06.1938 12:00,10.6
16.08.1938 12:00,10.1
20.09.1938 12:00,8.4
20.10.1938 12:00,10.3
16.11.1938 12:00,9.2
11.12.1938 12:00,7.6
27.01.1939 12:00,9.5
09.03.1939 12:00,9.1
29.10.1940 12:00,8.2
06.11.1941 12:00,7.8
29.09.1942 12:00,9.5
14.10.1943 12:00,10.1
01.10.1945 12:00,10.8
17.10.1946 12:00,8.3
04.09.1947 12:00,9.1
26.10.1948 12:00,9.4
06.07.1949 12:00,9.3
19.10.1949 12:00,12.3
12.10.1950 12:00,11.3
27.04.1951 12:00,14.1
12.10.1951 12:00,8.7
30.06.1952 12:00,11.3
12.09.1952 12:00,10.0
29.10.1952 12:00,10.0
19.10.1954 12:00,13.0
17.10.1957 12:00,10.9
21.01.1958 12:00,6.0
28.03.1958 12:00,7.7
22.04.1958 12:00,12.6
30.04.1958 12:00,12.7
28.05.1958 12:00,13.3
25.06.1958 12:00,13.6
16.07.1958 12:00,12.9
16.08.1958 12:00,12.7
22.09.1958 12:00,10.1
22.10.1958 12:00,8.3
21.12.1958 12:00,8.4
21.01.1959 12:00,8.0
19.03.1959 12:00,11.8
14.04.1959 12:00,16.2
05.05.1959 12:00,12.3
03.06.1959 12:00,14.2
07.07.1959 12:00,12.6
11.08.1959 12:00,11.4
15.09.1959 12:00,12.7
15.10.1959 12:00,8.4
17.11.1959 12:00,8.5
22.12.1959 12:00,7.1
23.02.1960 12:00,9.4
29.09.1965 12:00,9.7
15.02.1966 12:00,3.6
19.04.1966 12:00,16.0
04.07.1966 12:00,14.1
25.08.1966 12:00,12.9
30.03.1967 12:00,7.3
30.10.1967 12:00,10.0
30.09.1969 12:00,23.8
31.03.1970 12:00,10.0
29.09.1970 12:00,14.1
13.04.1971 12:00,18.1
14.09.1971 12:00,15.6
23.03.1972 12:00,17.2
12.10.1972 12:00,14.3
