date (yyyy-mm-dd HH:MM:SS),surface temperature [°C]
11.05.1934 12:00,16.9
02.08.1934 12:00,22.5
20.10.1937 12:00,12.6
25.03.1938 12:00,8.8
27.05.1938 12:00,16.0
17.06.1938 12:00,16.8
16.08.1938 12:00,21.4
20.09.1938 12:00,18.2
20.10.1938 12:00,15.2
16.11.1938 12:00,10.0
11.12.1938 12:00,4.8
27.01.1939 12:00,3.1
09.03.1939 12:00,4.0
06.11.1941 12:00,8.2
29.09.1942 12:00,17.2
14.10.1943 12:00,15.2
01.10.1945 12:00,17.8
17.10.1946 12:00,13.0
04.09.1947 12:00,21.4
26.10.1948 12:00,13.8
06.07.1949 12:00,22.4
19.10.1949 12:00,16.8
12.10.1950 12:00,16.0
12.10.1951 12:00,13.8
30.06.1952 12:00,23.4
12.09.1952 12:00,17.6
29.10.1952 12:00,11.2
19.10.1954 12:00,14.2
17.10.1957 12:00,14.0
21.01.1958 12:00,2.7
28.03.1958 12:00,4.1
22.04.1958 12:00,10.4
30.04.1958 12:00,8.6
28.05.1958 12:00,15.5
25.06.1958 12:00,18.9
16.07.1958 12:00,23.2
16.08.1958 12:00,22.5
22.09.1958 12:00,18.7
22.10.1958 12:00,11.3
22.11.1958 12:00,8.0
21.12.1958 12:00,5.0
21.01.1959 12:00,3.3
19.03.1959 12:00,5.0
14.04.1959 12:00,13.9
05.05.1959 12:00,13.9
03.06.1959 12:00,18.0
07.07.1959 12:00,21.9
11.08.1959 12:00,20.9
15.09.1959 12:00,19.1
15.10.1959 12:00,13.8
17.11.1959 12:00,7.2
22.12.1959 12:00,4.4
23.02.1960 12:00,2.8
29.09.1965 12:00,15.2
15.02.1966 12:00,3.9
19.04.1966 12:00,11.4
04.07.1966 12:00,21.4
25.08.1966 12:00,18.1
30.03.1967 12:00,5.6
30.10.1967 12:00,13.8
30.09.1969 12:00,17.8
31.03.1970 12:00,5.0
29.09.1970 12:00,17.4
13.04.1971 12:00,11.4
14.09.1971 12:00,18.9
23.03.1972 12:00,9.6
12.10.1972 12:00,13.4
04.04.1973 12:00,7.2
30.10.1973 12:00,10.2
11.03.1974 12:00,3.7
04.04.1974 12:00,13.3
08.04.1974 12:00,12.0
06.05.1974 12:00,10.1
04.06.1974 12:00,19.7
01.07.1974 12:00,19.7
29.07.1974 12:00,23.6
26.08.1974 12:00,22.0
23.09.1974 12:00,17.6
22.10.1974 12:00,9.8
04.11.1974 12:00,8.0
02.12.1974 12:00,6.3
08.01.1975 12:00,4.8
06.02.1975 12:00,5.2
15.04.1975 12:00,7.4
07.10.1975 12:00,17.0
13.04.1976 12:00,9.4
19.07.1976 12:00,25.3
16.08.1976 12:00,21.5
13.09.1976 12:00,17.1
11.10.1976 12:00,16.4
08.11.1976 12:00,10.7
06.12.1976 12:00,6.3
03.01.1977 12:00,3.0
31.01.1977 12:00,2.9
07.03.1977 12:00,7.6
02.05.1977 12:00,10.9
04.07.1977 12:00,24.3
24.10.1977 12:00,13.1
19.10.1981 12:00,13.9
07.12.1981 12:00,5.6
11.01.1982 12:00,3.5
08.02.1982 12:00,3.3
08.03.1982 12:00,3.5
05.04.1982 12:00,6.0
03.05.1982 12:00,10.0
01.06.1982 12:00,21.7
28.06.1982 12:00,19.9
26.07.1982 12:00,21.0
23.08.1982 12:00,21.4
20.09.1982 12:00,21.4
18.10.1982 12:00,13.4
15.11.1982 12:00,9.8
13.12.1982 12:00,6.0
17.01.1983 12:00,4.7
21.02.1983 12:00,3.0
21.03.1983 12:00,5.4
18.04.1983 12:00,8.5
24.05.1983 12:00,12.0
20.06.1983 12:00,17.2
11.07.1983 12:00,25.5
29.08.1983 12:00,23.1
26.09.1983 12:00,18.0
24.10.1983 12:00,12.6
21.11.1983 12:00,6.9
12.12.1983 12:00,5.2
23.01.1984 12:00,4.5
06.02.1984 12:00,4.2
20.02.1984 12:00,3.15
05.03.1984 12:00,3.4
19.03.1984 12:00,3.85
02.04.1984 12:00,4.5
16.04.1984 12:00,7.85
30.04.1984 12:00,11.25
14.05.1984 12:00,9.6
28.05.1984 12:00,12.5
12.06.1984 12:00,9.65
25.06.1984 12:00,18.7
09.07.1984 12:00,22.6
23.07.1984 12:00,23.4
06.08.1984 12:00,22.2
20.08.1984 12:00,21.3
03.09.1984 12:00,22.55
17.09.1984 12:00,17.1
01.10.1984 12:00,15.6
15.10.1984 12:00,13.7
29.10.1984 12:00,12.0
13.11.1984 12:00,8.9
26.11.1984 12:00,7.85
10.12.1984 12:00,6.7
16.01.1985 12:00,4.1
28.01.1985 12:00,3.3
11.02.1985 12:00,3.5
11.03.1985 12:00,3.3
25.03.1985 12:00,3.55
09.04.1985 12:00,5.25
22.04.1985 12:00,9.6
06.05.1985 12:00,11.7
20.05.1985 12:00,16.2
03.06.1985 12:00,18.7
17.06.1985 12:00,17.95
02.07.1985 12:00,21.35
15.07.1985 12:00,25.05
29.07.1985 12:00,25.1
12.08.1985 12:00,21.8
26.08.1985 12:00,21.5
09.09.1985 12:00,20.2
23.09.1985 12:00,19.5
07.10.1985 12:00,19.1
21.10.1985 12:00,14.4
04.11.1985 12:00,10.5
18.11.1985 12:00,7.4
02.12.1985 12:00,5.2
16.12.1985 12:00,5.2
13.01.1986 12:00,4.4
10.02.1986 12:00,1.9
17.03.1986 12:00,3.2
07.04.1986 12:00,4.3
05.05.1986 12:00,11.15
02.06.1986 12:00,15.2
30.06.1986 12:00,23.6
28.07.1986 12:00,22.85
25.08.1986 12:00,20.5
22.09.1986 12:00,17.15
