date,mean winter epilimnion 0-5 m oxygen concentration
1958,6.13
1959,8.33
1975,4.09
1982,5.06
1983,5.08
1984,8.46
1985,8.18
1986,7.31
1987,8.04
1988,7.57
1989,6.49
1990,7.11
1991,6.94
1992,6.92
1993,6.57
1994,9.96
1995,7.92
1996,6.97
1997,7.68
1998,7.56
1999,6.93
2000,8.14
2001,7.22
2002,7.91
2003,7.75
2004,9.56
2005,7.91
2006,7.79
2007,5.85
2008,7.92
2009,8.91
2014,7.05
