date,mean early autumn thermocline depth
1938,6.75
1959,5.0
1974,8.36
1976,8.68
1982,5.6
1983,7.27
1984,7.82
1985,6.18
1986,6.69
1987,4.83
1988,8.2
1989,8.62
1990,5.63
1991,6.89
1992,6.08
1993,7.91
1994,7.99
1995,8.21
1996,5.63
1997,7.6
1998,8.38
1999,6.31
2000,7.1
2001,7.8
2002,7.62
2003,7.96
2004,6.23
2005,8.69
2006,7.56
2007,7.93
2008,8.51
2009,7.66
2010,8.01
2011,6.75
2012,8.35
2013,7.67
2014,8.98
2015,7.3
2016,6.18
2017,8.59
2018,8.88
2019,9.34
2020,9.38
2021,7.94
2022,9.23
2023,8.56
