date,mean winter epilimnion 0-10 m oxygen concentration
1958,6.05
1959,7.91
1975,4.02
1982,5.01
1983,5.02
1984,8.48
1985,8.12
1986,7.15
1987,7.99
1988,7.54
1989,6.43
1990,7.02
1991,6.85
1992,6.84
1993,6.52
1994,9.99
1995,7.86
1996,6.91
1997,7.65
1998,7.53
1999,6.88
2000,8.08
2001,7.1
2002,7.87
2003,7.47
2004,9.22
2005,7.81
2006,7.81
2007,5.93
2008,7.79
2009,8.85
2014,7.03
