date,mean summer bottom temperature
1966,4.62
1974,4.78
1976,3.84
1982,4.4
1983,5.41
1984,4.86
1985,5.03
1986,4.91
1987,4.58
1988,5.1
1989,5.27
1990,5.37
1991,4.74
1992,5.08
1993,5.0
1994,5.68
1995,5.69
1996,4.74
1997,5.7
1998,5.54
1999,5.1
2000,5.58
2001,6.29
2002,6.36
2003,5.69
2004,5.69
2005,5.58
2006,5.51
2007,6.04
2008,5.77
2009,5.01
2010,5.11
2011,5.16
2012,5.69
2013,4.94
2014,5.74
2015,5.86
2016,6.48
2017,6.22
2018,5.71
2019,6.21
2020,6.66
2021,5.76
2022,5.97
2023,6.07
