date,mean summer bottom oxygen concentration
1966,0.63
1974,0.0
1976,0.26
1982,0.22
1983,4.8
1984,6.47
1985,5.77
1986,5.79
1987,6.66
1988,3.82
1989,5.04
1990,3.63
1991,1.53
1992,4.38
1993,8.19
1994,8.87
1995,7.08
1996,5.59
1997,6.68
1998,5.13
1999,5.21
2000,5.88
2001,4.63
2002,5.89
2003,5.59
2004,5.34
2005,5.65
2006,5.06
2007,4.7
2008,4.52
2009,4.96
2010,6.25
2011,4.97
2012,5.67
2013,4.11
2014,3.61
2015,2.72
2016,7.09
2017,6.46
2018,6.29
2019,7.34
2020,4.98
2021,5.62
2022,3.69
2023,5.72
