date,mean winter Schmidt stability
1975,3.18
1982,3.75
1983,1.22
1984,0.48
1985,1.84
1986,7.99
1987,3.92
1988,0.28
1989,0.01
1990,-0.0
1991,0.05
1992,0.13
1993,0.0
1994,-0.56
1995,0.6
1996,-0.3
1997,-0.01
1998,4.02
1999,-0.0
2000,-0.08
2001,-3.14
2002,0.06
2003,1.75
2004,0.8
2005,1.32
2006,2.46
2007,0.96
2008,-0.09
2009,-0.36
2013,0.76
2014,1.5
