date,mean summer Secchi depth
1982,3.91
1983,2.87
1987,2.76
1988,2.76
1989,2.98
1990,3.44
1991,2.59
1992,2.29
1993,2.47
1994,3.61
1995,2.86
1996,2.49
1997,2.77
1998,3.23
1999,1.62
2000,2.61
2001,2.45
2002,2.72
2003,5.01
2004,3.33
2005,3.51
2006,4.04
2007,2.42
2008,2.65
2009,2.46
2011,2.2
2012,3.3
2013,2.99
2014,3.65
2015,3.2
2016,3.2
2017,2.34
2018,6.23
2019,6.7
2020,3.86
2021,3.94
2022,3.29
2023,2.47
