date,mean winter Schmidt stability
1996,578.21
1997,55.15
1998,387.49
1999,-93.51
2000,68.28
2001,560.31
2002,-112.99
2003,353.09
2004,226.07
2005,299.3
2006,7.4
2007,641.41
2008,-28.73
2009,-28.53
2010,102.32
2011,1.27
2012,4.18
2013,233.73
2014,565.99
2015,152.91
2016,971.36
2017,-43.8
2018,145.46
2019,789.25
2020,1488.27
2021,274.61
2022,644.46
2023,1003.45
