date,mean autumn surface oxygen concentration
1994,10.28
1995,10.45
1996,10.87
1997,10.63
1998,10.97
1999,10.86
2000,10.71
2001,10.6
2002,10.57
2003,10.34
2004,10.3
2005,10.55
2006,10.21
2007,10.32
2008,10.33
2009,10.01
2010,10.11
2011,10.18
2012,10.07
2013,10.11
2014,10.06
2015,10.03
2016,10.15
2017,10.15
2018,9.92
2020,10.07
2021,10.27
2022,10.01
2023,10.14
