date,mean autumn Schmidt stability
1994,9340.03
1995,10221.19
1996,9873.24
1997,9864.82
1998,7081.47
1999,9405.7
2000,9968.51
2001,10655.7
2002,9140.62
2003,8764.37
2004,10523.02
2005,5645.12
2006,7943.07
2007,8826.38
2008,9153.44
2009,9546.96
2010,7223.93
2011,6444.92
2012,9540.73
2013,10436.25
2014,10311.2
2015,10938.51
2016,9919.57
2017,11399.85
2018,12067.35
2019,12921.94
2020,9664.97
2021,10943.2
2022,12127.35
2023,12963.07
