date,mean early autumn bottom oxygen concentration
1994,8.58
1995,8.19
1996,4.0
1997,7.29
1998,8.03
1999,10.08
2000,10.03
2001,9.14
2002,9.68
2003,10.21
2004,9.98
2005,10.37
2006,10.55
2007,9.8
2008,10.08
2009,10.21
2010,10.34
2011,10.63
2012,9.92
2013,10.17
2014,9.46
2015,9.82
2016,9.62
2017,9.71
2018,9.6
2019,9.46
2020,8.79
2021,10.05
2022,9.7
2023,9.19
