date,mean winter epilimnion 0-10 m oxygen concentration
1996,11.4
1997,11.36
1998,11.42
1999,10.63
2000,11.38
2001,11.4
2002,11.08
2003,10.89
2004,10.5
2005,10.64
2006,10.85
2007,10.95
2008,10.96
2009,10.94
2010,10.41
2011,10.71
2012,10.39
2013,10.95
2014,11.2
2015,10.46
2016,10.77
2017,10.54
2018,10.79
2019,10.77
2020,11.0
2021,10.69
2022,10.99
2023,11.07
