date,mean summer epilimnion 5-10 m oxygen concentration
1994,10.55
1995,10.72
1996,11.54
1997,11.22
1998,10.73
1999,11.39
2000,11.28
2001,11.26
2002,11.12
2003,11.03
2004,10.67
2005,10.31
2006,10.75
2007,10.46
2008,10.66
2009,10.44
2010,10.97
2011,10.76
2012,10.1
2013,11.09
2014,11.24
2015,10.61
2016,10.69
2017,10.32
2018,10.62
2019,10.44
2020,10.48
2021,10.8
2022,10.6
2023,10.67
