date,maximum winter-spring mixing depth with salinity (0.005 kgm-3)
2000,211.0
2001,98.0
2002,235.0
2003,255.0
2004,255.0
2005,255.0
2006,255.0
2007,124.0
2008,255.0
2009,255.0
2010,255.0
2011,255.0
2012,255.0
2013,255.0
2014,105.0
2015,255.0
2016,96.0
2017,255.0
2018,255.0
2019,199.0
2020,78.0
2021,218.0
2022,219.0
2023,65.0
