date,mean early autumn hypolimnetic oxygen content
1994,41410.01
1995,41156.85
1996,41937.22
1997,40409.59
1998,39944.69
1999,45370.26
2000,45997.79
2001,44227.2
2002,44600.9
2003,45534.68
2004,44787.93
2005,45551.15
2006,46446.4
2007,44527.57
2008,45277.03
2009,45067.26
2010,45365.85
2011,46273.28
2012,43940.51
2013,45495.41
2014,43028.72
2015,44143.2
2016,43515.17
2017,43691.04
2018,43980.36
2019,43932.36
2020,43133.37
2021,45353.72
2022,44971.67
2023,43523.92
