date,mean spring epilimnion 5-10 m oxygen concentration
1994,11.14
1995,11.31
1996,11.56
1997,11.87
1998,12.43
1999,11.63
2000,11.95
2001,11.69
2002,11.75
2003,11.52
2004,11.23
2005,11.15
2006,11.39
2007,11.46
2008,11.31
2009,11.2
2010,10.71
2011,11.42
2012,11.02
2013,11.29
2014,11.31
2015,11.15
2016,11.35
2017,11.53
2018,11.25
2019,11.45
2020,11.28
2021,11.13
2022,11.47
2023,11.57
