date,mean autumn epilimnion 0-10 m oxygen concentration
1994,10.29
1995,10.64
1996,11.03
1997,10.84
1998,10.99
1999,10.95
2000,10.76
2001,10.83
2002,10.62
2003,10.37
2004,10.43
2005,10.54
2006,10.24
2007,10.46
2008,10.39
2009,10.01
2010,10.15
2011,10.43
2012,10.14
2013,10.11
2014,10.11
2015,10.04
2016,10.2
2017,10.18
2018,10.01
2020,10.14
2021,10.31
2022,9.95
2023,10.26
