date,mean spring epilimnion 0-10 m oxygen concentration
1994,11.13
1995,11.28
1996,11.35
1997,11.86
1998,12.33
1999,11.61
2000,11.92
2001,11.67
2002,11.72
2003,11.44
2004,11.23
2005,11.14
2006,11.46
2007,11.24
2008,11.29
2009,11.08
2010,10.69
2011,11.28
2012,10.96
2013,11.21
2014,11.3
2015,11.06
2016,11.32
2017,11.42
2018,11.22
2019,11.41
2020,11.2
2021,11.13
2022,11.42
2023,11.45
