date,mean summer thermocline depth
1994,3.14
1995,4.66
1996,3.76
1997,5.48
1998,8.61
1999,4.19
2000,6.76
2001,5.83
2002,2.96
2003,3.8
2004,6.76
2005,6.35
2006,4.17
2007,8.51
2008,4.97
2009,7.02
2010,6.21
2011,6.09
2012,2.93
2013,4.99
2014,4.7
2015,5.95
2016,4.73
2017,4.44
2018,4.57
2019,5.59
2020,6.01
2021,5.22
2022,5.46
2023,4.56
