date,mean late autumn Schmidt stability
1994,7747.31
1995,6995.23
1996,6661.88
1997,5600.79
1998,4268.37
1999,6615.19
2000,5173.71
2001,6577.49
2002,5545.84
2003,4726.34
2004,6639.51
2005,3636.09
2006,5609.04
2007,4808.12
2008,5951.32
2009,5655.02
2010,4610.99
2011,3602.27
2012,6251.06
2013,6901.09
2014,5406.35
2015,7604.63
2016,6607.69
2017,7295.22
2018,7747.6
2019,9175.47
2020,6534.73
2021,7412.3
2022,8728.83
2023,7832.14
