date,mean spring Secchi depth
1996,7.57
1997,6.48
1998,6.33
1999,5.72
2000,5.23
2001,3.98
2002,5.87
2003,6.85
2004,6.56
2005,3.56
2006,2.52
2007,3.88
2008,4.62
2009,5.32
2010,3.23
2011,4.19
2012,4.2
2013,5.1
2014,6.19
2015,5.33
2016,9.62
2017,6.78
2018,5.48
2019,7.36
2020,6.47
2021,5.76
2022,7.4
2023,5.43
