date (yyyy-mm-dd HH:MM:SS),hypolimnetic oxygen content [t]
20.01.1999 12:00,4370.3
01.03.1999 12:00,5068.9
30.03.1999 12:00,4636.0
21.04.1999 12:00,4575.0
11.05.1999 12:00,4005.5
18.06.1999 12:00,2606.1
20.07.1999 12:00,2163.2
18.08.1999 12:00,1582.6
15.09.1999 12:00,829.2
05.10.1999 12:00,783.7
12.11.1999 12:00,490.1
15.12.1999 12:00,3483.9
19.01.2000 12:00,4324.4
21.02.2000 12:00,4804.8
21.03.2000 12:00,4693.1
19.04.2000 12:00,4254.3
17.05.2000 12:00,3231.7
26.06.2000 12:00,2277.9
25.07.2000 12:00,1713.6
16.08.2000 12:00,1422.5
20.09.2000 12:00,819.0
09.10.2000 12:00,422.8
13.11.2000 12:00,194.3
06.12.2000 12:00,301.7
17.01.2001 12:00,3357.4
20.02.2001 12:00,4271.8
27.03.2001 12:00,4423.9
25.04.2001 12:00,3899.1
27.06.2001 12:00,1741.7
25.07.2001 12:00,918.2
21.08.2001 12:00,572.2
21.09.2001 12:00,73.5
16.10.2001 12:00,40.1
21.11.2001 12:00,1490.5
03.12.2001 12:00,2017.4
23.01.2002 12:00,4070.6
27.02.2002 12:00,4614.5
27.03.2002 12:00,4627.7
17.04.2002 12:00,4352.2
13.05.2002 12:00,3630.1
17.06.2002 12:00,2682.3
22.07.2002 12:00,1520.3
19.08.2002 12:00,1164.1
17.09.2002 12:00,635.6
17.10.2002 12:00,309.6
20.11.2002 12:00,288.2
18.12.2002 12:00,2961.4
23.01.2003 12:00,4059.0
18.02.2003 12:00,4454.3
20.03.2003 12:00,4728.0
16.04.2003 12:00,4475.5
15.05.2003 12:00,3943.6
12.06.2003 12:00,2829.0
01.07.2003 12:00,2336.7
13.08.2003 12:00,1383.7
04.09.2003 12:00,1043.8
16.10.2003 12:00,432.1
13.11.2003 12:00,295.5
09.12.2003 12:00,1109.4
15.01.2004 12:00,3663.7
18.02.2004 12:00,4453.2
18.03.2004 12:00,4702.9
15.04.2004 12:00,4451.2
13.05.2004 12:00,3863.1
09.06.2004 12:00,3063.2
08.07.2004 12:00,2258.1
11.08.2004 12:00,1496.9
09.09.2004 12:00,1096.3
13.10.2004 12:00,469.6
11.11.2004 12:00,262.8
13.01.2005 12:00,3733.0
17.02.2005 12:00,4455.8
17.03.2005 12:00,4690.2
13.04.2005 12:00,4625.6
18.05.2005 12:00,3722.5
16.06.2005 12:00,2945.9
14.07.2005 12:00,1919.7
10.08.2005 12:00,1236.8
15.09.2005 12:00,813.6
12.10.2005 12:00,529.5
10.11.2005 12:00,306.8
07.12.2005 12:00,3030.2
12.01.2006 12:00,4231.3
22.02.2006 12:00,5095.0
23.03.2006 12:00,5236.0
12.04.2006 12:00,4737.0
11.05.2006 12:00,4148.9
14.06.2006 12:00,3186.4
13.07.2006 12:00,2421.9
16.08.2006 12:00,1518.6
14.09.2006 12:00,1205.0
12.10.2006 12:00,578.2
16.11.2006 12:00,107.5
13.12.2006 12:00,120.3
17.01.2007 12:00,3389.0
15.02.2007 12:00,4184.8
14.03.2007 12:00,4157.3
12.04.2007 12:00,4178.1
10.05.2007 12:00,2965.8
13.06.2007 12:00,2172.9
12.07.2007 12:00,1446.8
09.08.2007 12:00,1116.6
12.09.2007 12:00,437.8
10.10.2007 12:00,76.2
08.11.2007 12:00,1256.2
13.12.2007 12:00,3808.1
23.01.2008 12:00,4303.6
21.02.2008 12:00,4610.5
19.03.2008 12:00,4958.7
17.04.2008 12:00,4780.9
21.05.2008 12:00,3609.1
11.06.2008 12:00,2981.2
10.07.2008 12:00,2149.0
07.08.2008 12:00,1700.7
10.09.2008 12:00,1135.3
15.10.2008 12:00,475.4
13.11.2008 12:00,151.3
10.12.2008 12:00,2854.1
22.01.2009 12:00,4077.8
23.02.2009 12:00,4389.3
19.03.2009 12:00,5014.2
08.04.2009 12:00,4991.9
13.05.2009 12:00,3726.3
18.06.2009 12:00,2748.7
22.07.2009 12:00,2272.4
19.08.2009 12:00,1730.9
17.09.2009 12:00,1087.7
14.10.2009 12:00,797.4
12.11.2009 12:00,452.8
09.12.2009 12:00,230.3
14.01.2010 12:00,3476.7
24.02.2010 12:00,4561.4
18.03.2010 12:00,4987.0
14.04.2010 12:00,4686.2
19.05.2010 12:00,3795.3
17.06.2010 12:00,2796.8
14.07.2010 12:00,1932.8
18.08.2010 12:00,1369.6
16.09.2010 12:00,983.5
20.10.2010 12:00,591.6
18.11.2010 12:00,302.3
15.12.2010 12:00,2806.1
13.01.2011 12:00,3518.4
16.02.2011 12:00,4348.2
17.03.2011 12:00,4476.8
20.04.2011 12:00,3725.4
18.05.2011 12:00,2973.7
17.06.2011 12:00,1566.4
13.07.2011 12:00,1289.6
22.08.2011 12:00,427.6
15.09.2011 12:00,168.1
17.11.2011 12:00,53.0
19.12.2011 12:00,3178.3
19.01.2012 12:00,3668.9
01.03.2012 12:00,5066.5
15.03.2012 12:00,5666.7
12.04.2012 12:00,5069.8
09.05.2012 12:00,3997.8
14.06.2012 12:00,2738.1
11.07.2012 12:00,2160.1
16.08.2012 12:00,1029.9
13.09.2012 12:00,548.3
17.10.2012 12:00,197.7
15.11.2012 12:00,232.8
12.12.2012 12:00,2950.3
23.01.2013 12:00,3635.2
20.02.2013 12:00,3963.3
20.03.2013 12:00,4573.2
17.04.2013 12:00,4960.3
15.05.2013 12:00,3963.3
13.06.2013 12:00,3335.0
17.07.2013 12:00,2435.3
21.08.2013 12:00,1525.8
18.09.2013 12:00,882.2
17.10.2013 12:00,545.1
21.11.2013 12:00,857.0
11.12.2013 12:00,3266.3
22.01.2014 12:00,3412.3
19.02.2014 12:00,3863.4
12.03.2014 12:00,4264.8
16.04.2014 12:00,3466.2
14.05.2014 12:00,2944.0
18.06.2014 12:00,2257.7
16.07.2014 12:00,2291.2
20.08.2014 12:00,668.1
16.10.2014 12:00,82.7
12.11.2014 12:00,61.0
10.12.2014 12:00,288.5
14.01.2015 12:00,3396.2
12.02.2015 12:00,4501.0
11.03.2015 12:00,4701.6
09.04.2015 12:00,4719.0
20.05.2015 12:00,3600.0
18.06.2015 12:00,2950.4
15.07.2015 12:00,2262.2
12.08.2015 12:00,1487.6
10.09.2015 12:00,1193.2
15.10.2015 12:00,527.3
18.11.2015 12:00,308.0
16.12.2015 12:00,1214.8
18.01.2016 12:00,3364.1
17.02.2016 12:00,4122.8
16.03.2016 12:00,4538.9
13.04.2016 12:00,4232.7
11.05.2016 12:00,3529.0
09.06.2016 12:00,2813.8
06.07.2016 12:00,2282.5
10.08.2016 12:00,1479.0
08.09.2016 12:00,887.4
13.10.2016 12:00,386.3
09.11.2016 12:00,292.4
14.12.2016 12:00,2742.4
20.01.2017 12:00,4231.5
16.02.2017 12:00,4456.5
15.03.2017 12:00,4637.5
12.04.2017 12:00,4228.8
18.05.2017 12:00,3262.8
14.06.2017 12:00,2774.8
13.07.2017 12:00,2034.5
16.08.2017 12:00,1382.1
26.09.2017 12:00,614.9
12.10.2017 12:00,412.3
08.11.2017 12:00,289.2
13.12.2017 12:00,2968.7
24.01.2018 12:00,4237.8
08.02.2018 12:00,4190.0
14.03.2018 12:00,4603.6
11.04.2018 12:00,4543.2
16.05.2018 12:00,3800.0
13.06.2018 12:00,3174.1
11.07.2018 12:00,2509.0
16.08.2018 12:00,1792.5
11.10.2018 12:00,1004.7
07.11.2018 12:00,560.9
12.12.2018 12:00,1606.9
16.01.2019 12:00,3862.2
14.02.2019 12:00,4340.7
20.03.2019 12:00,4728.0
11.04.2019 12:00,4488.3
16.05.2019 12:00,3828.5
19.06.2019 12:00,3066.6
17.07.2019 12:00,2294.9
14.08.2019 12:00,1488.3
12.09.2019 12:00,918.8
10.10.2019 12:00,508.5
11.12.2019 12:00,3029.5
15.01.2020 12:00,3666.8
12.02.2020 12:00,4387.6
12.03.2020 12:00,4677.2
09.04.2020 12:00,4369.4
13.05.2020 12:00,3680.6
16.06.2020 12:00,2441.0
15.07.2020 12:00,1756.5
12.08.2020 12:00,1229.1
10.09.2020 12:00,645.5
15.10.2020 12:00,176.5
11.11.2020 12:00,88.3
09.12.2020 12:00,936.1
13.01.2021 12:00,3824.8
17.02.2021 12:00,4151.4
10.03.2021 12:00,4505.1
15.04.2021 12:00,4629.2
12.05.2021 12:00,4065.3
16.06.2021 12:00,3255.6
14.07.2021 12:00,2720.2
11.08.2021 12:00,2182.8
09.09.2021 12:00,1535.1
07.10.2021 12:00,1015.8
10.11.2021 12:00,750.6
15.12.2021 12:00,3582.6
12.01.2022 12:00,4241.5
24.02.2022 12:00,5070.2
16.03.2022 12:00,5365.1
14.04.2022 12:00,4547.6
11.05.2022 12:00,4182.5
15.06.2022 12:00,3448.6
13.07.2022 12:00,2786.4
10.08.2022 12:00,2240.4
15.09.2022 12:00,1510.4
13.10.2022 12:00,1209.7
09.11.2022 12:00,936.9
14.12.2022 12:00,927.4
18.01.2023 12:00,3631.1
09.02.2023 12:00,4276.5
08.03.2023 12:00,4534.1
06.04.2023 12:00,4427.4
10.05.2023 12:00,3926.9
14.06.2023 12:00,3060.7
12.07.2023 12:00,2456.0
16.08.2023 12:00,1693.6
14.09.2023 12:00,1417.5
12.10.2023 12:00,799.4
15.11.2023 12:00,1415.1
13.12.2023 12:00,3388.6
