date (yyyy-mm-dd HH:MM:SS),surface oxygen concentration [mg/L]
28.05.1986 12:00,11.3
09.07.1986 12:00,11.9
26.08.1986 12:00,7.3
30.09.1986 12:00,8.3
21.10.1986 12:00,8.4
26.11.1986 12:00,9.6
18.12.1986 12:00,9.3
18.02.1987 12:00,14.8
18.03.1987 12:00,12.4
15.04.1987 12:00,11.2
13.05.1987 12:00,11.5
17.06.1987 12:00,10.4
15.07.1987 12:00,10.4
16.08.1987 12:00,9.8
09.09.1987 12:00,11.0
16.10.1987 12:00,8.6
18.11.1987 12:00,7.6
09.12.1987 12:00,7.7
27.01.1988 12:00,10.3
17.02.1988 12:00,10.8
23.03.1988 12:00,11.4
20.04.1988 12:00,14.3
18.05.1988 12:00,10.7
22.06.1988 12:00,10.1
20.07.1988 12:00,10.9
17.08.1988 12:00,14.1
28.09.1988 12:00,11.1
19.10.1988 12:00,12.6
16.11.1988 12:00,8.2
14.12.1988 12:00,8.8
25.01.1989 12:00,9.3
22.02.1989 12:00,10.8
15.03.1989 12:00,15.4
24.05.1989 12:00,10.6
14.06.1989 12:00,10.3
26.07.1989 12:00,8.1
16.08.1989 12:00,11.2
20.09.1989 12:00,9.5
18.10.1989 12:00,8.6
15.11.1989 12:00,8.3
10.01.1990 12:00,9.1
21.02.1990 12:00,11.4
25.04.1990 12:00,11.2
30.05.1990 12:00,9.7
13.06.1990 12:00,9.8
11.07.1990 12:00,9.7
22.08.1990 12:00,8.5
17.09.1990 12:00,9.0
31.10.1990 12:00,8.3
14.11.1990 12:00,7.6
16.01.1991 12:00,11.0
13.02.1991 12:00,12.3
20.03.1991 12:00,12.4
17.04.1991 12:00,12.7
22.05.1991 12:00,12.3
12.06.1991 12:00,9.6
22.07.1991 12:00,11.4
21.08.1991 12:00,10.8
16.09.1991 12:00,8.1
06.11.1991 12:00,8.6
11.12.1991 12:00,8.4
15.01.1992 12:00,10.2
19.02.1992 12:00,12.1
11.03.1992 12:00,12.6
08.04.1992 12:00,11.2
13.05.1992 12:00,10.8
24.06.1992 12:00,9.6
15.07.1992 12:00,13.4
12.08.1992 12:00,9.6
16.09.1992 12:00,9.9
14.10.1992 12:00,8.1
11.11.1992 12:00,10.2
02.12.1992 12:00,11.8
13.01.1993 12:00,10.7
24.02.1993 12:00,9.3
17.03.1993 12:00,11.3
20.04.1993 12:00,12.5
12.05.1993 12:00,10.6
08.06.1993 12:00,9.8
28.07.1993 12:00,9.5
25.08.1993 12:00,7.6
15.09.1993 12:00,7.9
11.10.1993 12:00,9.4
10.11.1993 12:00,12.1
01.12.1993 12:00,8.4
12.01.1994 12:00,10.9
02.03.1994 12:00,11.4
23.03.1994 12:00,12.0
19.04.1994 12:00,11.2
17.05.1994 12:00,9.7
07.06.1994 12:00,13.1
26.07.1994 12:00,11.0
24.08.1994 12:00,10.8
20.09.1994 12:00,8.9
12.10.1994 12:00,10.2
16.11.1994 12:00,8.3
14.12.1994 12:00,4.9
17.01.1995 12:00,13.3
21.02.1995 12:00,10.9
21.03.1995 12:00,10.9
25.04.1995 12:00,10.7
23.05.1995 12:00,9.6
20.06.1995 12:00,11.9
25.07.1995 12:00,9.7
22.08.1995 12:00,9.1
19.09.1995 12:00,9.9
17.10.1995 12:00,9.5
21.11.1995 12:00,8.1
05.12.1995 12:00,8.6
16.01.1996 12:00,8.9
20.02.1996 12:00,10.9
20.03.1996 12:00,10.5
23.04.1996 12:00,13.2
21.05.1996 12:00,10.1
17.06.1996 12:00,9.3
23.07.1996 12:00,9.6
21.08.1996 12:00,10.4
17.09.1996 12:00,9.1
22.10.1996 12:00,9.7
26.11.1996 12:00,9.0
10.12.1996 12:00,8.5
08.04.1997 12:00,11.4
18.06.1997 12:00,10.0
19.08.1997 12:00,11.5
18.11.1997 12:00,9.1
05.05.1998 12:00,11.9
25.08.1998 12:00,7.9
17.11.1998 12:00,9.1
20.01.1999 12:00,12.4
24.02.1999 12:00,13.5
01.03.1999 12:00,13.5
30.03.1999 12:00,13.6
21.04.1999 12:00,13.4
11.05.1999 12:00,14.2
18.06.1999 12:00,10.0
20.07.1999 12:00,10.9
18.08.1999 12:00,9.5
15.09.1999 12:00,11.0
05.10.1999 12:00,8.1
12.11.1999 12:00,9.3
15.12.1999 12:00,9.3
19.01.2000 12:00,11.7
21.02.2000 12:00,12.8
21.03.2000 12:00,13.0
19.04.2000 12:00,12.2
17.05.2000 12:00,10.8
26.06.2000 12:00,11.6
25.07.2000 12:00,10.9
16.08.2000 12:00,9.8
20.09.2000 12:00,10.4
09.10.2000 12:00,9.0
13.11.2000 12:00,8.8
06.12.2000 12:00,8.3
17.01.2001 12:00,8.9
20.02.2001 12:00,11.4
27.03.2001 12:00,11.9
25.04.2001 12:00,12.8
29.05.2001 12:00,11.0
27.06.2001 12:00,11.4
25.07.2001 12:00,10.0
21.08.2001 12:00,11.2
21.09.2001 12:00,8.6
16.10.2001 12:00,12.6
21.11.2001 12:00,7.6
03.12.2001 12:00,7.3
23.01.2002 12:00,11.9
27.02.2002 12:00,12.2
27.03.2002 12:00,12.4
17.04.2002 12:00,14.6
13.05.2002 12:00,15.5
17.06.2002 12:00,11.0
22.07.2002 12:00,9.4
19.08.2002 12:00,10.1
17.09.2002 12:00,8.4
17.10.2002 12:00,9.0
20.11.2002 12:00,8.4
18.12.2002 12:00,7.8
23.01.2003 12:00,10.8
18.02.2003 12:00,11.9
20.03.2003 12:00,12.8
16.04.2003 12:00,16.7
15.05.2003 12:00,14.0
12.06.2003 12:00,9.8
01.07.2003 12:00,9.9
13.08.2003 12:00,8.4
04.09.2003 12:00,8.3
16.10.2003 12:00,8.6
13.11.2003 12:00,8.1
09.12.2003 12:00,7.7
15.01.2004 12:00,9.8
18.02.2004 12:00,11.8
18.03.2004 12:00,14.2
15.04.2004 12:00,12.8
13.05.2004 12:00,10.8
09.06.2004 12:00,12.1
08.07.2004 12:00,9.4
11.08.2004 12:00,11.4
09.09.2004 12:00,9.9
13.10.2004 12:00,8.4
11.11.2004 12:00,7.8
13.01.2005 12:00,10.3
17.02.2005 12:00,11.8
17.03.2005 12:00,12.4
13.04.2005 12:00,12.7
18.05.2005 12:00,13.4
16.06.2005 12:00,9.2
14.07.2005 12:00,9.0
10.08.2005 12:00,9.9
15.09.2005 12:00,9.9
12.10.2005 12:00,10.6
10.11.2005 12:00,8.7
07.12.2005 12:00,8.3
12.01.2006 12:00,11.6
22.02.2006 12:00,13.6
23.03.2006 12:00,14.1
12.04.2006 12:00,12.7
11.05.2006 12:00,13.8
14.06.2006 12:00,12.0
13.07.2006 12:00,11.2
16.08.2006 12:00,12.2
14.09.2006 12:00,10.7
12.10.2006 12:00,9.2
16.11.2006 12:00,8.2
13.12.2006 12:00,7.8
17.01.2007 12:00,9.6
15.02.2007 12:00,11.2
14.03.2007 12:00,11.9
12.04.2007 12:00,14.7
10.05.2007 12:00,10.6
13.06.2007 12:00,10.6
12.07.2007 12:00,9.3
09.08.2007 12:00,8.3
12.09.2007 12:00,8.6
10.10.2007 12:00,9.5
08.11.2007 12:00,8.5
13.12.2007 12:00,10.1
23.01.2008 12:00,11.4
21.02.2008 12:00,13.0
19.03.2008 12:00,13.8
17.04.2008 12:00,13.0
21.05.2008 12:00,11.1
11.06.2008 12:00,9.2
10.07.2008 12:00,8.9
07.08.2008 12:00,10.3
10.09.2008 12:00,10.1
15.10.2008 12:00,12.6
13.11.2008 12:00,8.4
10.12.2008 12:00,7.4
22.01.2009 12:00,11.2
23.02.2009 12:00,12.0
19.03.2009 12:00,13.7
08.04.2009 12:00,14.4
13.05.2009 12:00,11.2
18.06.2009 12:00,9.7
22.07.2009 12:00,9.8
19.08.2009 12:00,11.0
17.09.2009 12:00,8.0
14.10.2009 12:00,8.6
12.11.2009 12:00,8.7
09.12.2009 12:00,9.1
14.01.2010 12:00,9.4
24.02.2010 12:00,13.2
18.03.2010 12:00,13.4
14.04.2010 12:00,12.6
19.05.2010 12:00,11.4
17.06.2010 12:00,8.9
14.07.2010 12:00,10.5
18.08.2010 12:00,9.2
16.09.2010 12:00,9.1
20.10.2010 12:00,9.2
18.11.2010 12:00,8.7
15.12.2010 12:00,8.1
13.01.2011 12:00,9.6
16.02.2011 12:00,13.0
17.03.2011 12:00,13.8
20.04.2011 12:00,13.3
18.05.2011 12:00,11.8
17.06.2011 12:00,13.3
13.07.2011 12:00,10.4
22.08.2011 12:00,10.8
15.09.2011 12:00,9.4
17.11.2011 12:00,8.3
19.12.2011 12:00,8.6
19.01.2012 12:00,9.7
01.03.2012 12:00,13.8
15.03.2012 12:00,15.0
12.04.2012 12:00,12.9
09.05.2012 12:00,12.0
14.06.2012 12:00,9.1
11.07.2012 12:00,9.9
16.08.2012 12:00,10.0
13.09.2012 12:00,8.6
17.10.2012 12:00,8.6
15.11.2012 12:00,8.1
12.12.2012 12:00,7.8
23.01.2013 12:00,9.7
20.02.2013 12:00,11.0
20.03.2013 12:00,12.2
17.04.2013 12:00,17.2
15.05.2013 12:00,12.1
13.06.2013 12:00,10.4
17.07.2013 12:00,9.9
21.08.2013 12:00,8.8
18.09.2013 12:00,8.2
17.10.2013 12:00,8.5
21.11.2013 12:00,7.9
11.12.2013 12:00,8.8
22.01.2014 12:00,9.6
19.02.2014 12:00,11.6
12.03.2014 12:00,12.6
16.04.2014 12:00,11.3
14.05.2014 12:00,10.5
18.06.2014 12:00,9.4
16.07.2014 12:00,10.5
20.08.2014 12:00,8.9
16.10.2014 12:00,8.3
12.11.2014 12:00,7.6
10.12.2014 12:00,7.6
14.01.2015 12:00,9.0
12.02.2015 12:00,12.1
11.03.2015 12:00,13.9
09.04.2015 12:00,12.9
20.05.2015 12:00,10.3
18.06.2015 12:00,10.1
15.07.2015 12:00,10.1
12.08.2015 12:00,10.0
10.09.2015 12:00,8.4
15.10.2015 12:00,8.4
18.11.2015 12:00,8.8
16.12.2015 12:00,7.8
18.01.2016 12:00,8.8
17.02.2016 12:00,10.8
16.03.2016 12:00,12.0
13.04.2016 12:00,12.6
11.05.2016 12:00,11.0
09.06.2016 12:00,11.4
06.07.2016 12:00,11.2
10.08.2016 12:00,10.3
08.09.2016 12:00,8.4
13.10.2016 12:00,8.7
09.11.2016 12:00,8.7
14.12.2016 12:00,7.4
20.01.2017 12:00,11.4
16.02.2017 12:00,12.1
15.03.2017 12:00,14.0
12.04.2017 12:00,12.8
18.05.2017 12:00,11.9
14.06.2017 12:00,11.0
13.07.2017 12:00,9.4
16.08.2017 12:00,10.4
26.09.2017 12:00,9.4
12.10.2017 12:00,9.0
08.11.2017 12:00,8.7
13.12.2017 12:00,8.1
24.01.2018 12:00,11.2
08.02.2018 12:00,10.9
14.03.2018 12:00,12.2
11.04.2018 12:00,13.4
16.05.2018 12:00,10.2
13.06.2018 12:00,9.6
11.07.2018 12:00,10.4
16.08.2018 12:00,8.7
11.10.2018 12:00,8.7
07.11.2018 12:00,8.5
12.12.2018 12:00,9.0
16.01.2019 12:00,10.3
14.02.2019 12:00,12.2
20.03.2019 12:00,12.4
11.04.2019 12:00,12.4
16.05.2019 12:00,10.7
19.06.2019 12:00,10.4
17.07.2019 12:00,9.8
14.08.2019 12:00,9.2
12.09.2019 12:00,9.8
10.10.2019 12:00,8.7
11.12.2019 12:00,8.0
15.01.2020 12:00,9.8
12.02.2020 12:00,11.5
12.03.2020 12:00,12.7
09.04.2020 12:00,12.1
13.05.2020 12:00,10.1
16.06.2020 12:00,10.2
15.07.2020 12:00,9.4
12.08.2020 12:00,10.6
10.09.2020 12:00,9.5
15.10.2020 12:00,8.5
11.11.2020 12:00,8.2
09.12.2020 12:00,7.5
13.01.2021 12:00,10.1
17.02.2021 12:00,11.3
10.03.2021 12:00,13.6
15.04.2021 12:00,12.2
12.05.2021 12:00,10.5
16.06.2021 12:00,9.9
14.07.2021 12:00,10.6
11.08.2021 12:00,12.2
09.09.2021 12:00,11.1
07.10.2021 12:00,8.6
10.11.2021 12:00,8.8
15.12.2021 12:00,9.6
12.01.2022 12:00,11.2
24.02.2022 12:00,14.1
16.03.2022 12:00,14.1
14.04.2022 12:00,12.0
11.05.2022 12:00,10.7
15.06.2022 12:00,10.4
13.07.2022 12:00,9.1
10.08.2022 12:00,8.9
15.09.2022 12:00,8.5
13.10.2022 12:00,9.4
09.11.2022 12:00,8.8
14.12.2022 12:00,8.3
18.01.2023 12:00,9.6
09.02.2023 12:00,11.4
08.03.2023 12:00,12.0
06.04.2023 12:00,11.9
10.05.2023 12:00,10.9
14.06.2023 12:00,9.5
12.07.2023 12:00,9.6
16.08.2023 12:00,10.0
14.09.2023 12:00,9.9
12.10.2023 12:00,8.9
15.11.2023 12:00,8.9
13.12.2023 12:00,9.4
