date (yyyy-mm-dd HH:MM:SS),heat content [J/m2]
30.01.1987 12:00,1616684561.0
26.02.1987 12:00,1551486178.0
26.03.1987 12:00,1598439170.0
23.04.1987 12:00,1922460078.0
21.05.1987 12:00,2237558209.0
30.06.1987 12:00,2430230767.0
23.07.1987 12:00,2534126857.0
01.09.1987 12:00,2561223838.0
23.09.1987 12:00,2617983257.0
22.10.1987 12:00,2444056603.0
19.11.1987 12:00,2266842805.0
17.12.1987 12:00,2099647499.0
28.01.1988 12:00,1938350114.0
25.02.1988 12:00,1944992663.0
25.03.1988 12:00,2025305969.0
07.04.1988 12:00,2078429653.0
21.04.1988 12:00,2192274438.0
10.05.1988 12:00,2284794468.0
26.05.1988 12:00,2349772211.0
15.06.1988 12:00,2385153125.0
23.06.1988 12:00,2415694495.0
08.07.1988 12:00,2442457424.0
21.07.1988 12:00,2538038603.0
08.08.1988 12:00,2515240297.0
25.08.1988 12:00,2507571442.0
07.09.1988 12:00,2589826920.0
22.09.1988 12:00,2550959947.0
06.10.1988 12:00,2516496721.0
20.10.1988 12:00,2529788974.0
03.11.1988 12:00,2421716983.0
17.11.1988 12:00,2356435631.0
15.12.1988 12:00,2066845491.0
19.01.1989 12:00,1867699583.0
16.02.1989 12:00,1697158937.0
15.03.1989 12:00,1710891425.0
31.03.1989 12:00,1982389018.0
13.04.1989 12:00,1987376941.0
28.04.1989 12:00,2111197600.0
11.05.1989 12:00,2300561878.0
26.05.1989 12:00,2452344559.0
07.06.1989 12:00,2451017767.0
26.06.1989 12:00,2622346628.0
13.07.1989 12:00,2644070341.0
10.08.1989 12:00,2744493814.0
13.09.1989 12:00,2726985847.0
12.10.1989 12:00,2617208557.0
09.11.1989 12:00,2484951445.0
14.12.1989 12:00,2140778997.0
18.01.1990 12:00,1929648246.0
22.02.1990 12:00,1897902526.0
22.03.1990 12:00,2028535087.0
19.04.1990 12:00,2205105310.0
17.05.1990 12:00,2434589872.0
21.06.1990 12:00,2468556762.0
19.07.1990 12:00,2701243050.0
30.08.1990 12:00,2756495794.0
20.09.1990 12:00,2733765283.0
25.10.1990 12:00,2593678292.0
15.11.1990 12:00,2396401407.0
13.12.1990 12:00,2148849756.0
24.01.1991 12:00,1912793570.0
26.02.1991 12:00,1693949653.0
14.03.1991 12:00,1770855796.0
28.03.1991 12:00,1864718077.0
29.04.1991 12:00,2036409293.0
16.05.1991 12:00,2118750387.0
13.06.1991 12:00,2476879655.0
18.07.1991 12:00,2630568572.0
22.08.1991 12:00,2750061496.0
24.09.1991 12:00,2708232916.0
24.10.1991 12:00,2516470659.0
20.11.1991 12:00,2293163747.0
19.12.1991 12:00,2036982708.0
02.03.1992 12:00,1839431162.0
10.03.1992 12:00,1900404832.0
26.03.1992 12:00,1963957472.0
29.04.1992 12:00,2163618819.0
26.05.1992 12:00,2373491204.0
23.06.1992 12:00,2528140012.0
23.07.1992 12:00,2598482931.0
19.08.1992 12:00,2633449930.0
23.09.1992 12:00,2605345867.0
21.10.1992 12:00,2486606245.0
20.11.1992 12:00,2352790732.0
16.12.1992 12:00,2194671731.0
27.01.1993 12:00,1982253547.0
17.02.1993 12:00,1957202621.0
17.03.1993 12:00,1927790938.0
15.04.1993 12:00,2099729766.0
08.06.1993 12:00,2438729905.0
15.07.1993 12:00,2511498527.0
12.08.1993 12:00,2677505642.0
23.09.1993 12:00,2622945187.0
26.10.1993 12:00,2437236843.0
23.11.1993 12:00,2283645980.0
16.12.1993 12:00,2117470480.0
20.01.1994 12:00,1964146068.0
15.02.1994 12:00,1884843654.0
24.03.1994 12:00,1992707947.0
21.04.1994 12:00,2169854771.0
19.05.1994 12:00,2348393603.0
23.06.1994 12:00,2589562201.0
20.07.1994 12:00,2641843915.0
25.08.1994 12:00,2739246878.0
22.09.1994 12:00,2634224105.0
20.10.1994 12:00,2548859576.0
24.11.1994 12:00,2370516915.0
22.12.1994 12:00,2185708185.0
19.01.1995 12:00,1916943684.0
16.02.1995 12:00,1874358981.0
23.03.1995 12:00,1982055097.0
04.04.1995 12:00,2062775007.0
20.04.1995 12:00,2273900904.0
30.05.1995 12:00,2517928099.0
22.06.1995 12:00,2607628367.0
20.07.1995 12:00,2774473769.0
24.08.1995 12:00,2792714641.0
