date (yyyy-mm-dd HH:MM:SS),surface oxygen concentration [mg/L]
30.01.1987 12:00,4.8
26.02.1987 12:00,6.9
26.03.1987 12:00,11.0
23.04.1987 12:00,12.0
21.05.1987 12:00,13.6
30.06.1987 12:00,15.6
23.07.1987 12:00,14.0
01.09.1987 12:00,14.0
23.09.1987 12:00,14.2
22.10.1987 12:00,6.3
19.11.1987 12:00,6.9
17.12.1987 12:00,6.8
28.01.1988 12:00,6.5
25.02.1988 12:00,6.1
25.03.1988 12:00,9.3
07.04.1988 12:00,12.3
21.04.1988 12:00,17.5
10.05.1988 12:00,16.6
26.05.1988 12:00,18.0
15.06.1988 12:00,15.4
23.06.1988 12:00,15.2
08.07.1988 12:00,11.3
21.07.1988 12:00,14.9
08.08.1988 12:00,12.0
25.08.1988 12:00,10.6
07.09.1988 12:00,12.1
22.09.1988 12:00,9.6
06.10.1988 12:00,8.7
20.10.1988 12:00,9.8
03.11.1988 12:00,7.8
17.11.1988 12:00,7.2
15.12.1988 12:00,7.5
19.01.1989 12:00,3.8
16.02.1989 12:00,3.6
15.03.1989 12:00,7.4
31.03.1989 12:00,14.6
13.04.1989 12:00,10.8
28.04.1989 12:00,12.4
11.05.1989 12:00,14.8
26.05.1989 12:00,9.4
07.06.1989 12:00,11.4
26.06.1989 12:00,11.5
13.07.1989 12:00,9.1
10.08.1989 12:00,10.1
13.09.1989 12:00,8.2
12.10.1989 12:00,7.5
09.11.1989 12:00,7.2
14.12.1989 12:00,7.0
18.01.1990 12:00,4.4
22.02.1990 12:00,6.7
22.03.1990 12:00,17.7
19.04.1990 12:00,12.1
17.05.1990 12:00,14.1
21.06.1990 12:00,14.2
19.07.1990 12:00,10.6
30.08.1990 12:00,8.6
20.09.1990 12:00,7.6
25.10.1990 12:00,6.0
15.11.1990 12:00,6.8
13.12.1990 12:00,6.2
24.01.1991 12:00,2.3
26.02.1991 12:00,5.6
14.03.1991 12:00,13.1
28.03.1991 12:00,10.2
29.04.1991 12:00,15.8
16.05.1991 12:00,9.7
13.06.1991 12:00,12.5
18.07.1991 12:00,11.4
22.08.1991 12:00,11.7
24.09.1991 12:00,6.2
24.10.1991 12:00,6.8
20.11.1991 12:00,6.7
19.12.1991 12:00,7.0
02.03.1992 12:00,7.4
10.03.1992 12:00,9.6
26.03.1992 12:00,11.0
29.04.1992 12:00,15.2
26.05.1992 12:00,9.9
23.06.1992 12:00,10.0
23.07.1992 12:00,10.8
19.08.1992 12:00,11.5
23.09.1992 12:00,8.5
21.10.1992 12:00,6.7
20.11.1992 12:00,7.7
16.12.1992 12:00,7.0
27.01.1993 12:00,6.4
17.02.1993 12:00,5.7
17.03.1993 12:00,8.8
15.04.1993 12:00,13.6
08.06.1993 12:00,10.4
15.07.1993 12:00,12.5
12.08.1993 12:00,11.6
23.09.1993 12:00,8.7
26.10.1993 12:00,7.0
23.11.1993 12:00,7.2
16.12.1993 12:00,8.2
20.01.1994 12:00,5.6
15.02.1994 12:00,5.5
24.03.1994 12:00,16.8
21.04.1994 12:00,11.9
19.05.1994 12:00,9.4
23.06.1994 12:00,9.4
20.07.1994 12:00,9.3
25.08.1994 12:00,9.0
22.09.1994 12:00,10.2
20.10.1994 12:00,9.9
24.11.1994 12:00,6.8
22.12.1994 12:00,7.5
19.01.1995 12:00,4.8
16.02.1995 12:00,5.8
23.03.1995 12:00,8.5
04.04.1995 12:00,9.1
20.04.1995 12:00,12.8
30.05.1995 12:00,10.0
22.06.1995 12:00,11.2
20.07.1995 12:00,10.5
24.08.1995 12:00,12.6
21.09.1995 12:00,8.6
19.10.1995 12:00,11.6
23.11.1995 12:00,7.6
21.12.1995 12:00,8.1
25.01.1996 12:00,7.8
22.02.1996 12:00,6.0
27.03.1996 12:00,9.3
25.04.1996 12:00,17.6
23.05.1996 12:00,13.2
20.06.1996 12:00,13.7
12.07.1996 12:00,10.0
22.07.1996 12:00,10.2
08.08.1996 12:00,10.6
27.08.1996 12:00,8.6
11.09.1996 12:00,8.6
24.09.1996 12:00,8.1
08.10.1996 12:00,8.5
23.10.1996 12:00,8.0
05.11.1996 12:00,8.0
26.11.1996 12:00,8.4
11.12.1996 12:00,7.3
17.12.1996 12:00,8.2
08.01.1997 12:00,7.1
28.01.1997 12:00,6.9
18.02.1997 12:00,5.1
25.02.1997 12:00,8.3
11.03.1997 12:00,10.0
25.03.1997 12:00,10.6
08.04.1997 12:00,9.9
21.04.1997 12:00,9.4
05.05.1997 12:00,9.0
20.05.1997 12:00,10.6
03.06.1997 12:00,9.2
18.06.1997 12:00,10.5
01.07.1997 12:00,8.5
22.07.1997 12:00,11.8
