"sampling_date","min_depth","Temp","Cond","O2"
1957-05-31,"0",12.9,NA,10.68
1957-05-31,"5",10.9,NA,10.97
1957-05-31,"10",10.1,NA,11.07
1957-05-31,"20",7.1,NA,10.73
1957-05-31,"30",6.3,NA,10.29
1957-05-31,"40",5.8,NA,9.99
1957-05-31,"50",5.6,NA,10.04
1957-05-31,"100",4.9,NA,10.19
1957-05-31,"150",4.9,NA,9.89
1957-05-31,"200",4.8,NA,9.5
1957-05-31,"250",4.7,NA,9.11
1957-05-31,"300",4.6,NA,11.17
1957-06-19,"0",19.2,NA,10.7
1957-06-19,"5",14.4,NA,11.7
1957-06-19,"10",13.2,NA,10.9
1957-06-19,"20",11.3,NA,10.5
1957-06-19,"30",7.1,NA,10.05
1957-06-19,"40",5.9,NA,10.15
1957-06-19,"50",5.4,NA,10.25
1957-06-19,"100",5.1,NA,10.35
1957-06-19,"150",4.9,NA,10.15
1957-06-19,"200",4.8,NA,9.9
1957-06-19,"250",4.8,NA,9.55
1957-06-19,"300",4.8,NA,8.66
1957-07-23,"0",18.7,NA,10.21
1957-07-23,"5",18.4,NA,10.04
1957-07-23,"10",18,NA,9.91
1957-07-23,"20",11.1,NA,9.74
1957-07-23,"30",8.6,NA,9.19
1957-07-23,"40",6.5,NA,9.55
1957-07-23,"50",5.8,NA,9.8
1957-07-23,"100",5.1,NA,10.26
1957-07-23,"150",5.1,NA,10.3
1957-07-23,"200",4.9,NA,10.06
1957-07-23,"250",4.9,NA,9.53
1957-07-23,"300",4.7,NA,7.62
1957-09-19,"0",18.1,NA,8.33
1957-09-19,"5",16.9,NA,8.28
1957-09-19,"10",16.4,NA,7.82
1957-09-19,"20",14.4,NA,7.82
1957-09-19,"30",9.1,NA,6.86
1957-09-19,"40",7.6,NA,6.86
1957-09-19,"50",6.7,NA,7.16
1957-09-19,"100",5.3,NA,8.13
1957-09-19,"150",5,NA,7.82
1957-09-19,"200",4.8,NA,7.72
1957-09-19,"250",4.8,NA,7.52
1957-09-19,"300",4.7,NA,7.52
1957-11-21,"0",9.5,NA,9.65
1957-11-21,"5",9.4,NA,9.5
1957-11-21,"10",8.9,NA,7.45
1957-11-21,"20",7.3,NA,7.9
1957-11-21,"30",6.2,NA,8.5
1957-11-21,"40",5.9,NA,8.8
1957-11-21,"50",5.6,NA,9.1
1957-11-21,"100",5.2,NA,9.6
1957-11-21,"150",5,NA,9.75
1957-11-21,"200",4.9,NA,9.2
1957-11-21,"250",4.8,NA,8.6
1957-11-21,"300",4.8,NA,5.35
1958-03-19,"0",5.5,NA,11.25
1958-03-19,"5",5.3,NA,11.25
1958-03-19,"10",5.3,NA,11.25
1958-03-19,"20",5.3,NA,11.2
1958-03-19,"30",5.3,NA,10.85
1958-03-19,"40",5.3,NA,11.15
1958-03-19,"50",5.3,NA,11.15
1958-03-19,"100",5.3,NA,11.05
1958-03-19,"150",5.3,NA,10.8
1958-03-19,"200",5.2,NA,10.6
1958-03-19,"250",5.1,NA,9.95
1958-03-19,"300",4.9,NA,9.75
1958-05-22,"0",12.9,NA,11.7
1958-05-22,"5",9,NA,12.45
1958-05-22,"10",8,NA,11.8
1958-05-22,"20",7,NA,11.5
1958-05-22,"30",6.4,NA,11.3
1958-05-22,"40",6.1,NA,11.45
1958-05-22,"50",5.8,NA,10.9
1958-05-22,"100",5.4,NA,10.65
1958-05-22,"150",5.2,NA,10.4
1958-05-22,"200",5.1,NA,9.75
1958-05-22,"250",5,NA,8.7
1958-05-22,"300",4.9,NA,7.8
1958-06-18,"0",20.4,NA,11.5
1958-06-18,"5",15.5,NA,12.8
1958-06-18,"10",12.4,NA,11.25
1958-06-18,"20",11.3,NA,11.1
1958-06-18,"30",6.6,NA,10.7
1958-06-18,"40",6.2,NA,10.9
1958-06-18,"50",5.9,NA,10.9
1958-06-18,"100",5.3,NA,10.9
1958-06-18,"150",5.2,NA,10.6
1958-06-18,"200",5.1,NA,9.75
1958-06-18,"250",5.1,NA,9
1958-06-18,"300",4.9,NA,6.95
1958-07-16,"0",21.3,NA,10.2
1958-07-16,"5",19.1,NA,11.6
1958-07-16,"10",15.3,NA,12.2
1958-07-16,"20",9.9,NA,10.1
1958-07-16,"30",7,NA,10.3
1958-07-16,"40",6.4,NA,10.5
1958-07-16,"50",6,NA,10.45
1958-07-16,"100",5.8,NA,10.6
1958-07-16,"150",5.5,NA,10.34
1958-07-16,"200",5.2,NA,9.45
1958-07-16,"250",5.1,NA,8.5
1958-07-16,"300",5,NA,6.6
1958-09-18,"0",20.6,NA,10.8
1958-09-18,"5",19.9,NA,10.8
1958-09-18,"10",13.5,NA,9.3
1958-09-18,"20",11.2,NA,8.75
1958-09-18,"30",7.2,NA,8.9
1958-09-18,"40",6.5,NA,9.6
1958-09-18,"50",5.9,NA,9.65
1958-09-18,"100",5.4,NA,9.8
1958-09-18,"150",5.2,NA,10.15
1958-09-18,"200",5.2,NA,9.05
1958-09-18,"250",4.9,NA,8.5
1958-09-18,"300",4.9,NA,4.5
1958-11-19,"0",9.9,NA,10.05
1958-11-19,"5",9.9,NA,10
1958-11-19,"10",9.9,NA,9.75
1958-11-19,"20",9.9,NA,9.95
1958-11-19,"30",9.4,NA,9.75
1958-11-19,"40",7.2,NA,9.15
1958-11-19,"50",6.4,NA,9.1
1958-11-19,"100",5.5,NA,10.05
1958-11-19,"150",5.4,NA,10.15
1958-11-19,"200",5.2,NA,9.2
1958-11-19,"250",5,NA,8.05
1958-11-19,"300",4.9,NA,4.1
1959-03-18,"0",6.3,307,11.9
1959-03-18,"5",6.1,290,11.5
1959-03-18,"10",6.1,300,11.59
1959-03-18,"20",5.9,301,11.63
1959-03-18,"30",5.4,296,11.54
1959-03-18,"40",5.3,298,10.44
1959-03-18,"50",5.2,308,10.54
1959-03-18,"100",5.1,309,9.56
1959-03-18,"150",5.1,309,8.59
1959-03-18,"200",5.1,310,7.84
1959-03-18,"250",5,310,6.72
1959-03-18,"300",4.9,331,5.96
1959-05-20,"0",17.6,305,11.29
1959-05-20,"5",13.4,301,11.97
1959-05-20,"10",10.1,302,13.06
1959-05-20,"20",7.6,301,11.46
1959-05-20,"30",7.3,301,10.98
1959-05-20,"40",6.8,304,10.75
1959-05-20,"50",6.6,305,10.54
1959-05-20,"100",5.4,301,10.43
1959-05-20,"150",5.3,306,9.72
1959-05-20,"200",5.1,308,9.12
1959-05-20,"250",5.1,310,7.96
1959-05-20,"300",5,314,6.34
1959-06-16,"0",17.4,294,10.78
1959-06-16,"5",12.7,294,11.32
1959-06-16,"10",10.9,295,11.41
1959-06-16,"20",7.4,302,10.79
1959-06-16,"30",6.4,298,10.47
1959-06-16,"40",6.2,299,10.39
1959-06-16,"50",5.9,298,10.42
1959-06-16,"100",5.4,299,10.51
1959-06-16,"150",5.2,299,9.93
1959-06-16,"200",5.2,304,9.12
1959-06-16,"250",5.1,308,8.24
1959-06-16,"300",5,318,6.34
1959-07-16,"0",22.5,281,9.82
1959-07-16,"5",17.4,283,12.62
1959-07-16,"10",12.4,281,10.97
1959-07-16,"20",9.3,290,10.97
1959-07-16,"30",7.6,292,10.37
1959-07-16,"40",6.6,292,10.19
1959-07-16,"50",6.2,292,10.01
1959-07-16,"100",5.4,295,10.1
1959-07-16,"150",5.3,302,9.75
1959-07-16,"200",5.2,304,8.7
1959-07-16,"250",5.1,305,7.8
1959-07-16,"300",5.1,309,5.47
1959-08-20,"0",21.3,264,10.25
1959-08-20,"5",18.7,265,10.5
1959-08-20,"10",17.2,267,9.8
1959-08-20,"20",13.2,275,9.25
1959-08-20,"30",8.6,294,9.37
1959-08-20,"40",7.4,295,9.63
1959-08-20,"50",6.6,297,9.53
1959-08-20,"100",5.6,296,10
1959-08-20,"150",5.4,281,8.85
1959-08-20,"200",5.2,303,8.87
1959-08-20,"250",5.1,307,7.71
1959-08-20,"300",5.1,317,5
1959-09-17,"0",20.1,255,10.74
1959-09-17,"5",19.3,259,11.36
1959-09-17,"10",17.6,262,10.34
1959-09-17,"20",12.7,275,8.15
1959-09-17,"30",9.1,293,8.65
1959-09-17,"40",7.6,296,8.45
1959-09-17,"50",6.7,301,9.71
1959-09-17,"100",5.5,303,9.31
1959-09-17,"150",5.4,307,9.72
1959-09-17,"200",5.2,320,8.61
1959-09-17,"250",5.1,328,7.59
1959-09-17,"300",5.1,342,4.76
1959-11-19,"0",10.3,264,9.87
1959-11-19,"5",10.3,270,9.83
1959-11-19,"10",10.3,272,9.68
1959-11-19,"20",10.3,272,9.63
1959-11-19,"30",10.3,274,9.46
1959-11-19,"40",8.5,293,8.14
1959-11-19,"50",7,297,8.02
1959-11-19,"100",5.6,310,7.8
1959-11-19,"150",5.4,318,7.56
1959-11-19,"200",5.2,323,6.39
1959-11-19,"250",5.1,335,5.55
1959-11-19,"300",5.1,354,3.65
1960-03-17,"0",7.6,285,12.36
1960-03-17,"5",6.9,289,11.39
1960-03-17,"10",6.2,273,11.75
1960-03-17,"20",6.1,285,11.09
1960-03-17,"30",6,287,11.3
1960-03-17,"40",5.9,289,11.27
1960-03-17,"50",5.8,296,10.94
1960-03-17,"100",5.4,299,9.93
1960-03-17,"150",5.3,305,9.04
1960-03-17,"200",5.1,318,8.59
1960-03-17,"250",5.1,314,7.61
1960-03-17,"300",5.1,328,7.29
1960-05-19,"0",14.9,290,11.5
1960-05-19,"5",13.5,291,12.05
1960-05-19,"10",12.4,293,12.44
1960-05-19,"20",7.4,295,10.95
1960-05-19,"30",6.2,294,10.83
1960-05-19,"40",6.1,293,10.78
1960-05-19,"50",5.9,294,10.72
1960-05-19,"100",5.6,296,10.26
1960-05-19,"150",5.4,299,9.64
1960-05-19,"200",5.3,295,8.26
1960-05-19,"250",5.2,306,7.23
1960-05-19,"300",5.1,314,5.97
1960-06-16,"0",19.3,285,9.82
1960-06-16,"5",18.1,286,10.02
1960-06-16,"10",16.1,287,10.81
1960-06-16,"20",9.7,293,10.96
1960-06-16,"30",8.4,295,10.73
1960-06-16,"40",7.1,295,10.62
1960-06-16,"50",6.7,295,10.53
1960-06-16,"100",5.7,294,9.8
1960-06-16,"150",5.3,299,9.47
1960-06-16,"200",5.3,303,8.76
1960-06-16,"250",5.2,307,7.27
1960-06-16,"300",5.1,309,6.56
1960-07-21,"0",20,277,11.04
1960-07-21,"5",19.1,277,11.12
1960-07-21,"10",18.8,276,10.8
1960-07-21,"20",11,278,10.22
1960-07-21,"30",8.1,291,10.19
1960-07-21,"40",7.1,294,10.12
1960-07-21,"50",6.6,295,10.11
1960-07-21,"100",5.7,295,10.17
1960-07-21,"150",5.4,300,9.62
1960-07-21,"200",5.3,302,8.4
1960-07-21,"250",5.2,306,7.51
1960-07-21,"300",5.1,309,5.38
1960-08-18,"0",18.7,265,9.77
1960-08-18,"5",18.6,266,9.61
1960-08-18,"10",18.4,272,9.66
1960-08-18,"20",14.4,275,9.08
1960-08-18,"30",8.9,292,9.6
1960-08-18,"40",7.3,297,10.05
1960-08-18,"50",6.4,296,9.84
1960-08-18,"100",5.6,298,9.81
1960-08-18,"150",5.4,298,9.23
1960-08-18,"200",5.2,304,7.93
1960-08-18,"250",5.1,308,7.12
1960-08-18,"300",5.1,314,4.36
1960-09-22,"0",16.9,260,9.12
1960-09-22,"5",15.9,260,9.28
1960-09-22,"10",15.7,259,9.18
1960-09-22,"20",15.4,283,9.04
1960-09-22,"30",9.8,289,8.89
1960-09-22,"40",7.6,292,9.02
1960-09-22,"50",6.7,298,9.15
1960-09-22,"100",6,304,9.46
1960-09-22,"150",5.5,297,8.95
1960-09-22,"200",5.2,305,8.07
1960-09-22,"250",5.1,309,6.74
1960-09-22,"300",5.1,312,4
1960-11-17,"0",10.7,273,9.53
1960-11-17,"5",10.7,268,10.1
1960-11-17,"10",10.7,270,10.21
1960-11-17,"20",10.7,273,10.17
1960-11-17,"30",10.7,265,10.06
1960-11-17,"40",9.3,288,9.83
1960-11-17,"50",7.3,280,9.65
1960-11-17,"100",5.9,275,9.98
1960-11-17,"150",5.6,277,9.36
1960-11-17,"200",5.3,289,8.56
1960-11-17,"250",5.3,297,7.48
1960-11-17,"300",5.2,300,4.14
1961-03-16,"0",8.8,293,13.8
1961-03-16,"5",7.4,290,13.64
1961-03-16,"10",6.2,293,11.46
1961-03-16,"20",6.1,294,11.54
1961-03-16,"30",6,294,10.85
1961-03-16,"40",5.9,297,10.53
1961-03-16,"50",5.9,292,10.38
1961-03-16,"100",5.6,304,9
1961-03-16,"150",5.4,306,8.88
1961-03-16,"200",5.3,305,7.76
1961-03-16,"250",5.2,308,6.32
1961-03-16,"300",5.2,308,4.85
1961-05-18,"0",13.6,291,11.17
1961-05-18,"5",13.5,298,11.18
1961-05-18,"10",10.6,297,11.88
1961-05-18,"20",7.9,295,10.53
1961-05-18,"30",6.8,299,10.71
1961-05-18,"40",6.1,299,10.47
1961-05-18,"50",6,299,10.66
1961-05-18,"100",5.7,302,10.13
1961-05-18,"150",5.5,304,9.48
1961-05-18,"200",5.3,304,8.21
1961-05-18,"250",5.3,307,7.32
1961-05-18,"300",5.2,308,5.75
1961-06-15,"0",17.8,277,10.45
1961-06-15,"5",14.1,281,11.39
1961-06-15,"10",12.6,281,11.2
1961-06-15,"20",8.5,281,10.77
1961-06-15,"30",6.9,281,10.14
1961-06-15,"40",6.4,284,10.31
1961-06-15,"50",6.2,285,10.49
1961-06-15,"100",6.1,286,10.05
1961-06-15,"150",5.8,291,9.27
1961-06-15,"200",5.4,291,7.94
1961-06-15,"250",5.4,297,6.58
1961-06-15,"300",5.3,301,4.24
1961-07-20,"0",19.7,265,10.17
1961-07-20,"5",17.6,268,10.59
1961-07-20,"10",17.3,264,10.05
1961-07-20,"20",12.2,263,10.34
1961-07-20,"30",8.3,281,9.88
1961-07-20,"40",6.8,281,10.19
1961-07-20,"50",6.4,281,10.41
1961-07-20,"100",6.2,284,10.21
1961-07-20,"150",6,286,9.54
1961-07-20,"200",5.8,286,9.51
1961-07-20,"250",5.4,291,6.59
1961-07-20,"300",5.4,297,4.58
1961-08-18,"0",19.9,257,10.59
1961-08-18,"5",19.1,256,10.93
1961-08-18,"10",18.8,260,10.97
1961-08-18,"20",12.9,275,8.95
1961-08-18,"30",8.8,281,9.13
1961-08-18,"40",6.9,284,9.49
1961-08-18,"50",6.4,284,9.77
1961-08-18,"100",5.9,288,10
1961-08-18,"150",6,285,9.07
1961-08-18,"200",5.8,292,8.19
1961-08-18,"250",5.4,292,6.82
1961-08-18,"300",5.4,297,5.16
1961-09-21,"0",21.8,242,10.6
1961-09-21,"5",20.1,232,11.17
1961-09-21,"10",18.1,241,10.37
1961-09-21,"20",11.7,258,8.05
1961-09-21,"30",8.2,264,8.81
1961-09-21,"40",7,264,9.45
1961-09-21,"50",6.4,264,9.92
1961-09-21,"100",6,258,9.87
1961-09-21,"150",5.7,268,9.5
1961-09-21,"200",5.4,271,7.86
1961-09-21,"250",5.3,278,4.86
1961-11-16,"0",10.8,238,9.88
1961-11-16,"5",10.8,247,9.82
1961-11-16,"10",10.8,245,10.09
1961-11-16,"20",10.8,246,9.82
1961-11-16,"30",10.4,244,9.61
1961-11-16,"40",8.7,257,9.35
1961-11-16,"50",6.9,249,9.76
1961-11-16,"100",6.1,263,9.92
1961-11-16,"150",5.6,265,9.04
1961-11-16,"200",5.4,265,7.83
1961-11-16,"250",5.3,274,6.18
1961-11-16,"300",5.2,280,5.33
1962-03-23,"0",5.8,249,10.78
1962-03-23,"5",5.6,251,10.68
1962-03-23,"10",5.4,250,10.66
1962-03-23,"20",5.6,257,10.69
1962-03-23,"30",5.6,254,10.57
1962-03-23,"40",5.6,258,10.66
1962-03-23,"50",5.6,248,10.7
1962-03-23,"100",5.6,252,10.61
1962-03-23,"150",5.6,257,10.42
1962-03-23,"200",5.4,257,10.14
1962-03-23,"250",5.4,264,6.99
1962-03-23,"300",5.2,261,4.99
1962-05-18,"0",11.1,262,13.04
1962-05-18,"5",9.2,256,13.33
1962-05-18,"10",9.1,249,13.18
1962-05-18,"20",8.2,257,12.49
1962-05-18,"30",6.7,249,12.43
1962-05-18,"40",6.1,257,11.95
1962-05-18,"50",6,256,11.87
1962-05-18,"100",5.4,272,11.44
1962-05-18,"150",5.4,268,11.62
1962-05-18,"200",5.4,274,10.8
1962-05-18,"250",5.3,275,8.63
1962-05-18,"300",5.3,283,6.32
1962-06-14,"0",15.6,269,13.38
1962-06-14,"5",11.4,272,13.93
1962-06-14,"10",9.5,271,12.82
1962-06-14,"20",8,274,11.75
1962-06-14,"30",6.9,269,11.8
1962-06-14,"40",6,274,12.27
1962-06-14,"50",5.7,269,11.61
1962-06-14,"100",5.7,272,11.53
1962-06-14,"150",5.8,271,10.98
1962-06-14,"200",5.6,273,9.96
1962-06-14,"250",5.6,276,8.2
1962-06-14,"300",5.6,280,5.81
1962-07-19,"0",18.5,250,11
1962-07-19,"5",17.8,251,11.18
1962-07-19,"10",14.6,261,11.54
1962-07-19,"20",10.5,262,11.47
1962-07-19,"30",7.7,266,11.45
1962-07-19,"40",7.1,267,11.59
1962-07-19,"50",6.2,270,11.41
1962-07-19,"100",5.6,269,11.34
1962-07-19,"150",5.8,269,11.21
1962-07-19,"200",5.7,272,9.9
1962-07-19,"250",5.6,272,7.99
1962-07-19,"300",5.6,279,5.74
1962-08-30,"0",22.6,242,10.8
1962-08-30,"5",20.8,242,11.84
1962-08-30,"10",15.5,249,11.32
1962-08-30,"20",10.4,262,9.98
1962-08-30,"30",8,272,10.52
1962-08-30,"40",7.2,270,10.78
1962-08-30,"50",6.4,273,10.42
1962-08-30,"100",5.8,269,11.06
1962-08-30,"150",5.8,273,10.98
1962-08-30,"200",5.7,273,10.09
1962-08-30,"250",5.6,283,4.89
1962-08-30,"300",5.4,283,4.88
1962-09-20,"0",18.2,238,10.72
1962-09-20,"5",17.8,242,10.63
1962-09-20,"10",17.6,239,10.77
1962-09-20,"20",10.4,251,9.45
1962-09-20,"30",8.9,270,10.16
1962-09-20,"40",7.9,271,10.61
1962-09-20,"50",6.9,269,10.59
1962-09-20,"100",7.4,270,10.63
1962-09-20,"150",5.8,270,11.23
1962-09-20,"200",5.6,272,9.91
1962-09-20,"250",5.6,276,8.63
1962-09-20,"300",5.5,280,4.62
1962-11-15,"0",10.4,270,11.05
1962-11-15,"5",10.3,292,10.98
1962-11-15,"10",10.2,286,11.08
1962-11-15,"20",8.5,296,9.44
1962-11-15,"30",8.4,303,10
1962-11-15,"40",NA,304,10.23
1962-11-15,"50",NA,300,10.18
1962-11-15,"100",5.7,305,10.95
1962-11-15,"150",5.6,310,10.87
1962-11-15,"200",5.5,306,9.78
1962-11-15,"250",5.5,313,7.97
1962-11-15,"300",5.4,318,5.77
1963-03-14,"0",5.4,255,11.15
1963-03-14,"5",5,260,11.27
1963-03-14,"10",5,255,10.68
1963-03-14,"20",5,255,10.81
1963-03-14,"30",5,253,10.58
1963-03-14,"40",4.9,260,10.34
1963-03-14,"50",4.9,257,10.6
1963-03-14,"100",4.7,256,10.38
1963-03-14,"150",4.6,265,10.61
1963-03-14,"200",4.6,258,10.65
1963-03-14,"250",4.6,257,10.94
1963-03-14,"300",4.3,263,10.94
1963-05-20,"0",13.4,257,12.83
1963-05-20,"5",11.9,257,13.28
1963-05-20,"10",10.3,256,12.7
1963-05-20,"20",5.2,268,9.69
1963-05-20,"30",5,268,10.76
1963-05-20,"40",4.9,268,10.27
1963-05-20,"50",4.8,268,10.7
1963-05-20,"100",4.8,268,10.7
1963-05-20,"150",4.7,269,10.65
1963-05-20,"200",4.6,269,10.69
1963-05-20,"250",4.6,269,10.58
1963-05-20,"300",4.5,272,10.19
1963-06-17,"0",18.8,248,10.12
1963-06-17,"5",17.3,250,10.37
1963-06-17,"10",15,260,11.09
1963-06-17,"20",6.8,268,10.41
1963-06-17,"30",5.3,268,10.43
1963-06-17,"40",4.9,268,10.48
1963-06-17,"50",4.9,268,10.5
1963-06-17,"100",4.6,268,10.39
1963-06-17,"150",4.7,272,10.41
1963-06-17,"200",4.7,268,10.3
1963-06-17,"250",4.6,269,10.46
1963-06-17,"300",4.6,272,10.15
1963-07-17,"0",24.5,235,10.31
1963-07-17,"5",20.1,245,11.58
1963-07-17,"10",15.9,250,10.61
1963-07-17,"20",7.3,255,10.04
1963-07-17,"30",5.4,266,10.04
1963-07-17,"40",4.9,259,10.34
1963-07-17,"50",4.9,267,10.2
1963-07-17,"100",4.7,266,10.39
1963-07-17,"150",4.7,267,10.3
1963-07-17,"200",4.7,264,10.41
1963-07-17,"250",4.7,268,10.27
1963-07-17,"300",4.6,273,8.76
1963-08-29,"0",18.1,223,9.75
1963-08-29,"5",17.7,233,10.11
1963-08-29,"10",17.6,233,9.99
1963-08-29,"20",10.9,245,9.61
1963-08-29,"30",6.8,259,9.2
1963-08-29,"40",5.4,259,9.62
1963-08-29,"50",5.1,263,9.97
1963-08-29,"100",4.7,261,10.2
1963-08-29,"150",4.7,263,10.16
1963-08-29,"200",4.7,267,10.26
1963-08-29,"250",4.6,266,9.99
1963-08-29,"300",4.6,271,8.69
1963-09-19,"0",19.1,225,11.42
1963-09-19,"5",16.3,232,11.14
1963-09-19,"10",15.7,240,9.25
1963-09-19,"20",12.1,238,8.74
1963-09-19,"30",8.1,266,8.88
1963-09-19,"40",6.1,269,9.21
1963-09-19,"50",5.4,268,9.75
1963-09-19,"100",4.8,271,10.07
1963-09-19,"150",4.7,271,10.23
1963-09-19,"200",4.6,270,10.16
1963-09-19,"250",4.6,271,9.83
1963-09-19,"300",4.6,269,8.85
1963-11-14,"0",11.6,235,9.56
1963-11-14,"5",11.6,246,9.49
1963-11-14,"10",11.6,245,9.28
1963-11-14,"20",11.4,244,9.54
1963-11-14,"30",10.3,246,9.33
1963-11-14,"40",6.9,260,9.01
1963-11-14,"50",5.7,264,9.04
1963-11-14,"100",4.8,261,10.03
1963-11-14,"150",4.8,264,10.1
1963-11-14,"200",4.6,266,9.99
1963-11-14,"250",4.6,265,9.61
1963-11-14,"300",4.6,269,7.39
1964-03-19,"0",5.4,253,11.72
1964-03-19,"5",5.1,253,11.48
1964-03-19,"10",5.1,255,11.39
1964-03-19,"20",5.1,258,11.48
1964-03-19,"30",5.1,250,11.14
1964-03-19,"40",5.1,246,12.01
1964-03-19,"50",5.1,246,10.64
1964-03-19,"100",4.9,248,11.56
1964-03-19,"150",4.7,256,10.04
1964-03-19,"200",4.6,268,9.61
1964-03-19,"250",4.6,256,8.75
1964-03-19,"300",4.6,271,7.53
1964-05-14,"0",15.7,251,13.1
1964-05-14,"5",11.7,257,13.74
1964-05-14,"10",8.6,261,12.15
1964-05-14,"20",6.3,261,11.59
1964-05-14,"30",5.6,264,11.32
1964-05-14,"40",5.2,264,10.92
1964-05-14,"50",4.9,263,10.89
1964-05-14,"100",4.8,264,10.8
1964-05-14,"150",4.8,266,10.35
1964-05-14,"200",4.7,269,9.59
1964-05-14,"250",4.7,271,9.19
1964-05-14,"300",4.6,272,7.57
1964-06-18,"0",20.8,257,9.63
1964-06-18,"5",16,268,10.1
1964-06-18,"10",11.6,255,10.25
1964-06-18,"20",6.8,248,10.61
1964-06-18,"30",6,248,10.75
1964-06-18,"40",5.1,245,10.12
1964-06-18,"50",4.9,251,10.51
1964-06-18,"100",4.8,248,10.47
1964-06-18,"150",4.8,269,9.91
1964-06-18,"200",4.7,254,9.67
1964-06-18,"250",4.7,269,8.77
1964-06-18,"300",4.6,259,9.39
1964-07-16,"0",24.2,242,9.51
1964-07-16,"5",20.3,244,11
1964-07-16,"10",18.4,246,10.43
1964-07-16,"20",9.9,258,9.47
1964-07-16,"30",6.1,260,10.34
1964-07-16,"40",5.3,266,10.45
1964-07-16,"50",5.1,266,10.29
1964-07-16,"100",4.8,269,10.34
1964-07-16,"150",4.8,264,10.06
1964-07-16,"200",4.8,267,9.76
1964-07-16,"250",4.7,269,9.07
1964-07-16,"300",4.7,270,7.74
1964-08-20,"0",21.8,219,9.3
1964-08-20,"5",19.7,225,9.58
1964-08-20,"10",19.2,227,9.5
1964-08-20,"20",16.1,236,9.03
1964-08-20,"30",8.5,258,8.94
1964-08-20,"40",5.1,259,10.04
1964-08-20,"50",5.7,264,10.19
1964-08-20,"100",5.3,265,10.43
1964-08-20,"150",4.8,263,10.44
1964-08-20,"200",4.8,265,9.74
1964-08-20,"250",4.7,267,8.86
1964-08-20,"300",4.7,273,7.4
1964-09-18,"0",18.4,216,9.51
1964-09-18,"5",18.1,221,9.13
1964-09-18,"10",18.1,222,9.61
1964-09-18,"20",15.9,223,9.41
1964-09-18,"30",7.3,253,9.34
1964-09-18,"40",5.8,258,10.02
1964-09-18,"50",5.6,261,10.14
1964-09-18,"100",5.1,261,10.4
1964-09-18,"150",4.8,261,10.26
1964-09-18,"200",4.8,261,9.75
1964-09-18,"250",4.8,265,8.61
1964-09-18,"300",4.7,269,7.2
1964-11-19,"0",9.5,259,10.57
1964-11-19,"5",9.1,250,10.09
1964-11-19,"10",9,248,10.33
1964-11-19,"20",8.9,248,10.22
1964-11-19,"30",8.7,251,10.01
1964-11-19,"40",8.1,254,9.48
1964-11-19,"50",6.4,261,9.42
1964-11-19,"100",4.9,261,10.25
1964-11-19,"150",4.7,261,9.96
1964-11-19,"200",4.7,260,9.55
1964-11-19,"250",4.7,268,8.2
1964-11-19,"300",4.7,276,6.05
1965-02-05,"0",5.4,286,11.15
1965-02-05,"5",5.4,284,11.05
1965-02-05,"10",5.4,282,10.95
1965-02-05,"20",5.4,287,11.24
1965-02-05,"30",5.4,286,11.09
1965-02-05,"40",5.4,280,11.36
1965-02-05,"50",5.4,282,10.91
1965-02-05,"100",5.4,286,10.51
1965-02-05,"150",4.9,294,9.92
1965-02-05,"200",4.8,293,9.53
1965-02-05,"250",4.8,297,9.05
1965-02-05,"300",4.7,301,8.08
1965-03-19,"0",NA,299,11.05
1965-03-19,"5",NA,295,11.26
1965-03-19,"10",NA,294,11.4
1965-03-19,"20",NA,292,10.85
1965-03-19,"30",NA,291,11.07
1965-03-19,"40",NA,298,10.92
1965-03-19,"50",NA,291,10.74
1965-03-19,"100",NA,294,11.01
1965-03-19,"150",NA,295,10.17
1965-03-19,"200",NA,302,8.92
1965-03-19,"250",NA,301,7.82
1965-03-19,"300",NA,301,6.96
1965-05-25,"0",13.8,283,11.8
1965-05-25,"5",10.7,294,12.21
1965-05-25,"10",9.8,295,12.06
1965-05-25,"20",7.6,294,11.19
1965-05-25,"30",6.4,294,10.96
1965-05-25,"40",5.9,296,10.55
1965-05-25,"50",5.4,299,10.55
1965-05-25,"100",4.8,297,10.49
1965-05-25,"150",4.7,299,10.15
1965-05-25,"200",4.8,300,9.75
1965-05-25,"250",4.7,303,8.73
1965-05-25,"300",4.7,304,7.91
1965-06-24,"0",17.4,292,10.27
1965-06-24,"5",15.4,293,10.53
1965-06-24,"10",13.7,293,10.97
1965-06-24,"20",8.6,292,10.68
1965-06-24,"30",6.8,290,10.71
1965-06-24,"40",5.9,277,10.8
1965-06-24,"50",5.6,289,10.69
1965-06-24,"100",NA,293,10.56
1965-06-24,"150",4.9,291,10.57
1965-06-24,"200",4.7,295,9.71
1965-06-24,"250",4.7,298,8.81
1965-06-24,"300",4.7,301,7.75
1965-07-22,"0",20.3,266,10.14
1965-07-22,"5",18.6,283,10.05
1965-07-22,"10",15.9,283,10.19
1965-07-22,"20",12.8,284,9.28
1965-07-22,"30",7.7,286,10.15
1965-07-22,"40",6,287,10.27
1965-07-22,"50",5.5,294,10.37
1965-07-22,"100",4.8,294,10.48
1965-07-22,"150",4.9,295,10.41
1965-07-22,"200",4.7,294,9.88
1965-07-22,"250",4.6,299,8.95
1965-07-22,"300",4.5,304,7.41
1965-08-19,"0",21.3,270,10.9
1965-08-19,"5",19.5,269,11.34
