"sampling_date","min_depth","Temp","Cond","O2"
1996-02-12,"200",5.81,310,4.69
1996-02-12,"250",5.71,313,3.14
1996-02-12,"275",5.69,313,2.36
1996-02-12,"290",5.67,314,2.21
1996-02-12,"300",5.66,314,0.88
1996-02-12,"305",5.66,315,0.46
1996-02-12,"309",5.66,314,0.4
1996-03-05,"0",6.08,299,10.27
1996-03-05,"2.5",6.08,298,10.28
1996-03-05,"5",6.07,298,10.23
1996-03-05,"7.5",6.07,298,10.2
1996-03-05,"10",6.07,298,10.2
1996-03-05,"15",6.07,298,10.24
1996-03-05,"20",6.07,298,10.2
1996-03-05,"30",6.07,299,10.21
1996-03-05,"50",6.06,298,10.35
1996-03-05,"100",6.04,299,10.1
1996-03-05,"150",5.96,300,10.08
1996-03-05,"200",5.82,299,9.34
1996-03-05,"250",5.82,308,4.74
1996-03-05,"275",5.74,312,2.84
1996-03-05,"290",5.7,313,2.03
1996-03-05,"300",5.7,315,1.9
1996-03-05,"305",5.7,315,1.83
1996-03-05,"309",5.69,314,1.76
1996-03-18,"0",6.4,298,11.19
1996-03-18,"2.5",6.34,299,11.18
1996-03-18,"5",6.27,299,11.1
1996-03-18,"7.5",6.24,299,11.12
1996-03-18,"10",6.21,299,10.94
1996-03-18,"15",6.08,299,10.66
1996-03-18,"20",6.06,299,10.42
1996-03-18,"30",6.05,299,10.36
1996-03-18,"50",6.03,300,9.76
1996-03-18,"100",5.91,300,9.59
1996-03-18,"150",5.93,303,8.6
1996-03-18,"200",5.81,311,4.51
1996-03-18,"250",5.74,312,3.18
1996-03-18,"275",5.71,314,2.11
1996-03-18,"290",5.7,314,1.97
1996-03-18,"300",5.69,314,1.87
1996-03-18,"305",5.69,314,1.74
1996-03-18,"309",5.69,314,1.86
1996-04-09,"0",7.69,298,12.03
1996-04-09,"2.5",7.51,298,12.1
1996-04-09,"5",6.28,298,11.4
1996-04-09,"7.5",6.24,299,11.08
1996-04-09,"10",6.23,298,11.05
1996-04-09,"15",6.22,299,10.88
1996-04-09,"20",6.22,299,10.83
1996-04-09,"30",6.22,299,10.86
1996-04-09,"50",6.18,300,10.82
1996-04-09,"100",5.96,300,9.7
1996-04-09,"150",5.88,302,9.38
1996-04-09,"200",5.84,308,5.88
1996-04-09,"250",5.75,312,3.48
1996-04-09,"275",5.72,314,2.58
1996-04-09,"290",5.71,314,2.54
1996-04-09,"300",5.71,316,2.29
1996-04-09,"305",5.7,315,2.2
1996-04-09,"309",5.7,314,2.16
1996-04-22,"0",12.16,295,14.02
1996-04-22,"2.5",12.14,295,14.89
1996-04-22,"5",7.72,298,12.97
1996-04-22,"7.5",6.92,299,11.61
1996-04-22,"10",6.34,299,11.26
1996-04-22,"15",6.23,300,10.56
1996-04-22,"20",6.19,300,10.44
1996-04-22,"30",6.16,300,10.26
1996-04-22,"50",6.11,300,10.36
1996-04-22,"100",6,302,9.74
1996-04-22,"150",5.88,302,9.09
1996-04-22,"200",5.83,304,7.74
1996-04-22,"250",5.78,312,3.86
1996-04-22,"275",5.74,314,2.83
1996-04-22,"290",5.71,315,2.78
1996-04-22,"300",5.7,315,2.28
1996-04-22,"305",5.7,315,2.48
1996-04-22,"309",5.7,316,1.84
1996-05-06,"0",NA,295,13.45
1996-05-06,"2.5",NA,296,13.84
1996-05-06,"5",NA,296,12.72
1996-05-06,"7.5",NA,298,12.32
1996-05-06,"10",NA,298,12.02
1996-05-06,"15",NA,298,11.77
1996-05-06,"20",NA,300,11.5
1996-05-06,"30",NA,300,10.42
1996-05-06,"50",NA,300,10.43
1996-05-06,"100",NA,300,10.14
1996-05-06,"150",NA,301,9.42
1996-05-06,"200",NA,304,7.82
1996-05-06,"250",NA,312,3.69
1996-05-06,"275",NA,314,3.1
1996-05-06,"290",NA,315,2.87
1996-05-06,"300",NA,315,2.45
1996-05-06,"305",NA,315,2.41
1996-05-06,"309",NA,314,2.32
1996-05-20,"0",12.29,295,12.22
1996-05-20,"2.5",12.17,295,12.33
1996-05-20,"5",12.11,294,12.15
1996-05-20,"7.5",12.04,295,12.11
1996-05-20,"10",11.56,296,11.86
1996-05-20,"15",7.4,300,10.55
1996-05-20,"20",6.85,300,10.63
1996-05-20,"30",6.38,300,10.36
1996-05-20,"50",6.14,300,10.52
1996-05-20,"100",6.02,300,10.13
1996-05-20,"150",5.95,302,9.49
1996-05-20,"200",5.86,305,7.42
1996-05-20,"250",5.8,311,3.9
1996-05-20,"275",5.77,313,3.24
1996-05-20,"290",5.74,313,3.03
1996-05-20,"300",5.73,314,2.69
1996-05-20,"305",5.73,314,2.21
1996-05-20,"309",5.73,314,2.06
1996-06-03,"0",15.68,290,10.65
1996-06-03,"2.5",15.67,290,10.62
1996-06-03,"5",15.65,292,10.64
1996-06-03,"7.5",15.62,292,10.86
1996-06-03,"10",14.34,292,10.84
1996-06-03,"15",12.69,296,10.44
1996-06-03,"20",10.06,300,9.84
1996-06-03,"30",6.73,300,10.14
1996-06-03,"50",6.16,300,10.33
1996-06-03,"100",6.02,300,9.98
1996-06-03,"150",5.94,302,9.39
1996-06-03,"200",5.86,306,6.97
1996-06-03,"250",5.78,312,3.8
1996-06-03,"275",5.74,312,3.2
1996-06-03,"290",5.74,313,3.17
1996-06-03,"300",5.73,313,2.77
1996-06-03,"305",5.73,313,2.43
1996-06-03,"309",5.73,314,2.21
1996-06-17,"0",17.54,292,10.46
1996-06-17,"2.5",17.28,293,10.38
1996-06-17,"5",15.96,294,10.54
1996-06-17,"7.5",14.73,292,10.42
1996-06-17,"10",10.97,296,9.71
1996-06-17,"15",8.9,298,9.6
1996-06-17,"20",8.1,300,9.6
1996-06-17,"30",6.71,301,9.96
1996-06-17,"50",6.21,300,10.22
1996-06-17,"100",6.04,301,10.16
1996-06-17,"150",5.93,302,9.4
1996-06-17,"200",5.85,308,6.4
1996-06-17,"250",5.81,313,3.7
1996-06-17,"275",5.77,314,2.99
1996-06-17,"290",5.74,315,2.32
1996-06-17,"300",5.74,316,1.88
1996-06-17,"305",5.74,315,1.59
1996-06-17,"309",5.74,316,1.11
1996-07-02,"0",17.72,280,11.65
1996-07-02,"2.5",17.74,281,11.68
1996-07-02,"5",17.74,280,11.64
1996-07-02,"7.5",17.74,286,11.18
1996-07-02,"10",17.28,288,10.16
1996-07-02,"15",15.12,290,9.2
1996-07-02,"20",10.17,298,8.6
1996-07-02,"30",7.27,300,9.36
1996-07-02,"50",6.23,300,10.05
1996-07-02,"100",6.05,300,10
1996-07-02,"150",5.95,302,9.36
1996-07-02,"200",5.86,306,7.17
1996-07-02,"250",5.81,310,4.52
1996-07-02,"275",5.77,313,3.06
1996-07-02,"290",5.74,314,2.25
1996-07-02,"300",5.74,315,1.4
1996-07-02,"305",5.73,314,1.85
1996-07-02,"309",5.73,314,1.31
1996-07-15,"0",21.4,271,11.5
1996-07-15,"2.5",18.45,268,14.44
1996-07-15,"5",17.25,274,13.24
1996-07-15,"7.5",16.88,282,11.02
1996-07-15,"10",15.84,290,9.42
1996-07-15,"15",11.79,286,7.84
1996-07-15,"20",8.93,298,8.28
1996-07-15,"30",7.12,300,9.42
1996-07-15,"50",6.26,300,9.97
1996-07-15,"100",6.03,300,9.8
1996-07-15,"150",5.92,302,8.91
1996-07-15,"200",5.87,308,7.28
1996-07-15,"250",5.8,310,3.9
1996-07-15,"275",5.77,314,2.94
1996-07-15,"290",5.75,316,2.49
1996-07-15,"300",5.75,315,2.15
1996-07-15,"305",5.75,316,1.29
1996-07-15,"309",5.75,314,1.26
1996-08-05,"0",20.66,264,10.48
1996-08-05,"2.5",20.5,263,10.48
1996-08-05,"5",20.02,267,10.25
1996-08-05,"7.5",16.93,272,8.77
1996-08-05,"10",15.26,276,7.87
1996-08-05,"15",13.43,286,6.95
1996-08-05,"20",9.75,290,7.36
1996-08-05,"30",7.34,300,8.86
1996-08-05,"50",6.35,300,9.7
1996-08-05,"100",6.04,300,9.86
1996-08-05,"150",5.92,303,8.56
1996-08-05,"200",5.85,308,6.02
1996-08-05,"250",5.8,313,3.51
1996-08-05,"275",5.77,313,3.04
1996-08-05,"290",5.75,314,2.95
1996-08-05,"300",5.74,315,1.23
1996-08-05,"305",5.74,315,0.72
1996-08-05,"309",5.74,318,0.25
1996-08-19,"0",21.1,274,10.06
1996-08-19,"2.5",20.61,272,10.08
1996-08-19,"5",20.49,273,9.86
1996-08-19,"7.5",18.66,276,8.78
1996-08-19,"10",16.17,281,6.82
1996-08-19,"15",13.15,289,6.14
1996-08-19,"20",10.69,302,6.44
1996-08-19,"30",7.59,305,7.82
1996-08-19,"50",6.4,306,9.44
1996-08-19,"100",6.08,306,9.46
1996-08-19,"150",5.96,306,8.75
1996-08-19,"200",5.87,312,6.15
1996-08-19,"250",5.8,316,3.62
1996-08-19,"275",5.77,318,2.64
1996-08-19,"290",5.75,318,2.36
1996-08-19,"300",5.74,319,2.02
1996-08-19,"305",5.74,319,1.59
1996-08-19,"309",5.74,320,0.51
1996-09-04,"0",17.94,272,9.24
1996-09-04,"2.5",17.8,275,9.16
1996-09-04,"5",16.33,276,8.89
1996-09-04,"7.5",16.02,276,8.56
1996-09-04,"10",15.98,276,8.62
1996-09-04,"15",15.5,279,8
1996-09-04,"20",12.45,291,6.85
1996-09-04,"30",8.09,305,7.33
1996-09-04,"50",6.42,305,9.95
1996-09-04,"100",6.04,305,9.58
1996-09-04,"150",5.92,308,8.45
1996-09-04,"200",5.86,312,5.99
1996-09-04,"250",5.79,316,3.52
1996-09-04,"275",5.77,318,2.6
1996-09-04,"290",5.75,320,2.08
1996-09-04,"300",5.74,319,1.43
1996-09-04,"305",5.74,321,0.8
1996-09-04,"309",5.74,321,0.34
1996-09-24,"0",14.96,280,9.86
1996-09-24,"2.5",14.95,280,9.88
1996-09-24,"5",14.95,280,9.83
1996-09-24,"7.5",14.89,280,9.8
1996-09-24,"10",14.86,280,9.82
1996-09-24,"15",13.53,294,6.58
1996-09-24,"20",11.23,303,6.31
1996-09-24,"30",7.98,308,7.5
1996-09-24,"50",6.36,307,9.24
1996-09-24,"100",6.08,308,9.22
1996-09-24,"150",5.94,308,8.74
1996-09-24,"200",5.87,312,7.13
1996-09-24,"250",5.8,318,4
1996-09-24,"275",5.77,320,2.34
1996-09-24,"290",5.75,322,2.07
1996-09-24,"300",5.74,322,0.43
1996-09-24,"305",5.74,322,1.41
1996-09-24,"309",5.74,322,0.29
1996-10-14,"0",NA,286,10.22
1996-10-14,"2.5",NA,288,10.24
1996-10-14,"5",NA,285,10.36
1996-10-14,"7.5",NA,285,10.2
1996-10-14,"10",NA,286,10.14
1996-10-14,"15",NA,286,10.02
1996-10-14,"20",NA,288,9.2
1996-10-14,"30",NA,302,6.38
1996-10-14,"50",NA,309,8.43
1996-10-14,"100",NA,308,9.14
1996-10-14,"150",NA,309,8.62
1996-10-14,"200",NA,314,6.6
1996-10-14,"250",NA,319,4.06
1996-10-14,"275",NA,320,3.34
1996-10-14,"290",NA,322,2.25
1996-10-14,"300",NA,324,0.94
1996-10-14,"305",NA,322,0.76
1996-10-14,"309",NA,324,0.38
1996-10-21,"0",13.51,284,9.76
1996-10-21,"2.5",13.51,286,9.84
1996-10-21,"5",13.52,284,9.71
1996-10-21,"7.5",13.52,284,9.7
1996-10-21,"10",13.51,284,9.7
1996-10-21,"15",13.51,284,9.74
1996-10-21,"20",13.49,284,9.54
1996-10-21,"30",10.66,295,6.97
1996-10-21,"50",6.88,305,8.48
1996-10-21,"100",6.09,305,9.42
1996-10-21,"150",5.98,307,8.86
1996-10-21,"200",5.87,310,7.2
1996-10-21,"250",5.81,316,3.98
1996-10-21,"275",5.78,318,2.91
1996-10-21,"290",5.77,319,2.26
1996-10-21,"300",5.75,320,1.48
1996-10-21,"305",5.75,320,0.99
1996-10-21,"309",5.75,320,0.47
1996-11-04,"0",12.89,285,9.7
1996-11-04,"2.5",12.86,281,9.7
1996-11-04,"5",12.84,285,9.62
1996-11-04,"7.5",12.84,285,9.64
1996-11-04,"10",12.83,284,9.63
1996-11-04,"15",12.83,284,9.58
1996-11-04,"20",12.83,284,9.52
1996-11-04,"30",12.56,288,8.48
1996-11-04,"50",6.89,304,8.3
1996-11-04,"100",6.06,304,9.52
1996-11-04,"150",5.96,306,8.96
1996-11-04,"200",5.86,310,6.7
1996-11-04,"250",5.81,316,3.99
1996-11-04,"275",5.79,318,3.09
1996-11-04,"290",5.77,320,2.39
1996-11-04,"300",5.77,320,1.4
1996-11-04,"305",5.77,319,0.39
1996-11-04,"309",5.77,321,0.26
1996-11-27,"0",9.54,292,9.56
1996-11-27,"2.5",9.55,293,9.56
1996-11-27,"5",9.55,292,9.52
1996-11-27,"7.5",9.55,293,9.52
1996-11-27,"10",9.56,293,9.5
1996-11-27,"15",9.57,293,9.48
1996-11-27,"20",9.57,294,9.47
1996-11-27,"30",9.55,293,9.54
1996-11-27,"50",9.12,296,8.94
1996-11-27,"100",NA,304,9.03
1996-11-27,"150",NA,304,9.06
1996-11-27,"200",NA,307,7.82
1996-11-27,"250",NA,314,4.34
1996-11-27,"275",NA,316,3.3
1996-11-27,"290",NA,314,2.48
1996-11-27,"300",NA,315,1.63
1996-11-27,"305",NA,315,1.26
1996-11-27,"309",NA,318,1.04
1996-12-11,"0",8.41,292,9.98
1996-12-11,"2.5",8.41,296,9.84
1996-12-11,"5",8.41,296,10.06
1996-12-11,"7.5",8.41,296,9.99
1996-12-11,"10",8.41,296,9.94
1996-12-11,"15",8.41,296,9.86
1996-12-11,"20",8.13,298,9.84
1996-12-11,"30",8.09,298,9.92
1996-12-11,"50",6.83,304,8.8
1996-12-11,"100",6.18,304,9.02
1996-12-11,"150",5.97,306,8.23
1996-12-11,"200",5.88,310,6.36
1996-12-11,"250",5.83,316,3.9
1996-12-11,"275",5.8,318,2.66
1996-12-11,"290",5.79,319,1.95
1996-12-11,"300",5.78,320,1.32
1996-12-11,"305",5.78,321,1.26
1996-12-11,"309",5.78,320,1.24
1997-01-15,"0",6.33,304,10.05
1997-01-15,"2.5",6.32,306,10.02
1997-01-15,"5",6.31,306,10
1997-01-15,"7.5",6.31,306,9.97
1997-01-15,"10",6.31,306,9.99
1997-01-15,"15",6.3,306,9.94
1997-01-15,"20",6.3,306,10
1997-01-15,"30",6.29,306,10
1997-01-15,"50",6.29,306,10.04
1997-01-15,"100",6.14,308,8.86
1997-01-15,"150",6.14,310,8.14
1997-01-15,"200",6.14,313,6.76
1997-01-15,"250",6.14,315,5.72
1997-01-15,"275",6.14,318,4.23
1997-01-15,"290",NA,318,3.46
1997-01-15,"300",NA,320,2.9
1997-01-15,"305",6.14,320,2.99
1997-01-15,"309",NA,320,2.93
1997-02-10,"0",6.18,302,10.22
1997-02-10,"2.5",6.11,302,10.25
1997-02-10,"5",6.08,302,10.22
1997-02-10,"7.5",6.08,302,10.19
1997-02-10,"10",6.08,302,10.33
1997-02-10,"15",6.08,302,10.18
1997-02-10,"20",6.07,302,10.17
1997-02-10,"30",6.07,302,10.22
1997-02-10,"50",6.07,302,10.23
1997-02-10,"100",6.06,302,10.26
1997-02-10,"150",6.05,304,9.5
1997-02-10,"200",NA,310,7.08
1997-02-10,"250",NA,314,4.63
1997-02-10,"275",NA,316,3.47
1997-02-10,"290",NA,316,3
1997-02-10,"300",NA,317,2.83
1997-02-10,"305",NA,317,2.47
1997-02-10,"309",NA,318,2.24
1997-03-03,"0",6.82,304,10.76
1997-03-03,"2.5",6.65,302,10.84
1997-03-03,"5",6.36,304,10.75
1997-03-03,"7.5",6.31,304,10.73
1997-03-03,"10",6.24,304,10.66
1997-03-03,"15",6.2,304,10.69
1997-03-03,"20",6.21,304,10.56
1997-03-03,"30",6.19,304,10.48
1997-03-03,"50",6.08,304,10.31
1997-03-03,"100",6.04,304,10.2
1997-03-03,"150",6.02,306,9.13
1997-03-03,"200",5.92,310,6.8
1997-03-03,"250",5.89,315,4.28
1997-03-03,"275",5.89,317,2.85
1997-03-03,"290",5.89,317,2.46
1997-03-03,"300",5.89,317,2.37
1997-03-03,"305",5.89,317,2.39
1997-03-03,"309",5.89,318,2.25
1997-03-17,"0",NA,300,15.03
1997-03-17,"2.5",NA,299,15.2
1997-03-17,"5",NA,299,14.84
1997-03-17,"7.5",NA,301,13.54
1997-03-17,"10",NA,302,12.48
1997-03-17,"15",NA,304,11.28
1997-03-17,"20",NA,304,10.58
1997-03-17,"30",NA,304,10.52
1997-03-17,"50",NA,304,10.36
1997-03-17,"100",NA,305,10.02
1997-03-17,"150",NA,306,9.49
1997-03-17,"200",NA,304,7.34
1997-03-17,"250",NA,314,5.76
1997-03-17,"275",NA,316,3.68
1997-03-17,"290",NA,317,3.34
1997-03-17,"300",NA,318,2.7
1997-03-17,"305",NA,319,2.38
1997-03-17,"309",NA,318,2.25
1997-04-09,"0",8.99,302,13.35
1997-04-09,"2.5",8.45,302,13.34
1997-04-09,"5",8.27,302,12.98
1997-04-09,"7.5",8.01,304,12.16
1997-04-09,"10",7.6,304,11.98
1997-04-09,"15",7,304,11.02
1997-04-09,"20",6.78,304,10.78
1997-04-09,"30",6.44,304,10.35
1997-04-09,"50",6.31,304,10.28
1997-04-09,"100",6.06,304,10.04
1997-04-09,"150",6,306,8.94
1997-04-09,"200",5.93,310,7.24
1997-04-09,"250",5.86,312,5.05
1997-04-09,"275",5.83,314,3.92
1997-04-09,"290",5.82,314,2.94
1997-04-09,"300",5.82,315,2.57
1997-04-09,"305",5.82,316,2.7
1997-04-09,"309",5.82,316,2.32
1997-04-23,"0",NA,304,12.09
1997-04-23,"2.5",NA,304,12.01
1997-04-23,"5",NA,305,11.6
1997-04-23,"7.5",NA,304,11.26
1997-04-23,"10",NA,304,11.34
1997-04-23,"15",NA,305,11.18
1997-04-23,"20",NA,306,11.36
1997-04-23,"30",NA,306,11.09
1997-04-23,"50",NA,306,11.66
1997-04-23,"100",NA,306,10.16
1997-04-23,"150",NA,307,8.9
1997-04-23,"200",NA,312,6.8
1997-04-23,"250",NA,316,4.34
1997-04-23,"275",NA,316,3.95
1997-04-23,"290",NA,318,3.12
1997-04-23,"300",NA,319,2.5
1997-04-23,"305",NA,319,2.46
1997-04-23,"309",NA,318,2.42
1997-05-13,"0",10.19,300,11.46
1997-05-13,"2.5",9.69,299,11.43
1997-05-13,"5",9.44,299,11.14
1997-05-13,"7.5",9.34,299,11.27
1997-05-13,"10",9.14,299,11.29
1997-05-13,"15",8.89,299,11.16
1997-05-13,"20",8.67,300,11.06
1997-05-13,"30",8.31,300,11.08
1997-05-13,"50",7.61,300,10.75
1997-05-13,"100",6.16,300,9.96
1997-05-13,"150",6.03,301,9.2
1997-05-13,"200",5.97,304,7.04
1997-05-13,"250",5.89,309,4.28
1997-05-13,"275",5.84,310,2.96
1997-05-13,"290",5.83,311,2.67
1997-05-13,"300",5.83,311,2.76
1997-05-13,"305",5.83,312,2.67
1997-05-13,"309",5.83,311,2.64
1997-05-21,"0",NA,300,10.72
1997-05-21,"2.5",NA,301,10.7
1997-05-21,"5",NA,302,10.98
1997-05-21,"7.5",NA,302,11.06
1997-05-21,"10",NA,302,10.94
1997-05-21,"15",NA,302,10.68
1997-05-21,"20",NA,302,10.68
1997-05-21,"30",NA,303,10.8
1997-05-21,"50",NA,304,10.7
1997-05-21,"100",NA,303,9.95
1997-05-21,"150",NA,304,9.76
1997-05-21,"200",NA,304,9.1
1997-05-21,"250",NA,310,4.9
1997-05-21,"275",NA,310,6.34
1997-05-21,"290",NA,313,3.03
1997-05-21,"300",NA,315,3.21
1997-05-21,"305",NA,315,3.48
1997-05-21,"309",NA,314,2.77
1997-06-09,"0",17.81,298,11.88
1997-06-09,"2.5",17.54,296,12.06
1997-06-09,"5",15.19,296,13.82
1997-06-09,"7.5",11.27,301,12.43
1997-06-09,"10",9.21,303,10.4
1997-06-09,"15",8.37,303,10.08
1997-06-09,"20",8.1,303,10.26
1997-06-09,"30",7.67,303,10.2
1997-06-09,"50",6.74,303,10.08
1997-06-09,"100",6.07,303,9.64
1997-06-09,"150",5.99,305,8.39
1997-06-09,"200",5.92,310,6.46
1997-06-09,"250",5.86,312,4.32
1997-06-09,"275",5.85,314,3.38
1997-06-09,"290",5.84,315,2.98
1997-06-09,"300",5.84,315,2.57
1997-06-09,"305",5.84,315,2.38
1997-06-09,"309",5.84,314,2.32
1997-06-25,"0",NA,282,10.69
1997-06-25,"2.5",NA,283,10.77
1997-06-25,"5",NA,283,10.66
1997-06-25,"7.5",NA,289,10.72
1997-06-25,"10",NA,290,10.78
1997-06-25,"15",NA,296,10.48
1997-06-25,"20",NA,302,9.48
1997-06-25,"30",NA,303,9.7
1997-06-25,"50",NA,304,9.95
1997-06-25,"100",NA,302,9.46
1997-06-25,"150",NA,304,8.42
1997-06-25,"200",NA,308,6.52
1997-06-25,"250",NA,312,4.29
1997-06-25,"275",NA,313,3.24
1997-06-25,"290",NA,315,3
1997-06-25,"300",NA,315,2.55
1997-06-25,"305",NA,315,2.39
1997-06-25,"309",NA,315,2.3
1997-07-09,"0",16.97,289,10.63
1997-07-09,"2.5",16.17,290,10.72
1997-07-09,"5",16.06,291,10.61
1997-07-09,"7.5",16,292,10.59
1997-07-09,"10",14.66,294,10.02
1997-07-09,"15",11.32,294,9.46
1997-07-09,"20",8.71,300,9.39
1997-07-09,"30",7.84,304,9.64
1997-07-09,"50",7.14,304,9.7
1997-07-09,"100",6.07,304,9.59
1997-07-09,"150",5.98,306,8.68
1997-07-09,"200",5.91,309,6.42
1997-07-09,"250",5.84,312,4.38
1997-07-09,"275",5.83,314,3.2
1997-07-09,"290",5.82,314,2.65
1997-07-09,"300",5.82,315,2.45
1997-07-09,"305",5.82,315,1.95
1997-07-09,"309",5.82,315,1.72
1997-07-22,"0",20.24,271,11.14
1997-07-22,"2.5",19.92,272,11.28
1997-07-22,"5",17.66,274,11.93
1997-07-22,"7.5",15.02,292,11.38
1997-07-22,"10",13.41,296,9.56
1997-07-22,"15",10.97,297,8.71
1997-07-22,"20",9.63,302,8.84
1997-07-22,"30",7.85,304,9.6
1997-07-22,"50",7,305,9.84
1997-07-22,"100",6.08,306,9.56
1997-07-22,"150",5.99,306,8.72
1997-07-22,"200",5.92,310,6.8
1997-07-22,"250",5.86,314,4.33
1997-07-22,"275",5.84,315,3.78
1997-07-22,"290",5.83,316,3.12
1997-07-22,"300",5.83,317,2.18
1997-07-22,"305",5.82,317,1.72
1997-07-22,"309",5.83,317,1.57
1997-08-04,"0",22.22,272,10.81
1997-08-04,"2.5",21.69,272,10.88
1997-08-04,"5",19.18,272,11.49
1997-08-04,"7.5",17.39,279,11.09
1997-08-04,"10",15.48,284,9.75
1997-08-04,"15",12.65,294,7.78
1997-08-04,"20",10.59,300,7.93
1997-08-04,"30",8.41,304,8.55
1997-08-04,"50",7.24,304,9.49
1997-08-04,"100",6.17,303,9.23
1997-08-04,"150",6.01,304,8.28
1997-08-04,"200",5.91,308,6.12
1997-08-04,"250",5.95,313,3.79
1997-08-04,"275",5.85,313,3.01
1997-08-04,"290",5.84,315,2.46
1997-08-04,"300",5.85,316,1.41
1997-08-04,"305",5.87,318,1.85
1997-08-04,"309",5.89,317,1.85
1997-08-19,"0",23.36,269,9.81
1997-08-19,"2.5",23.11,271,9.8
1997-08-19,"5",22.75,272,9.76
1997-08-19,"7.5",21.6,278,11.72
1997-08-19,"10",18.7,282,11.16
1997-08-19,"15",14.14,287,7.86
1997-08-19,"20",12.77,299,7.94
1997-08-19,"30",9.4,306,8.61
1997-08-19,"50",7.4,306,9.58
1997-08-19,"100",6.11,306,9.26
1997-08-19,"150",6,309,7.89
1997-08-19,"200",5.93,312,6.04
1997-08-19,"250",5.87,316,3.74
1997-08-19,"275",5.87,318,2.94
1997-08-19,"290",5.88,320,2.66
1997-08-19,"300",5.87,320,2.44
1997-08-19,"305",5.87,320,1.72
1997-08-19,"309",5.87,318,1.78
1997-09-09,"0",20.63,272,10.9
1997-09-09,"2.5",20.48,270,10.88
1997-09-09,"5",19.93,270,11.26
1997-09-09,"7.5",17.19,272,11.71
1997-09-09,"10",14.84,276,9.66
1997-09-09,"15",13.33,286,7.26
1997-09-09,"20",11.82,295,7.17
1997-09-09,"30",8.86,304,8.2
1997-09-09,"50",7.27,304,9.43
1997-09-09,"100",6.06,305,9.3
1997-09-09,"150",5.97,308,7.74
1997-09-09,"200",5.9,312,5.97
1997-09-09,"250",5.86,315,3.82
1997-09-09,"275",5.86,318,3.26
1997-09-09,"290",5.86,318,3.01
1997-09-09,"300",5.85,318,2.13
1997-09-09,"305",5.84,319,1.52
1997-09-09,"309",5.85,319,0.26
1997-09-23,"0",18.5,266,10.71
1997-09-23,"2.5",18.5,265,10.72
1997-09-23,"5",17.05,270,10.45
1997-09-23,"7.5",16.3,271,9.7
1997-09-23,"10",15.58,274,8.56
1997-09-23,"15",13.01,283,7.3
1997-09-23,"20",11.7,290,7.32
1997-09-23,"30",9.54,301,7.82
1997-09-23,"50",7.08,304,8.71
1997-09-23,"100",6.14,302,8.99
1997-09-23,"150",5.98,304,8.13
1997-09-23,"200",5.92,309,5.68
1997-09-23,"250",5.85,312,3.86
1997-09-23,"275",5.85,315,2.98
1997-09-23,"290",5.85,315,2.42
1997-09-23,"300",5.84,316,1.74
1997-09-23,"305",5.85,315,1.21
1997-09-23,"309",5.85,316,1.07
1997-10-06,"0",17.47,270,10.57
1997-10-06,"2.5",17.46,270,10.52
1997-10-06,"5",15.82,272,10.66
1997-10-06,"7.5",14.48,278,7.91
1997-10-06,"10",13.61,279,7.44
1997-10-06,"15",12.33,288,6.92
1997-10-06,"20",10.81,296,7.27
1997-10-06,"30",8.34,300,8.23
1997-10-06,"50",7,302,8.98
1997-10-06,"100",6.14,302,8.87
1997-10-06,"150",6.02,302,8.36
1997-10-06,"200",5.96,307,6.16
1997-10-06,"250",5.91,310,4.1
1997-10-06,"275",5.9,312,3.14
1997-10-06,"290",5.91,313,2.44
1997-10-06,"300",5.91,313,1.81
1997-10-06,"305",5.9,313,1.21
1997-10-06,"309",5.89,314,0.48
1997-10-20,"0",15.48,271,9.69
1997-10-20,"2.5",15.48,272,9.62
1997-10-20,"5",15.49,273,9.64
1997-10-20,"7.5",15.49,273,9.73
1997-10-20,"10",15.48,273,9.52
1997-10-20,"15",15.48,273,9.66
1997-10-20,"20",14.46,280,8.01
1997-10-20,"30",10.56,296,7.29
1997-10-20,"50",7.44,304,9.02
1997-10-20,"100",6.13,303,9.32
1997-10-20,"150",6,306,8.04
1997-10-20,"200",5.93,310,6.07
1997-10-20,"250",5.89,314,3.8
1997-10-20,"275",5.88,315,3.06
1997-10-20,"290",5.88,316,2.46
1997-10-20,"300",5.86,316,1.42
1997-10-20,"305",5.88,316,1.56
1997-10-20,"309",5.88,318,0.45
1997-11-03,"0",11.09,286,9.99
1997-11-03,"2.5",11.05,286,9.91
1997-11-03,"5",10.71,285,9.98
1997-11-03,"7.5",10.58,285,10
1997-11-03,"10",10.44,288,9.52
1997-11-03,"15",8.68,301,8.14
1997-11-03,"20",7.98,302,8.34
1997-11-03,"30",7.44,303,8.7
1997-11-03,"50",6.81,302,8.6
1997-11-03,"100",6.27,303,8.66
1997-11-03,"150",6.04,304,8.39
1997-11-03,"200",5.96,308,6.33
1997-11-03,"250",5.93,310,4.43
1997-11-03,"275",5.92,312,3.51
1997-11-03,"290",5.9,314,3.18
1997-11-03,"300",5.9,315,2.73
1997-11-03,"305",5.9,315,2.67
1997-11-03,"309",5.9,314,1.52
1997-11-17,"0",10.85,284,9.76
1997-11-17,"2.5",10.85,283,9.76
1997-11-17,"5",10.82,284,9.72
1997-11-17,"7.5",10.79,284,9.76
1997-11-17,"10",10.77,284,9.72
1997-11-17,"15",10.73,285,9.54
1997-11-17,"20",10.58,285,9.62
1997-11-17,"30",9.63,300,8.07
