date (yyyy-mm-dd HH:MM:SS),surface oxygen concentration [mg/L]
08.10.1969 12:00,9.6
01.04.1970 12:00,9.8
07.07.1970 12:00,14.1
08.10.1970 12:00,9.1
29.03.1971 12:00,11.7
05.07.1971 12:00,13.1
21.09.1971 12:00,10.0
22.03.1972 12:00,20.4
08.08.1972 12:00,10.6
03.10.1972 12:00,9.7
26.02.1973 12:00,9.0
12.03.1973 12:00,8.8
09.04.1973 12:00,8.1
07.05.1973 12:00,18.1
04.06.1973 12:00,17.7
02.07.1973 12:00,14.1
30.07.1973 12:00,12.2
27.08.1973 12:00,13.2
01.10.1973 12:00,9.2
22.10.1973 12:00,9.0
26.11.1973 12:00,9.3
17.12.1973 12:00,6.7
14.01.1974 12:00,6.8
11.02.1974 12:00,6.8
11.03.1974 12:00,8.0
08.04.1974 12:00,15.2
16.07.1974 12:00,13.8
03.09.1974 12:00,7.7
25.03.1975 12:00,8.6
07.08.1975 12:00,17.1
15.09.1975 12:00,9.5
22.03.1976 12:00,9.4
19.07.1976 12:00,11.2
16.08.1976 12:00,11.9
13.09.1976 12:00,10.6
11.10.1976 12:00,13.5
08.11.1976 12:00,9.3
06.12.1976 12:00,8.6
03.01.1977 12:00,7.3
31.01.1977 12:00,10.0
07.03.1977 12:00,10.6
02.05.1977 12:00,10.0
27.06.1977 12:00,10.2
21.09.1977 12:00,9.1
09.01.1978 12:00,6.7
06.02.1978 12:00,8.7
06.03.1978 12:00,10.1
22.03.1978 12:00,9.7
03.04.1978 12:00,15.0
14.04.1978 12:00,11.2
24.04.1978 12:00,16.5
12.05.1978 12:00,13.8
26.05.1978 12:00,13.2
04.06.1978 12:00,20.7
15.06.1978 12:00,15.8
25.06.1978 12:00,12.1
05.07.1978 12:00,13.9
17.07.1978 12:00,13.1
31.07.1978 12:00,12.4
22.08.1978 12:00,11.7
04.09.1978 12:00,11.8
18.09.1978 12:00,12.8
02.10.1978 12:00,10.5
16.10.1978 12:00,12.7
30.10.1978 12:00,9.5
20.11.1978 12:00,10.2
11.12.1978 12:00,8.2
06.01.1979 12:00,4.7
15.01.1979 12:00,6.0
06.02.1979 12:00,7.9
04.03.1979 12:00,7.1
02.04.1979 12:00,9.0
07.08.1979 12:00,13.0
25.09.1979 12:00,8.5
25.03.1980 12:00,10.9
23.07.1980 12:00,15.8
08.10.1980 12:00,10.3
23.03.1981 12:00,10.3
14.10.1981 12:00,10.8
17.03.1982 12:00,8.7
31.03.1982 12:00,9.4
14.04.1982 12:00,11.2
28.04.1982 12:00,14.7
12.05.1982 12:00,11.9
26.05.1982 12:00,11.6
09.06.1982 12:00,12.6
23.06.1982 12:00,16.7
07.07.1982 12:00,13.2
21.07.1982 12:00,12.5
04.08.1982 12:00,12.7
18.08.1982 12:00,10.5
01.09.1982 12:00,10.8
15.09.1982 12:00,13.0
29.09.1982 12:00,13.0
13.10.1982 12:00,8.3
27.10.1982 12:00,8.6
10.11.1982 12:00,8.6
24.11.1982 12:00,8.7
08.12.1982 12:00,8.5
22.12.1982 12:00,7.7
03.01.1983 12:00,7.7
17.01.1983 12:00,7.8
07.02.1983 12:00,7.6
21.02.1983 12:00,8.2
07.03.1983 12:00,8.6
21.03.1983 12:00,9.3
05.04.1983 12:00,10.0
18.04.1983 12:00,14.3
02.05.1983 12:00,15.2
24.05.1983 12:00,10.3
29.07.1983 12:00,14.3
10.10.1983 12:00,10.2
15.12.1983 12:00,7.9
23.01.1984 12:00,8.1
23.02.1984 12:00,9.5
23.03.1984 12:00,9.5
17.04.1984 12:00,12.0
19.06.1984 12:00,12.6
26.09.1984 12:00,8.3
18.12.1984 12:00,8.6
20.03.1985 12:00,10.0
15.04.1985 12:00,11.2
29.04.1985 12:00,13.5
13.05.1985 12:00,14.0
28.05.1985 12:00,15.2
10.06.1985 12:00,11.0
24.06.1985 12:00,13.6
08.07.1985 12:00,15.3
22.07.1985 12:00,13.7
05.08.1985 12:00,10.6
19.08.1985 12:00,10.7
02.09.1985 12:00,10.2
16.09.1985 12:00,10.2
30.09.1985 12:00,11.4
14.10.1985 12:00,9.0
28.10.1985 12:00,8.3
11.11.1985 12:00,8.6
25.11.1985 12:00,7.9
16.12.1985 12:00,6.5
06.01.1986 12:00,5.0
20.01.1986 12:00,6.4
03.02.1986 12:00,7.0
01.04.1986 12:00,9.2
14.04.1986 12:00,9.8
28.04.1986 12:00,12.5
12.05.1986 12:00,24.9
26.05.1986 12:00,12.6
09.06.1986 12:00,11.1
23.06.1986 12:00,11.8
07.07.1986 12:00,11.4
21.07.1986 12:00,13.8
04.08.1986 12:00,14.4
18.08.1986 12:00,12.0
01.09.1986 12:00,10.0
08.09.1986 12:00,10.6
15.09.1986 12:00,10.6
29.09.1986 12:00,10.4
13.10.1986 12:00,11.0
27.10.1986 12:00,9.2
10.11.1986 12:00,9.3
24.11.1986 12:00,9.1
15.12.1986 12:00,6.1
29.12.1986 12:00,6.2
19.01.1987 12:00,9.0
16.02.1987 12:00,9.7
16.03.1987 12:00,10.6
13.04.1987 12:00,12.0
27.04.1987 12:00,22.2
11.05.1987 12:00,12.8
25.05.1987 12:00,11.1
09.06.1987 12:00,11.6
22.06.1987 12:00,10.7
06.07.1987 12:00,12.5
20.07.1987 12:00,13.7
03.08.1987 12:00,10.6
17.08.1987 12:00,13.8
31.08.1987 12:00,14.8
14.09.1987 12:00,11.8
28.09.1987 12:00,8.8
12.10.1987 12:00,9.1
26.10.1987 12:00,9.0
09.11.1987 12:00,9.2
23.11.1987 12:00,9.0
14.12.1987 12:00,6.9
