date (yyyy-mm-dd HH:MM:SS),bottom temperature [°C]
08.10.1969 12:00,4.8
01.04.1970 12:00,3.8
07.07.1970 12:00,4.5
08.10.1970 12:00,4.4
29.03.1971 12:00,4.0
05.07.1971 12:00,5.0
21.09.1971 12:00,5.1
22.03.1972 12:00,3.8
08.08.1972 12:00,3.6
03.10.1972 12:00,4.1
26.02.1973 12:00,4.4
12.03.1973 12:00,4.7
09.04.1973 12:00,4.0
07.05.1973 12:00,4.3
04.06.1973 12:00,4.3
02.07.1973 12:00,4.4
30.07.1973 12:00,4.5
27.08.1973 12:00,4.4
01.10.1973 12:00,5.8
22.10.1973 12:00,4.3
26.11.1973 12:00,4.2
17.12.1973 12:00,4.4
14.01.1974 12:00,4.4
11.02.1974 12:00,4.4
11.03.1974 12:00,4.1
08.04.1974 12:00,4.1
16.07.1974 12:00,4.2
03.09.1974 12:00,4.2
25.03.1975 12:00,4.3
07.08.1975 12:00,4.6
15.09.1975 12:00,4.2
22.03.1976 12:00,3.8
19.07.1976 12:00,4.2
16.08.1976 12:00,4.3
13.09.1976 12:00,4.3
11.10.1976 12:00,4.4
08.11.1976 12:00,4.2
06.12.1976 12:00,4.2
03.01.1977 12:00,4.2
31.01.1977 12:00,4.2
07.03.1977 12:00,4.1
02.05.1977 12:00,4.3
27.06.1977 12:00,4.2
21.09.1977 12:00,4.1
09.01.1978 12:00,4.4
23.01.1978 12:00,4.4
06.02.1978 12:00,4.4
06.03.1978 12:00,4.1
22.03.1978 12:00,4.1
03.04.1978 12:00,4.0
14.04.1978 12:00,4.0
24.04.1978 12:00,4.0
12.05.1978 12:00,4.0
26.05.1978 12:00,4.0
04.06.1978 12:00,4.0
15.06.1978 12:00,4.1
25.06.1978 12:00,4.1
05.07.1978 12:00,4.2
17.07.1978 12:00,4.2
31.07.1978 12:00,4.2
22.08.1978 12:00,4.2
04.09.1978 12:00,4.2
18.09.1978 12:00,4.2
02.10.1978 12:00,4.2
16.10.1978 12:00,4.2
30.10.1978 12:00,4.2
20.11.1978 12:00,4.2
11.12.1978 12:00,4.2
15.01.1979 12:00,3.8
06.02.1979 12:00,3.5
04.03.1979 12:00,2.9
02.04.1979 12:00,3.4
07.08.1979 12:00,4.1
25.09.1979 12:00,4.2
23.07.1980 12:00,4.2
08.10.1980 12:00,4.2
23.03.1981 12:00,4.2
14.10.1981 12:00,4.2
14.04.1982 12:00,3.8
28.04.1982 12:00,4.0
12.05.1982 12:00,3.9
26.05.1982 12:00,3.9
09.06.1982 12:00,4.0
23.06.1982 12:00,4.0
07.07.1982 12:00,4.0
04.08.1982 12:00,4.0
18.08.1982 12:00,4.0
01.09.1982 12:00,4.1
15.09.1982 12:00,4.1
29.09.1982 12:00,4.1
13.10.1982 12:00,4.2
27.10.1982 12:00,4.1
10.11.1982 12:00,4.1
24.11.1982 12:00,4.1
08.12.1982 12:00,4.2
22.12.1982 12:00,4.1
03.01.1983 12:00,4.2
17.01.1983 12:00,4.3
07.02.1983 12:00,4.3
21.02.1983 12:00,4.3
07.03.1983 12:00,4.2
21.03.1983 12:00,4.1
05.04.1983 12:00,4.1
18.04.1983 12:00,4.2
02.05.1983 12:00,4.3
24.05.1983 12:00,4.3
29.07.1983 12:00,4.5
10.10.1983 12:00,4.5
15.12.1983 12:00,4.6
23.01.1984 12:00,4.6
23.02.1984 12:00,4.0
23.03.1984 12:00,4.1
17.04.1984 12:00,3.8
19.06.1984 12:00,4.0
26.09.1984 12:00,4.2
18.12.1984 12:00,4.2
20.03.1985 12:00,4.2
15.04.1985 12:00,4.1
29.04.1985 12:00,4.1
13.05.1985 12:00,4.1
28.05.1985 12:00,4.1
10.06.1985 12:00,4.1
24.06.1985 12:00,4.1
08.07.1985 12:00,4.1
22.07.1985 12:00,4.1
05.08.1985 12:00,4.1
19.08.1985 12:00,4.1
02.09.1985 12:00,4.1
16.09.1985 12:00,4.2
30.09.1985 12:00,4.2
14.10.1985 12:00,4.2
28.10.1985 12:00,4.2
11.11.1985 12:00,4.2
25.11.1985 12:00,4.3
16.12.1985 12:00,4.3
06.01.1986 12:00,4.5
20.01.1986 12:00,4.2
03.02.1986 12:00,3.6
01.04.1986 12:00,3.6
14.04.1986 12:00,4.2
28.04.1986 12:00,4.5
12.05.1986 12:00,4.5
