date (yyyy-mm-dd HH:MM:SS),hypolimnetic density [kg/m3]
08.10.1969 12:00,1000.1929493226198
01.04.1970 12:00,1000.2052498065726
07.07.1970 12:00,1000.2003127735081
08.10.1970 12:00,1000.2034982450471
29.03.1971 12:00,1000.1863478096183
05.07.1971 12:00,1000.1761459771806
22.03.1972 12:00,1000.1931072413275
08.08.1972 12:00,1000.1887840170559
03.10.1972 12:00,1000.1835013718967
26.02.1973 12:00,1000.1941717561272
12.03.1973 12:00,1000.1782208186049
09.04.1973 12:00,1000.1944690662631
07.05.1973 12:00,1000.1862807350952
04.06.1973 12:00,1000.1909622854292
02.07.1973 12:00,1000.185748754417
30.07.1973 12:00,1000.1785672197317
27.08.1973 12:00,1000.18885980389
01.10.1973 12:00,1000.1545588644682
22.10.1973 12:00,1000.1945340774481
26.11.1973 12:00,1000.1899890812534
17.12.1973 12:00,1000.1868249190458
14.01.1974 12:00,1000.1904217237716
11.02.1974 12:00,1000.1914920679809
11.03.1974 12:00,1000.1904236124187
08.04.1974 12:00,1000.1915193626731
16.07.1974 12:00,1000.1951207727423
03.09.1974 12:00,1000.1968431356139
25.03.1975 12:00,1000.2022584259247
07.08.1975 12:00,1000.1942713197241
15.09.1975 12:00,1000.2013716224487
22.03.1976 12:00,1000.2060083834085
19.07.1976 12:00,1000.2004149378147
16.08.1976 12:00,1000.194706636044
11.10.1976 12:00,1000.207020416207
07.03.1977 12:00,1000.1808726324526
27.06.1977 12:00,1000.1922386310498
21.09.1977 12:00,1000.1994457312699
23.01.1978 12:00,1000.1998046111302
06.03.1978 12:00,1000.1876513644255
22.03.1978 12:00,1000.1917052758567
03.04.1978 12:00,1000.1943148862697
14.04.1978 12:00,1000.1926830661481
24.04.1978 12:00,1000.1938363063022
12.05.1978 12:00,1000.1871290004343
26.05.1978 12:00,1000.1864091805331
04.06.1978 12:00,1000.1863654898341
15.06.1978 12:00,1000.1864222876557
25.06.1978 12:00,1000.186984355183
05.07.1978 12:00,1000.187557279148
17.07.1978 12:00,1000.1875533567088
31.07.1978 12:00,1000.1862054742151
22.08.1978 12:00,1000.1897274117539
04.09.1978 12:00,1000.1955664424337
18.09.1978 12:00,1000.1943276421168
02.10.1978 12:00,1000.1994400910027
16.10.1978 12:00,1000.1978634522062
30.10.1978 12:00,1000.2003663424348
20.11.1978 12:00,1000.1968505546242
11.12.1978 12:00,1000.1953130872479
15.01.1979 12:00,1000.188800777081
06.02.1979 12:00,1000.1872901495897
04.03.1979 12:00,1000.1865564353803
02.04.1979 12:00,1000.1977324347291
07.08.1979 12:00,1000.192880919146
25.09.1979 12:00,1000.2033253147978
23.07.1980 12:00,1000.2013121729464
08.10.1980 12:00,1000.2082649211897
23.03.1981 12:00,1000.2042202875124
14.10.1981 12:00,1000.2083659831466
14.04.1982 12:00,1000.2127362552292
28.04.1982 12:00,1000.2125327726993
12.05.1982 12:00,1000.2096599644333
26.05.1982 12:00,1000.2095516868442
09.06.1982 12:00,1000.2104776621452
23.06.1982 12:00,1000.1990933930676
07.07.1982 12:00,1000.1997426321323
04.08.1982 12:00,1000.2130867989058
18.08.1982 12:00,1000.2247193122474
01.09.1982 12:00,1000.2234635599547
15.09.1982 12:00,1000.2108849475812
29.09.1982 12:00,1000.2083141523892
13.10.1982 12:00,1000.2108027261432
27.10.1982 12:00,1000.223020800143
24.11.1982 12:00,1000.2242455115953
08.12.1982 12:00,1000.2103223194956
22.12.1982 12:00,1000.212562377094
03.01.1983 12:00,1000.2072919539828
17.01.1983 12:00,1000.2069574927132
07.02.1983 12:00,1000.2116353031554
21.02.1983 12:00,1000.2096592947075
07.03.1983 12:00,1000.2131018831479
21.03.1983 12:00,1000.2153290737992
05.04.1983 12:00,1000.2092697056746
18.04.1983 12:00,1000.2002493851479
02.05.1983 12:00,1000.1987884972483
24.05.1983 12:00,1000.2000294474167
29.07.1983 12:00,1000.1987482900531
10.10.1983 12:00,1000.1999905524851
15.12.1983 12:00,1000.1973140958871
23.01.1984 12:00,1000.1962578832077
23.02.1984 12:00,1000.1954885428714
23.03.1984 12:00,1000.2001846412426
17.04.1984 12:00,1000.1990977004921
19.06.1984 12:00,1000.1956563903359
26.09.1984 12:00,1000.1960307393422
18.12.1984 12:00,1000.1956729373217
20.03.1985 12:00,1000.1949978518741
15.04.1985 12:00,1000.197117315706
29.04.1985 12:00,1000.195297845374
13.05.1985 12:00,1000.1906104611089
28.05.1985 12:00,1000.1886730759597
10.06.1985 12:00,1000.2037386764944
24.06.1985 12:00,1000.2028290064155
