date (yyyy-mm-dd HH:MM:SS),surface oxygen concentration [mg/L]
12.09.1941 12:00,11.1
07.10.1941 12:00,9.5
10.11.1941 12:00,9.5
15.12.1941 12:00,8.1
30.03.1942 12:00,8.5
22.04.1942 12:00,17.1
18.05.1942 12:00,14.3
12.06.1942 12:00,11.6
08.07.1942 12:00,11.6
24.08.1942 12:00,10.9
01.10.1942 12:00,10.1
06.01.1943 12:00,8.9
12.03.1943 12:00,10.9
09.09.1947 12:00,12.2
24.06.1948 12:00,10.3
30.03.1949 12:00,14.2
20.04.1949 12:00,20.1
31.05.1949 12:00,10.7
08.07.1949 12:00,10.0
20.07.1949 12:00,11.8
26.08.1949 12:00,9.2
22.09.1949 12:00,10.3
04.11.1949 12:00,8.2
08.12.1949 12:00,8.1
10.01.1950 12:00,8.1
16.02.1950 12:00,10.1
16.03.1950 12:00,12.2
14.04.1950 12:00,14.7
10.05.1950 12:00,16.7
12.06.1950 12:00,13.6
12.07.1950 12:00,10.2
09.08.1950 12:00,9.7
06.09.1950 12:00,9.0
05.10.1950 12:00,9.7
06.11.1950 12:00,8.5
04.12.1950 12:00,6.9
11.09.1952 12:00,8.3
22.01.1953 12:00,11.6
27.03.1953 12:00,18.3
17.04.1953 12:00,15.2
26.05.1953 12:00,10.5
23.06.1953 12:00,12.2
27.07.1953 12:00,12.4
25.08.1953 12:00,10.8
21.09.1953 12:00,9.4
20.10.1953 12:00,10.7
18.11.1953 12:00,8.6
14.12.1953 12:00,8.9
08.02.1954 12:00,8.7
17.03.1954 12:00,8.7
22.04.1954 12:00,12.2
17.05.1954 12:00,13.9
14.06.1954 12:00,10.2
21.07.1954 12:00,10.9
26.08.1954 12:00,10.2
15.09.1954 12:00,9.6
19.10.1954 12:00,11.0
22.11.1954 12:00,6.9
20.12.1954 12:00,5.6
24.01.1955 12:00,8.8
18.07.1955 12:00,10.4
19.09.1955 12:00,10.8
17.02.1956 12:00,10.4
27.03.1956 12:00,9.7
25.04.1956 12:00,20.4
17.05.1956 12:00,11.9
12.06.1956 12:00,9.1
04.07.1956 12:00,11.9
07.08.1956 12:00,11.0
12.09.1956 12:00,10.5
12.10.1956 12:00,7.6
08.11.1956 12:00,7.8
05.12.1956 12:00,6.2
18.02.1958 12:00,7.9
18.03.1958 12:00,11.6
18.04.1958 12:00,14.0
20.05.1958 12:00,10.4
17.06.1958 12:00,15.3
16.07.1958 12:00,15.5
15.08.1958 12:00,24.7
23.09.1958 12:00,4.9
28.10.1958 12:00,5.0
25.11.1958 12:00,4.8
16.12.1958 12:00,6.9
13.01.1959 12:00,9.3
24.03.1959 12:00,20.9
28.04.1959 12:00,19.3
21.05.1959 12:00,9.8
16.06.1959 12:00,15.2
14.07.1959 12:00,11.4
12.08.1959 12:00,12.3
10.09.1959 12:00,12.9
20.10.1959 12:00,3.4
18.11.1959 12:00,4.9
15.12.1959 12:00,5.3
19.01.1960 12:00,7.7
08.03.1960 12:00,10.8
07.04.1960 12:00,24.4
05.05.1960 12:00,16.5
01.06.1960 12:00,12.5
04.07.1960 12:00,10.9
03.08.1960 12:00,13.8
14.09.1960 12:00,14.8
18.10.1960 12:00,5.5
02.11.1960 12:00,5.4
22.11.1960 12:00,5.5
20.12.1960 12:00,7.0
24.01.1961 12:00,9.5
24.02.1961 12:00,10.4
24.03.1961 12:00,16.5
24.04.1961 12:00,12.2
15.05.1961 12:00,9.5
14.06.1961 12:00,14.9
11.07.1961 12:00,12.8
15.08.1961 12:00,12.2
22.08.1961 12:00,12.6
21.09.1961 12:00,19.6
24.10.1961 12:00,5.3
29.11.1961 12:00,5.0
27.12.1961 12:00,7.3
17.01.1962 12:00,7.7
19.02.1962 12:00,10.2
07.03.1962 12:00,11.4
17.04.1962 12:00,15.2
24.05.1962 12:00,14.1
20.06.1962 12:00,16.8
25.07.1962 12:00,14.5
29.08.1962 12:00,24.3
25.09.1962 12:00,11.3
24.10.1962 12:00,6.8
26.11.1962 12:00,5.1
13.12.1962 12:00,4.4
23.01.1963 12:00,15.2
15.02.1963 12:00,17.2
09.04.1963 12:00,8.1
07.05.1963 12:00,10.9
11.06.1963 12:00,9.8
05.07.1963 12:00,11.9
07.08.1963 12:00,10.7
03.09.1963 12:00,15.0
16.10.1963 12:00,7.5
14.11.1963 12:00,7.9
05.12.1963 12:00,7.2
21.01.1964 12:00,7.2
25.03.1964 12:00,8.4
24.04.1964 12:00,15.0
21.05.1964 12:00,9.0
19.06.1964 12:00,11.3
16.07.1964 12:00,12.5
27.08.1964 12:00,16.2
16.09.1964 12:00,15.2
28.10.1964 12:00,6.3
24.11.1964 12:00,6.7
28.12.1964 12:00,6.6
29.03.1965 12:00,4.7
26.04.1965 12:00,9.0
21.05.1965 12:00,10.7
30.06.1965 12:00,16.2
29.07.1965 12:00,12.4
30.08.1965 12:00,15.4
23.09.1965 12:00,15.4
15.10.1965 12:00,9.8
29.11.1965 12:00,5.0
22.12.1965 12:00,5.4
15.02.1966 12:00,8.2
23.03.1966 12:00,8.8
13.04.1966 12:00,20.6
11.05.1966 12:00,9.1
30.06.1966 12:00,9.7
27.07.1966 12:00,11.7
29.08.1966 12:00,13.2
21.09.1966 12:00,9.0
12.10.1966 12:00,16.0
08.11.1966 12:00,7.6
07.12.1966 12:00,5.9
28.02.1967 12:00,6.1
21.03.1967 12:00,8.0
11.04.1967 12:00,11.0
12.05.1967 12:00,15.4
22.06.1967 12:00,12.7
25.07.1967 12:00,10.8
22.08.1967 12:00,12.4
20.09.1967 12:00,13.5
25.10.1967 12:00,10.8
29.11.1967 12:00,6.7
27.12.1967 12:00,4.9
25.03.1968 12:00,9.4
16.04.1968 12:00,15.6
14.05.1968 12:00,12.3
19.06.1968 12:00,13.3
09.07.1968 12:00,13.5
13.08.1968 12:00,15.4
11.09.1968 12:00,19.4
08.10.1968 12:00,6.7
06.11.1968 12:00,6.7
18.12.1968 12:00,5.0
25.03.1969 12:00,10.4
22.04.1969 12:00,10.8
27.05.1969 12:00,9.9
25.06.1969 12:00,12.2
15.07.1969 12:00,14.1
19.08.1969 12:00,12.6
09.09.1969 12:00,13.5
21.10.1969 12:00,12.2
17.12.1969 12:00,4.8
24.04.1970 12:00,13.5
10.06.1970 12:00,19.0
07.07.1970 12:00,15.8
05.08.1970 12:00,12.7
09.09.1970 12:00,15.9
13.10.1970 12:00,14.2
10.11.1970 12:00,10.1
29.12.1970 12:00,7.2
14.04.1971 12:00,16.0
12.05.1971 12:00,14.7
09.06.1971 12:00,14.8
06.07.1971 12:00,19.0
10.08.1971 12:00,10.7
15.09.1971 12:00,10.0
19.10.1971 12:00,9.6
30.11.1971 12:00,5.2
28.12.1971 12:00,5.7
16.03.1972 12:00,10.3
10.04.1972 12:00,9.6
16.05.1972 12:00,10.6
13.06.1972 12:00,8.9
11.07.1972 12:00,11.8
15.08.1972 12:00,12.4
26.09.1972 12:00,8.9
17.10.1972 12:00,8.3
27.11.1972 12:00,4.0
19.12.1972 12:00,0.6
21.03.1973 12:00,5.2
24.04.1973 12:00,19.6
22.05.1973 12:00,19.3
26.06.1973 12:00,12.3
24.07.1973 12:00,10.0
22.08.1973 12:00,11.0
26.09.1973 12:00,9.3
23.10.1973 12:00,8.9
20.11.1973 12:00,7.8
11.12.1973 12:00,6.3
09.01.1974 12:00,6.3
11.02.1974 12:00,6.5
05.03.1974 12:00,7.4
02.04.1974 12:00,26.0
14.05.1974 12:00,8.9
05.06.1974 12:00,18.9
09.07.1974 12:00,17.0
06.08.1974 12:00,14.5
03.09.1974 12:00,11.0
08.10.1974 12:00,8.1
06.11.1974 12:00,8.0
03.12.1974 12:00,5.3
07.01.1975 12:00,6.9
06.02.1975 12:00,7.9
12.03.1975 12:00,10.2
08.04.1975 12:00,12.5
12.05.1975 12:00,16.4
10.06.1975 12:00,17.6
02.07.1975 12:00,8.6
06.08.1975 12:00,15.1
03.09.1975 12:00,10.7
08.10.1975 12:00,12.8
11.11.1975 12:00,9.2
11.12.1975 12:00,7.3
15.01.1976 12:00,5.3
16.03.1976 12:00,11.3
21.04.1976 12:00,19.6
18.05.1976 12:00,20.2
23.06.1976 12:00,14.0
20.07.1976 12:00,10.3
06.10.1976 12:00,12.2
03.11.1976 12:00,7.3
15.12.1976 12:00,5.8
21.02.1977 12:00,8.7
19.04.1977 12:00,10.4
24.05.1977 12:00,13.1
29.06.1977 12:00,15.3
27.07.1977 12:00,9.4
31.08.1977 12:00,10.3
27.09.1977 12:00,10.2
18.10.1977 12:00,10.1
21.11.1977 12:00,6.5
08.12.1977 12:00,3.3
17.01.1978 12:00,6.0
22.03.1978 12:00,11.8
18.04.1978 12:00,13.1
24.05.1978 12:00,12.2
21.06.1978 12:00,14.6
25.07.1978 12:00,15.8
22.08.1978 12:00,12.1
27.09.1978 12:00,9.9
24.10.1978 12:00,8.3
16.11.1978 12:00,7.9
20.12.1978 12:00,5.2
10.01.1979 12:00,8.3
22.02.1979 12:00,9.1
20.03.1979 12:00,12.3
25.04.1979 12:00,14.9
22.05.1979 12:00,21.4
27.06.1979 12:00,18.7
25.07.1979 12:00,11.0
21.08.1979 12:00,10.7
26.09.1979 12:00,8.3
25.10.1979 12:00,8.7
23.11.1979 12:00,7.4
28.12.1979 12:00,4.7
07.02.1980 12:00,8.2
14.03.1980 12:00,9.7
10.04.1980 12:00,10.6
08.05.1980 12:00,17.7
27.06.1980 12:00,11.2
29.07.1980 12:00,14.6
27.08.1980 12:00,13.2
25.09.1980 12:00,11.2
28.10.1980 12:00,8.4
26.11.1980 12:00,7.0
19.12.1980 12:00,5.7
30.01.1981 12:00,6.2
23.02.1981 12:00,7.2
23.03.1981 12:00,10.0
29.04.1981 12:00,13.1
29.05.1981 12:00,9.5
30.06.1981 12:00,13.5
29.07.1981 12:00,10.6
27.08.1981 12:00,11.6
30.09.1981 12:00,7.9
29.10.1981 12:00,7.6
25.11.1981 12:00,7.2
22.12.1981 12:00,5.9
23.03.1982 12:00,9.3
27.04.1982 12:00,12.6
27.05.1982 12:00,9.9
24.06.1982 12:00,8.7
29.07.1982 12:00,10.7
24.08.1982 12:00,8.6
15.09.1982 12:00,11.9
20.10.1982 12:00,9.5
23.11.1982 12:00,8.2
17.03.1983 12:00,14.6
26.04.1983 12:00,21.5
24.05.1983 12:00,10.5
20.06.1983 12:00,9.1
27.07.1983 12:00,11.6
30.08.1983 12:00,13.5
27.09.1983 12:00,7.8
26.10.1983 12:00,8.1
30.11.1983 12:00,7.1
28.12.1983 12:00,6.0
28.03.1984 12:00,12.9
25.04.1984 12:00,14.8
16.05.1984 12:00,8.8
21.06.1984 12:00,8.2
25.07.1984 12:00,11.4
29.08.1984 12:00,11.1
26.09.1984 12:00,7.8
23.10.1984 12:00,8.7
