date,mean winter epilimnion 0-5 m oxygen concentration
1951,9.19
1953,10.57
1975,8.56
1977,8.86
1978,7.72
1979,7.28
1980,8.58
1981,8.36
1983,8.58
1985,9.32
1988,8.99
1989,9.39
1990,8.76
1991,8.54
1992,8.34
1993,9.36
1994,8.47
1996,8.79
1997,8.87
1998,8.89
1999,8.84
2000,8.57
2001,9.05
2003,9.47
2005,8.85
2006,9.76
2007,10.24
2008,9.45
2009,8.29
2010,8.76
2011,7.91
2012,8.4
2013,9.56
2014,9.35
2015,9.18
2016,9.51
2017,8.79
2018,8.66
2019,8.91
2020,9.06
2021,8.21
2022,9.07
2023,9.66
