date,mean annual surface temperature
1951,12.44
1953,13.01
1976,14.06
1977,12.79
1978,12.03
1979,12.4
1980,11.97
1981,11.27
1983,12.72
1984,12.71
1985,12.02
1988,13.17
1989,13.25
1990,12.8
1991,12.43
1992,13.14
1996,12.28
2004,13.53
2005,12.68
2006,12.92
2007,13.93
2008,12.55
2009,13.66
2010,12.49
2012,13.84
2013,13.27
2014,14.34
2015,14.01
2016,13.63
2017,13.77
2018,15.01
2019,14.54
2020,14.3
2021,13.77
2022,15.69
2023,15.08
