date,mean winter Secchi depth
1953,9.28
1975,10.82
1977,9.51
1978,11.37
1979,13.29
1980,11.84
1981,9.16
1983,10.36
1985,11.64
1988,10.29
1989,7.6
1990,7.98
1991,7.45
1992,6.28
1993,6.18
1994,7.11
1996,6.69
1997,5.05
1998,4.62
2000,6.63
2001,9.06
2003,6.21
2005,8.74
2006,5.16
2007,5.36
2008,6.2
2009,10.35
2010,9.83
2011,7.23
2012,7.8
2013,6.69
2014,9.6
2015,6.24
2016,5.85
2017,9.64
2018,6.81
2019,6.01
2020,8.18
2021,14.44
2022,9.65
2023,5.42
