date,mean annual hypolimnetic density
1983,1000.1433
1984,1000.1483
1985,1000.151
1988,1000.1499
1989,1000.1489
1990,1000.149
1991,1000.1533
1992,1000.1541
1996,1000.1414
2004,1000.1434
2005,1000.1494
2006,1000.1557
2007,1000.1512
2008,1000.1448
2009,1000.1487
2010,1000.1511
2012,1000.152
2013,1000.1554
2014,1000.149
2015,1000.1505
2016,1000.1463
2017,1000.1526
2018,1000.1499
2019,1000.138
2020,1000.1344
2021,1000.1368
2022,1000.1388
2023,1000.136
