date,mean winter epilimnion 5-10 m oxygen concentration
1951,8.9
1953,9.02
1975,8.53
1977,8.85
1978,7.56
1979,7.24
1980,8.55
1981,8.31
1983,8.58
1985,9.3
1988,8.93
1989,9.33
1990,8.57
1991,8.46
1992,8.31
1993,9.37
1994,8.38
1996,8.7
1997,8.73
1998,8.91
1999,8.71
2000,8.58
2001,8.99
2003,9.5
2005,8.86
2006,9.75
2007,10.1
2008,9.45
2009,7.97
2010,8.76
2011,8.65
2012,8.4
2013,9.62
2014,9.35
2015,9.18
2016,9.55
2017,8.79
2018,8.86
2019,9.56
2020,9.11
2021,8.12
2022,9.02
2023,9.57
