date (yyyy-mm-dd HH:MM:SS),surface oxygen concentration [mg/L]
16.01.1974 12:00,11.2
11.02.1974 12:00,11.3
11.03.1974 12:00,11.8
03.04.1974 12:00,20.4
06.05.1974 12:00,11.3
29.05.1974 12:00,11.0
24.06.1974 12:00,12.5
11.07.1974 12:00,11.5
12.08.1974 12:00,8.4
02.09.1974 12:00,11.0
01.10.1974 12:00,9.0
30.10.1974 12:00,10.2
27.11.1974 12:00,10.7
16.12.1974 12:00,10.9
20.01.1975 12:00,10.9
24.02.1975 12:00,11.5
23.03.1975 12:00,11.4
21.04.1975 12:00,12.7
20.05.1975 12:00,15.4
18.06.1975 12:00,10.7
14.07.1975 12:00,13.2
21.08.1975 12:00,12.9
08.09.1975 12:00,10.6
06.10.1975 12:00,9.5
03.11.1975 12:00,8.7
01.12.1975 12:00,9.8
07.01.1976 12:00,11.3
02.02.1976 12:00,11.7
08.03.1976 12:00,11.7
05.04.1976 12:00,15.6
03.05.1976 12:00,14.8
02.06.1976 12:00,10.3
30.06.1976 12:00,11.5
20.07.1976 12:00,12.6
16.08.1976 12:00,11.1
06.09.1976 12:00,8.6
18.10.1976 12:00,9.4
08.11.1976 12:00,9.0
06.12.1976 12:00,10.1
03.01.1977 12:00,10.9
31.01.1977 12:00,11.5
28.02.1977 12:00,11.4
28.03.1977 12:00,12.2
25.04.1977 12:00,12.0
25.05.1977 12:00,15.1
22.06.1977 12:00,12.6
04.07.1977 12:00,11.0
08.08.1977 12:00,10.8
31.08.1977 12:00,9.3
28.09.1977 12:00,9.8
25.10.1977 12:00,9.7
21.11.1977 12:00,9.7
12.12.1977 12:00,10.4
16.01.1978 12:00,11.3
13.02.1978 12:00,11.5
20.03.1978 12:00,12.2
10.04.1978 12:00,12.6
09.05.1978 12:00,11.8
05.06.1978 12:00,10.4
04.07.1978 12:00,10.5
02.08.1978 12:00,11.1
04.09.1978 12:00,9.2
02.10.1978 12:00,8.7
02.11.1978 12:00,9.0
04.12.1978 12:00,9.6
10.01.1979 12:00,11.0
05.02.1979 12:00,11.5
05.03.1979 12:00,11.8
02.04.1979 12:00,11.5
07.05.1979 12:00,12.8
05.06.1979 12:00,11.0
04.07.1979 12:00,11.0
01.08.1979 12:00,10.2
10.09.1979 12:00,11.4
01.10.1979 12:00,9.0
07.11.1979 12:00,9.2
04.12.1979 12:00,10.0
09.01.1980 12:00,11.3
04.02.1980 12:00,11.8
03.03.1980 12:00,11.9
01.04.1980 12:00,11.9
05.05.1980 12:00,12.4
03.06.1980 12:00,10.2
01.07.1980 12:00,10.1
28.07.1980 12:00,13.3
01.09.1980 12:00,8.8
01.10.1980 12:00,10.0
05.11.1980 12:00,9.6
01.12.1980 12:00,10.3
14.01.1981 12:00,11.8
09.02.1981 12:00,12.1
09.03.1981 12:00,12.2
06.04.1981 12:00,15.1
04.05.1981 12:00,11.3
01.06.1981 12:00,11.6
01.07.1981 12:00,11.9
27.07.1981 12:00,9.8
31.08.1981 12:00,10.7
05.10.1981 12:00,9.4
02.11.1981 12:00,9.8
07.12.1981 12:00,11.2
18.01.1982 12:00,12.4
08.02.1982 12:00,11.7
01.03.1982 12:00,12.3
05.04.1982 12:00,14.1
03.05.1982 12:00,13.8
01.06.1982 12:00,13.4
05.07.1982 12:00,10.5
26.07.1982 12:00,8.6
30.08.1982 12:00,9.5
20.09.1982 12:00,11.3
18.10.1982 12:00,9.8
08.11.1982 12:00,9.6
06.12.1982 12:00,10.1
10.01.1983 12:00,11.2
07.02.1983 12:00,11.5
07.03.1983 12:00,12.2
05.04.1983 12:00,12.1
02.05.1983 12:00,12.7
06.06.1983 12:00,12.9
04.07.1983 12:00,12.6
25.07.1983 12:00,10.4
05.09.1983 12:00,8.4
04.10.1983 12:00,11.7
08.11.1983 12:00,9.4
05.12.1983 12:00,10.6
09.01.1984 12:00,11.3
06.02.1984 12:00,11.5
12.03.1984 12:00,12.9
03.04.1984 12:00,12.2
07.05.1984 12:00,14.2
04.06.1984 12:00,10.8
02.07.1984 12:00,10.2
23.07.1984 12:00,11.1
03.09.1984 12:00,11.1
01.10.1984 12:00,11.2
29.10.1984 12:00,9.8
19.11.1984 12:00,9.2
10.12.1984 12:00,9.5
04.02.1985 12:00,11.4
25.02.1985 12:00,12.9
18.03.1985 12:00,12.3
01.04.1985 12:00,12.0
05.05.1985 12:00,12.2
03.06.1985 12:00,12.7
01.07.1985 12:00,10.2
22.07.1985 12:00,9.8
02.09.1985 12:00,10.5
04.11.1985 12:00,8.9
07.11.1985 12:00,12.0
09.12.1985 12:00,10.5
07.01.1986 12:00,11.5
03.02.1986 12:00,11.8
03.03.1986 12:00,12.2
01.04.1986 12:00,12.1
05.05.1986 12:00,15.1
02.06.1986 12:00,10.8
30.06.1986 12:00,11.5
28.07.1986 12:00,11.7
01.09.1986 12:00,10.6
06.10.1986 12:00,11.4
03.11.1986 12:00,9.8
01.12.1986 12:00,10.1
07.01.1987 12:00,11.7
29.01.1987 12:00,13.8
10.03.1987 12:00,12.0
24.03.1987 12:00,12.3
07.04.1987 12:00,12.6
22.04.1987 12:00,14.8
05.05.1987 12:00,13.6
20.05.1987 12:00,12.4
03.06.1987 12:00,12.7
17.06.1987 12:00,9.9
01.07.1987 12:00,11.8
14.07.1987 12:00,10.4
28.07.1987 12:00,9.2
11.08.1987 12:00,10.3
25.08.1987 12:00,9.9
08.09.1987 12:00,9.8
22.09.1987 12:00,11.3
06.10.1987 12:00,9.2
20.10.1987 12:00,9.5
03.11.1987 12:00,10.3
17.11.1987 12:00,9.3
01.12.1987 12:00,10.0
15.12.1987 12:00,10.3
