date (yyyy-mm-dd HH:MM:SS),thermocline depth [m]
03.04.1974 12:00,3.0
06.05.1974 12:00,12.0
29.05.1974 12:00,12.7
24.06.1974 12:00,11.5
11.07.1974 12:00,17.8
12.08.1974 12:00,19.8
02.09.1974 12:00,12.9
01.10.1974 12:00,19.3
21.04.1975 12:00,2.5
20.05.1975 12:00,3.0
18.06.1975 12:00,12.9
14.07.1975 12:00,3.4
21.08.1975 12:00,18.2
08.09.1975 12:00,18.7
06.10.1975 12:00,24.2
03.11.1975 12:00,25.0
05.04.1976 12:00,2.5
03.05.1976 12:00,5.7
02.06.1976 12:00,12.5
30.06.1976 12:00,11.0
20.07.1976 12:00,10.7
16.08.1976 12:00,16.7
06.09.1976 12:00,14.8
18.10.1976 12:00,17.5
08.11.1976 12:00,25.0
28.03.1977 12:00,24.2
25.04.1977 12:00,3.0
25.05.1977 12:00,12.5
22.06.1977 12:00,14.3
04.07.1977 12:00,3.0
08.08.1977 12:00,17.9
31.08.1977 12:00,17.5
28.09.1977 12:00,24.5
25.10.1977 12:00,24.5
21.11.1977 12:00,31.5
10.04.1978 12:00,3.0
09.05.1978 12:00,24.2
05.06.1978 12:00,4.9
04.07.1978 12:00,7.9
02.08.1978 12:00,7.9
04.09.1978 12:00,12.9
02.10.1978 12:00,22.2
02.11.1978 12:00,31.5
07.05.1979 12:00,8.0
05.06.1979 12:00,3.0
04.07.1979 12:00,16.4
01.08.1979 12:00,12.8
10.09.1979 12:00,17.5
01.10.1979 12:00,24.1
07.11.1979 12:00,31.5
01.04.1980 12:00,34.5
05.05.1980 12:00,7.5
03.06.1980 12:00,17.5
01.07.1980 12:00,23.0
28.07.1980 12:00,3.4
01.09.1980 12:00,20.7
01.10.1980 12:00,21.4
06.04.1981 12:00,3.0
04.05.1981 12:00,19.4
01.06.1981 12:00,3.0
01.07.1981 12:00,14.6
27.07.1981 12:00,24.1
31.08.1981 12:00,19.8
05.10.1981 12:00,21.6
18.01.1982 12:00,40.0
05.04.1982 12:00,3.0
03.05.1982 12:00,7.2
01.06.1982 12:00,8.7
05.07.1982 12:00,7.9
26.07.1982 12:00,12.5
30.08.1982 12:00,18.8
20.09.1982 12:00,17.5
18.10.1982 12:00,16.7
08.11.1982 12:00,31.1
06.06.1983 12:00,3.0
04.07.1983 12:00,17.5
25.07.1983 12:00,12.2
05.09.1983 12:00,13.3
04.10.1983 12:00,20.0
08.11.1983 12:00,31.5
07.05.1984 12:00,9.6
04.06.1984 12:00,24.5
02.07.1984 12:00,8.6
23.07.1984 12:00,12.4
03.09.1984 12:00,17.1
01.10.1984 12:00,24.7
29.10.1984 12:00,26.2
19.11.1984 12:00,31.5
25.02.1985 12:00,40.0
05.05.1985 12:00,3.0
03.06.1985 12:00,10.8
01.07.1985 12:00,7.5
22.07.1985 12:00,11.3
02.09.1985 12:00,17.5
04.11.1985 12:00,28.4
07.11.1985 12:00,19.8
05.05.1986 12:00,5.5
02.06.1986 12:00,12.5
30.06.1986 12:00,12.2
28.07.1986 12:00,16.0
01.09.1986 12:00,12.9
06.10.1986 12:00,17.9
03.11.1986 12:00,24.8
07.04.1987 12:00,2.5
22.04.1987 12:00,9.4
05.05.1987 12:00,7.5
20.05.1987 12:00,14.4
03.06.1987 12:00,7.5
17.06.1987 12:00,15.5
01.07.1987 12:00,2.4
14.07.1987 12:00,14.2
28.07.1987 12:00,16.3
11.08.1987 12:00,24.5
25.08.1987 12:00,17.8
08.09.1987 12:00,18.2
22.09.1987 12:00,18.7
06.10.1987 12:00,24.5
20.10.1987 12:00,25.0
03.11.1987 12:00,25.0
25.04.1988 12:00,21.6
24.05.1988 12:00,13.5
21.06.1988 12:00,12.8
14.07.1988 12:00,14.6
15.08.1988 12:00,12.7
12.09.1988 12:00,17.5
03.10.1988 12:00,24.1
01.11.1988 12:00,25.0
28.03.1989 12:00,3.0
25.04.1989 12:00,3.0
23.05.1989 12:00,7.2
13.07.1989 12:00,12.2
15.08.1989 12:00,15.2
11.09.1989 12:00,17.5
09.10.1989 12:00,17.5
07.11.1989 12:00,24.5
20.02.1990 12:00,5.0
19.03.1990 12:00,3.0
14.05.1990 12:00,7.5
11.06.1990 12:00,12.5
09.07.1990 12:00,12.5
06.08.1990 12:00,10.7
03.09.1990 12:00,13.1
01.10.1990 12:00,19.2
29.10.1990 12:00,25.0
04.02.1991 12:00,40.0
06.03.1991 12:00,2.5
03.04.1991 12:00,5.0
30.04.1991 12:00,7.5
28.05.1991 12:00,6.7
24.06.1991 12:00,17.2
23.07.1991 12:00,14.4
19.08.1991 12:00,14.1
16.09.1991 12:00,15.8
14.10.1991 12:00,19.5
28.04.1992 12:00,3.0
25.05.1992 12:00,8.5
22.06.1992 12:00,12.6
20.07.1992 12:00,13.7
18.08.1992 12:00,14.3
14.09.1992 12:00,17.2
12.10.1992 12:00,17.5
09.11.1992 12:00,31.5
05.04.1993 12:00,3.0
03.05.1993 12:00,7.5
01.06.1993 12:00,9.5
28.06.1993 12:00,14.8
26.07.1993 12:00,14.9
23.08.1993 12:00,14.6
20.09.1993 12:00,23.0
19.10.1993 12:00,24.5
16.11.1993 12:00,27.1
02.05.1994 12:00,3.0
30.05.1994 12:00,8.6
27.06.1994 12:00,7.2
25.07.1994 12:00,12.5
22.08.1994 12:00,15.9
19.09.1994 12:00,17.5
17.10.1994 12:00,24.5
14.11.1994 12:00,3.0
10.04.1995 12:00,15.6
08.05.1995 12:00,3.0
06.06.1995 12:00,12.0
03.07.1995 12:00,12.2
31.07.1995 12:00,16.1
28.08.1995 12:00,13.3
25.09.1995 12:00,22.6
23.10.1995 12:00,23.8
15.04.1996 12:00,3.0
13.05.1996 12:00,10.4
10.06.1996 12:00,9.3
08.07.1996 12:00,17.1
05.08.1996 12:00,13.4
02.09.1996 12:00,17.2
30.09.1996 12:00,17.9
28.10.1996 12:00,24.5
06.01.1997 12:00,40.0
10.03.1997 12:00,4.6
07.04.1997 12:00,34.2
05.05.1997 12:00,8.9
20.05.1997 12:00,7.5
02.06.1997 12:00,18.6
16.06.1997 12:00,6.8
30.06.1997 12:00,17.3
14.07.1997 12:00,16.4
28.07.1997 12:00,18.6
11.08.1997 12:00,11.4
26.08.1997 12:00,11.8
08.09.1997 12:00,17.3
22.09.1997 12:00,14.0
06.10.1997 12:00,18.6
20.10.1997 12:00,23.6
30.03.1998 12:00,3.5
14.04.1998 12:00,36.1
27.04.1998 12:00,5.1
11.05.1998 12:00,4.0
25.05.1998 12:00,11.6
08.06.1998 12:00,11.6
22.06.1998 12:00,9.4
06.07.1998 12:00,11.5
20.07.1998 12:00,18.7
03.08.1998 12:00,15.3
17.08.1998 12:00,14.0
31.08.1998 12:00,18.1
21.09.1998 12:00,14.4
05.10.1998 12:00,21.0
19.10.1998 12:00,23.0
06.04.1999 12:00,1.4
19.04.1999 12:00,25.0
03.05.1999 12:00,3.9
18.05.1999 12:00,17.6
31.05.1999 12:00,4.0
15.06.1999 12:00,23.6
29.06.1999 12:00,23.3
12.07.1999 12:00,20.6
03.08.1999 12:00,21.1
18.08.1999 12:00,21.1
31.08.1999 12:00,20.3
13.09.1999 12:00,17.6
27.09.1999 12:00,20.3
11.10.1999 12:00,27.2
02.11.1999 12:00,27.2
10.04.2000 12:00,7.5
25.04.2000 12:00,7.1
08.05.2000 12:00,6.1
29.05.2000 12:00,10.7
20.06.2000 12:00,11.1
13.07.2000 12:00,11.4
31.07.2000 12:00,11.4
14.08.2000 12:00,5.2
12.09.2000 12:00,22.5
11.10.2000 12:00,22.9
02.11.2000 12:00,27.5
13.11.2000 12:00,32.5
15.05.2001 12:00,10.8
12.06.2001 12:00,16.8
17.07.2001 12:00,18.6
06.08.2001 12:00,9.4
20.08.2001 12:00,21.4
04.09.2001 12:00,19.0
17.09.2001 12:00,17.7
15.10.2001 12:00,22.5
29.10.2001 12:00,22.9
26.03.2002 12:00,25.9
24.04.2002 12:00,3.3
08.05.2002 12:00,1.8
23.05.2002 12:00,8.7
04.06.2002 12:00,6.9
20.06.2002 12:00,5.4
08.07.2002 12:00,8.1
23.07.2002 12:00,18.2
06.08.2002 12:00,16.4
22.08.2002 12:00,6.8
09.09.2002 12:00,15.2
25.09.2002 12:00,19.5
08.10.2002 12:00,23.6
22.10.2002 12:00,27.5
05.11.2002 12:00,23.6
31.03.2003 12:00,2.5
24.04.2003 12:00,3.0
06.05.2003 12:00,11.8
21.05.2003 12:00,13.9
03.06.2003 12:00,6.1
16.06.2003 12:00,10.1
02.07.2003 12:00,6.0
15.07.2003 12:00,11.8
29.07.2003 12:00,12.3
13.08.2003 12:00,12.5
27.08.2003 12:00,11.4
10.09.2003 12:00,14.2
23.09.2003 12:00,15.7
08.10.2003 12:00,21.8
22.10.2003 12:00,23.6
03.12.2003 12:00,0.0
15.04.2004 12:00,5.5
28.04.2004 12:00,3.2
13.05.2004 12:00,8.9
26.05.2004 12:00,7.8
09.06.2004 12:00,3.3
23.06.2004 12:00,8.6
08.07.2004 12:00,16.8
27.07.2004 12:00,8.6
16.08.2004 12:00,8.6
31.08.2004 12:00,19.6
14.09.2004 12:00,18.8
28.09.2004 12:00,13.6
14.10.2004 12:00,21.5
04.11.2004 12:00,25.7
01.03.2005 12:00,40.0
29.03.2005 12:00,1.4
12.04.2005 12:00,23.7
28.04.2005 12:00,1.8
10.05.2005 12:00,9.4
25.05.2005 12:00,1.8
07.06.2005 12:00,8.3
23.06.2005 12:00,9.6
12.07.2005 12:00,17.5
27.07.2005 12:00,16.8
09.08.2005 12:00,11.4
25.08.2005 12:00,18.0
06.09.2005 12:00,18.7
20.09.2005 12:00,19.1
05.10.2005 12:00,20.3
18.10.2005 12:00,20.2
01.11.2005 12:00,21.1
15.11.2005 12:00,22.7
28.03.2006 12:00,7.5
11.04.2006 12:00,13.6
25.04.2006 12:00,6.0
09.05.2006 12:00,13.3
23.05.2006 12:00,14.1
06.06.2006 12:00,23.6
05.07.2006 12:00,11.0
18.07.2006 12:00,11.6
22.08.2006 12:00,14.5
05.09.2006 12:00,17.1
19.09.2006 12:00,11.4
03.10.2006 12:00,16.8
18.10.2006 12:00,20.5
07.11.2006 12:00,21.2
22.11.2006 12:00,31.5
03.04.2007 12:00,6.6
17.04.2007 12:00,3.7
14.05.2007 12:00,1.8
22.05.2007 12:00,3.6
06.06.2007 12:00,6.5
28.06.2007 12:00,11.4
10.07.2007 12:00,17.9
27.07.2007 12:00,9.4
07.08.2007 12:00,7.1
21.08.2007 12:00,18.4
04.09.2007 12:00,17.5
18.09.2007 12:00,23.2
02.10.2007 12:00,23.6
16.10.2007 12:00,23.6
05.11.2007 12:00,32.5
06.05.2008 12:00,11.1
20.05.2008 12:00,11.5
03.06.2008 12:00,14.0
17.06.2008 12:00,16.7
08.07.2008 12:00,11.4
22.07.2008 12:00,11.4
26.08.2008 12:00,18.9
09.09.2008 12:00,18.3
30.09.2008 12:00,21.4
14.10.2008 12:00,22.5
28.10.2008 12:00,23.2
11.11.2008 12:00,27.5
27.11.2008 12:00,11.4
17.03.2009 12:00,2.4
02.04.2009 12:00,1.3
21.04.2009 12:00,5.4
05.05.2009 12:00,7.2
19.05.2009 12:00,5.5
10.06.2009 12:00,16.9
23.06.2009 12:00,15.4
07.07.2009 12:00,6.4
21.07.2009 12:00,21.1
04.08.2009 12:00,18.3
18.08.2009 12:00,6.4
15.09.2009 12:00,17.8
29.09.2009 12:00,17.9
15.10.2009 12:00,21.1
27.10.2009 12:00,23.6
12.11.2009 12:00,26.6
26.11.2009 12:00,23.6
13.04.2010 12:00,1.8
27.04.2010 12:00,3.0
04.05.2010 12:00,11.1
25.05.2010 12:00,6.4
01.06.2010 12:00,9.8
28.06.2010 12:00,3.0
06.07.2010 12:00,6.1
28.07.2010 12:00,13.9
03.08.2010 12:00,16.0
24.08.2010 12:00,19.1
08.09.2010 12:00,20.8
21.09.2010 12:00,21.1
05.10.2010 12:00,21.5
20.10.2010 12:00,23.6
04.11.2010 12:00,27.5
22.03.2011 12:00,1.0
13.04.2011 12:00,11.7
27.04.2011 12:00,7.1
03.05.2011 12:00,8.2
17.05.2011 12:00,8.6
14.06.2011 12:00,13.7
29.06.2011 12:00,14.6
